GEOCODE_MALLA_2010,Población,Población. Edad media,Población. Hombres,Población. Mujeres,Población de mujeres dividida por la población de hombres,Población de nacionalidad española,Población de nacionalidad extranjera,Población de nacionalidad extranjera (%),Población de 0 a 14 años de edad,Población de 15 a 64 años de edad,Población de 65 o más años de edad,Población de 0 a 14 años de edad (%),Población de 15 a 64 años de edad (%),Población de 65 o más años de edad (%),Suma de la población de 0 a 14 años y de la población de 65 o más años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 15 a 64 años,Población de 0 a 14 años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 0 a 14 años,Población de 0 a 14 años dividida por la población de 65 o más años,Superficie calculada sobre geom no generalizado (ha),Población / km2,Población. Extranjeros / km2,Población. Nacidos en Canarias,Población. Nacidos en el resto de España,Población. Nacidos en el extranjero,Población. Nacidos en Canarias (%),Población. Nacidos en el resto de España (%),Población. Nacidos en el extranjero (%)
250mN105200E170625,170,42.9,88,82,93.2,165,5,2.9,22,116,32,12.9,68.2,18.8,46.6,46.6,46.6,145.5,68.8,6.2,2720,80,152,3,15,89.4,1.8,8.8
250mN105200E170650,34,45.3,16,18,112.5,,,,5,20,9,14.7,58.8,26.5,70,70,70,180,55.6,6.2,544,,27,0,7,79.4,0,20.6
250mN105200E170675,42,42.9,23,19,82.6,,,,6,28,8,14.3,66.7,19,50,50,50,133.3,75,6.2,672,,37,0,5,88.1,0,11.9
250mN105200E170700,145,36.6,74,71,95.9,140,5,3.4,32,96,17,22.1,66.2,11.7,51,51,51,53.1,188.2,6.2,2320,80,132,,,91,,
250mN105200E170800,28,47.8,16,12,75,,,,,18,,,64.3,,,,,,,6.2,448,,27,,,96.4,,
250mN105200E171000,17,38.3,8,9,112.5,5,12,70.6,,14,,,82.4,,,,,,,6.2,272,192,,,13,,,76.5
250mN105200E171125,57,40.1,27,30,111.1,50,7,12.3,9,40,8,15.8,70.2,14,42.5,42.5,42.5,88.9,112.5,5.8,988,121.3,48,,,84.2,,
250mN105200E171150,53,50.1,22,31,140.9,53,0,0,,39,,,73.6,,,,,,,4.6,1144.6,0,52,,,98.1,,
250mN105200E172825,72,36.6,33,39,118.2,68,4,5.6,12,53,7,16.7,73.6,9.7,35.8,35.8,35.8,58.3,171.4,6.2,1152,64,66,,,91.7,,
250mN105200E172850,20,36.5,10,10,100,17,3,15,,15,,,75,,,,,,,6.2,320,48,18,,,90,,
250mN105200E172875,45,35.1,23,22,95.7,36,9,20,7,35,3,15.6,77.8,6.7,28.6,28.6,28.6,42.9,233.3,6.2,720,144,25,11,9,55.6,24.4,20
250mN105200E172900,57,31,30,27,90,53,4,7,,39,,,68.4,,,,,,,6.2,912,64,52,0,5,91.2,0,8.8
250mN105200E172925,107,41.6,53,54,101.9,102,5,4.7,16,69,22,15,64.5,20.6,55.1,55.1,55.1,137.5,72.7,6.2,1712,80,93,3,11,86.9,2.8,10.3
250mN105200E172950,308,38.1,160,148,92.5,303,5,1.6,43,237,28,14,76.9,9.1,30,30,30,65.1,153.6,6.2,4928,80,286,,,92.9,,
250mN105200E172975,271,44.1,130,141,108.5,255,16,5.9,34,180,57,12.5,66.4,21,50.6,50.6,50.6,167.6,59.6,6.2,4336,256,246,5,20,90.8,1.8,7.4
250mN105200E173000,232,35.8,121,111,91.7,222,10,4.3,39,174,19,16.8,75,8.2,33.3,33.3,33.3,48.7,205.3,6.2,3712,160,210,8,14,90.5,3.4,6
250mN105200E173025,95,43.6,46,49,106.5,95,0,0,14,59,22,14.7,62.1,23.2,61,61,61,157.1,63.6,6.2,1520,0,90,5,0,94.7,5.3,0
250mN105200E173050,97,44.7,53,44,83,,,,12,59,26,12.4,60.8,26.8,64.4,64.4,64.4,216.7,46.2,6.2,1552,,90,3,4,92.8,3.1,4.1
250mN105200E173075,16,51.5,8,8,100,,,,0,10,6,0,62.5,37.5,60,60,60,,0,6.2,256,,14,,,87.5,,
250mN105200E173150,22,36.7,9,13,144.4,22,0,0,,18,,,81.8,,,,,,,6.2,352,0,22,0,0,100,0,0
250mN105200E173175,38,40.3,20,18,90,30,8,21.1,6,25,7,15.8,65.8,18.4,52,52,52,116.7,85.7,6.2,608,128,27,,,71.1,,
250mN105200E173225,89,43.4,43,46,107,89,0,0,8,63,18,9,70.8,20.2,41.3,41.3,41.3,225,44.4,6.2,1424,0,88,,,98.9,,
250mN105200E173250,132,41.8,65,67,103.1,129,3,2.3,10,100,22,7.6,75.8,16.7,32,32,32,220,45.5,6.2,2112,48,127,0,5,96.2,0,3.8
250mN105200E173275,108,34.9,46,62,134.8,,,,21,80,7,19.4,74.1,6.5,35,35,35,33.3,300,6.2,1728,,106,,,98.1,,
250mN105200E173300,107,42.2,51,56,109.8,,,,11,77,19,10.3,72,17.8,39,39,39,172.7,57.9,6.2,1712,,105,,,98.1,,
250mN105200E173325,76,40.2,41,35,85.4,,,,11,55,10,14.5,72.4,13.2,38.2,38.2,38.2,90.9,110,6.2,1216,,74,,,97.4,,
250mN105200E173350,18,41.4,11,7,63.6,18,0,0,,16,,,88.9,,,,,,,6.2,288,0,18,0,0,100,0,0
250mN105200E173425,180,45.3,93,87,93.5,,,,21,121,38,11.7,67.2,21.1,48.8,48.8,48.8,181,55.3,6.2,2880,,171,6,3,95,3.3,1.7
250mN105200E173450,222,43.7,115,107,93,218,4,1.8,27,152,43,12.2,68.5,19.4,46.1,46.1,46.1,159.3,62.8,6.2,3552,64,196,11,15,88.3,5,6.8
250mN105200E173475,95,38.9,49,46,93.9,92,3,3.2,16,67,12,16.8,70.5,12.6,41.8,41.8,41.8,75,133.3,6.2,1520,48,82,,,86.3,,
250mN105200E173500,79,40.6,37,42,113.5,,,,13,53,13,16.5,67.1,16.5,49.1,49.1,49.1,100,100,6.2,1264,,64,8,7,81,10.1,8.9
250mN105200E173525,114,37.9,59,55,93.2,,,,18,79,17,15.8,69.3,14.9,44.3,44.3,44.3,94.4,105.9,6.2,1824,,105,3,6,92.1,2.6,5.3
250mN105200E173550,87,39.3,44,43,97.7,,,,14,61,12,16.1,70.1,13.8,42.6,42.6,42.6,85.7,116.7,6.2,1392,,75,0,12,86.2,0,13.8
250mN105200E173575,52,42.2,27,25,92.6,52,0,0,8,33,11,15.4,63.5,21.2,57.6,57.6,57.6,137.5,72.7,6.2,832,0,50,,,96.2,,
250mN105200E173600,45,39.3,22,23,104.5,40,5,11.1,6,31,8,13.3,68.9,17.8,45.2,45.2,45.2,133.3,75,6.2,720,80,39,0,6,86.7,0,13.3
250mN105200E173625,57,38.4,29,28,96.6,57,0,0,9,41,7,15.8,71.9,12.3,39,39,39,77.8,128.6,6.2,912,0,56,,,98.2,,
250mN105200E173650,57,39.7,30,27,90,57,0,0,12,37,8,21.1,64.9,14,54.1,54.1,54.1,66.7,150,6.2,912,0,57,0,0,100,0,0
250mN105200E173775,17,38,10,7,70,17,0,0,,14,,,82.4,,,,,,,6.2,272,0,15,,,88.2,,
250mN105200E173825,54,35.4,22,32,145.5,,,,11,39,4,20.4,72.2,7.4,38.5,38.5,38.5,36.4,275,6.2,864,,44,3,7,81.5,5.6,13
250mN105200E173875,103,44.1,49,54,110.2,97,6,5.8,16,66,21,15.5,64.1,20.4,56.1,56.1,56.1,131.2,76.2,6.2,1648,96,88,4,11,85.4,3.9,10.7
250mN105200E173900,37,43.3,19,18,94.7,37,0,0,6,26,5,16.2,70.3,13.5,42.3,42.3,42.3,83.3,120,6.2,592,0,33,4,0,89.2,10.8,0
250mN105200E174150,52,46.8,27,25,92.6,52,0,0,6,32,14,11.5,61.5,26.9,62.5,62.5,62.5,233.3,42.9,6.2,832,0,45,,,86.5,,
250mN105200E174175,228,35.3,128,100,78.1,220,8,3.5,47,167,14,20.6,73.2,6.1,36.5,36.5,36.5,29.8,335.7,6.2,3648,128,166,50,12,72.8,21.9,5.3
250mN105200E174200,104,43.4,47,57,121.3,104,0,0,12,70,22,11.5,67.3,21.2,48.6,48.6,48.6,183.3,54.5,6.2,1664,0,101,,,97.1,,
250mN105200E174225,280,40.2,132,148,112.1,262,18,6.4,46,193,41,16.4,68.9,14.6,45.1,45.1,45.1,89.1,112.2,6.2,4480,288,246,11,23,87.9,3.9,8.2
250mN105200E174250,491,37.1,223,268,120.2,476,15,3.1,90,365,36,18.3,74.3,7.3,34.5,34.5,34.5,40,250,6.2,7856,240,416,33,42,84.7,6.7,8.6
250mN105200E174275,695,41.1,324,371,114.5,658,37,5.3,93,482,120,13.4,69.4,17.3,44.2,44.2,44.2,129,77.5,6.2,11120,592,570,56,69,82,8.1,9.9
250mN105200E174300,780,42.1,378,402,106.3,706,74,9.5,79,581,120,10.1,74.5,15.4,34.3,34.3,34.3,151.9,65.8,6.2,12480,1184,612,76,92,78.5,9.7,11.8
250mN105200E174325,362,44.2,176,186,105.7,352,10,2.8,40,258,64,11,71.3,17.7,40.3,40.3,40.3,160,62.5,6.2,5792,160,294,45,23,81.2,12.4,6.4
250mN105200E174350,125,43.9,71,54,76.1,120,5,4,,104,,,83.2,,,,,,,6.2,2000,80,99,12,14,79.2,9.6,11.2
250mN105200E174375,157,39.8,81,76,93.8,145,12,7.6,25,113,19,15.9,72,12.1,38.9,38.9,38.9,76,131.6,6.2,2512,192,131,11,15,83.4,7,9.6
250mN105200E174400,315,37.6,150,165,110,307,8,2.5,57,231,27,18.1,73.3,8.6,36.4,36.4,36.4,47.4,211.1,6.2,5040,128,257,38,20,81.6,12.1,6.3
250mN105200E174425,487,40,241,246,102.1,478,9,1.8,81,334,72,16.6,68.6,14.8,45.8,45.8,45.8,88.9,112.5,6.2,7792,144,426,35,26,87.5,7.2,5.3
250mN105200E174450,252,39.4,116,136,117.2,247,5,2,52,162,38,20.6,64.3,15.1,55.6,55.6,55.6,73.1,136.8,6.2,4032,80,233,4,15,92.5,1.6,6
250mN105200E174475,56,44.8,29,27,93.1,56,0,0,5,37,14,8.9,66.1,25,51.4,51.4,51.4,280,35.7,6.2,896,0,53,0,3,94.6,0,5.4
250mN105200E174500,62,39.3,32,30,93.8,62,0,0,7,46,9,11.3,74.2,14.5,34.8,34.8,34.8,128.6,77.8,6.2,992,0,62,0,0,100,0,0
250mN105200E174525,19,34,8,11,137.5,19,0,0,,12,,,63.2,,,,,,,6.2,304,0,17,,,89.5,,
250mN105200E174550,32,42.2,17,15,88.2,32,0,0,4,23,5,12.5,71.9,15.6,39.1,39.1,39.1,125,80,6.2,512,0,31,,,96.9,,
250mN105225E164650,45,47.5,21,24,114.3,42,3,6.7,8,25,12,17.8,55.6,26.7,80,80,80,150,66.7,6.2,720,48,39,,,86.7,,
250mN105225E168900,26,47,15,11,73.3,26,0,0,,19,,,73.1,,,,,,,6.2,416,0,21,0,5,80.8,0,19.2
250mN105225E168925,41,44.7,25,16,64,41,0,0,6,24,11,14.6,58.5,26.8,70.8,70.8,70.8,183.3,54.5,6.2,656,0,36,0,5,87.8,0,12.2
250mN105225E169475,25,41.5,12,13,108.3,20,5,20,,19,,,76,,,,,,,6.2,400,80,20,0,5,80,0,20
250mN105225E169600,76,40.7,40,36,90,76,0,0,8,53,15,10.5,69.7,19.7,43.4,43.4,43.4,187.5,53.3,6.2,1216,0,75,,,98.7,,
250mN105225E169925,21,45.2,13,8,61.5,,,,,13,,,61.9,,,,,,,6.2,336,,20,,,95.2,,
250mN105225E170100,89,43.4,47,42,89.4,83,6,6.7,10,61,18,11.2,68.5,20.2,45.9,45.9,45.9,180,55.6,6.2,1424,96,83,0,6,93.3,0,6.7
250mN105225E170125,79,49.8,38,41,107.9,79,0,0,,55,,,69.6,,,,,,,6.2,1264,0,77,,,97.5,,
250mN105225E170150,12,41.8,6,6,100,,,,,9,,,75,,,,,,,6.2,192,,5,0,7,41.7,0,58.3
250mN105225E170175,123,43.5,62,61,98.4,119,4,3.3,15,84,24,12.2,68.3,19.5,46.4,46.4,46.4,160,62.5,6.2,1968,64,106,,,86.2,,
250mN105225E170200,373,43.3,182,191,104.9,343,30,8,62,232,79,16.6,62.2,21.2,60.8,60.8,60.8,127.4,78.5,6.2,5968,480,305,6,62,81.8,1.6,16.6
250mN105225E170225,539,40.9,275,264,96,501,38,7.1,84,365,90,15.6,67.7,16.7,47.7,47.7,47.7,107.1,93.3,6.2,8624,608,406,14,119,75.3,2.6,22.1
250mN105225E170250,504,41.2,242,262,108.3,479,25,5,63,358,83,12.5,71,16.5,40.8,40.8,40.8,131.7,75.9,6.2,8064,400,406,22,76,80.6,4.4,15.1
250mN105225E170275,132,35.8,70,62,88.6,128,4,3,28,91,13,21.2,68.9,9.8,45.1,45.1,45.1,46.4,215.4,6.2,2112,64,118,3,11,89.4,2.3,8.3
250mN105225E170300,384,36.2,185,199,107.6,355,29,7.6,73,270,41,19,70.3,10.7,42.2,42.2,42.2,56.2,178,6.2,6144,464,295,13,76,76.8,3.4,19.8
250mN105225E170325,482,37.4,238,244,102.5,456,26,5.4,84,343,55,17.4,71.2,11.4,40.5,40.5,40.5,65.5,152.7,6.2,7712,416,403,5,74,83.6,1,15.4
250mN105225E170350,60,42.3,29,31,106.9,60,0,0,8,38,14,13.3,63.3,23.3,57.9,57.9,57.9,175,57.1,6.2,960,0,56,,,93.3,,
250mN105225E170375,16,50.7,8,8,100,16,0,0,0,13,3,0,81.2,18.8,23.1,23.1,23.1,,0,6.2,256,0,14,,,87.5,,
250mN105225E170400,50,44.5,25,25,100,44,6,12,6,35,9,12,70,18,42.9,42.9,42.9,150,66.7,6.2,800,96,42,,,84,,
250mN105225E170425,115,36.7,61,54,88.5,109,6,5.2,29,70,16,25.2,60.9,13.9,64.3,64.3,64.3,55.2,181.2,6.2,1840,96,102,,,88.7,,
250mN105225E170450,220,39.1,103,117,113.6,208,12,5.5,34,155,31,15.5,70.5,14.1,41.9,41.9,41.9,91.2,109.7,6.2,3520,192,186,4,30,84.5,1.8,13.6
250mN105225E170475,21,46.5,9,12,133.3,21,0,0,3,12,6,14.3,57.1,28.6,75,75,75,200,50,6.2,336,0,21,0,0,100,0,0
250mN105225E170500,74,43.3,32,42,131.2,68,6,8.1,9,52,13,12.2,70.3,17.6,42.3,42.3,42.3,144.4,69.2,6.2,1184,96,63,0,11,85.1,0,14.9
250mN105225E170525,22,42.5,10,12,120,,,,3,15,4,13.6,68.2,18.2,46.7,46.7,46.7,133.3,75,6.2,352,,20,,,90.9,,
250mN105225E170550,43,42.4,25,18,72,34,9,20.9,6,28,9,14,65.1,20.9,53.6,53.6,53.6,150,66.7,6.2,688,144,33,0,10,76.7,0,23.3
250mN105225E170575,93,45.6,48,45,93.8,79,14,15.1,14,57,22,15.1,61.3,23.7,63.2,63.2,63.2,157.1,63.6,6.2,1488,224,76,,,81.7,,
250mN105225E170600,215,41.2,104,111,106.7,208,7,3.3,24,156,35,11.2,72.6,16.3,37.8,37.8,37.8,145.8,68.6,6.2,3440,112,186,3,26,86.5,1.4,12.1
250mN105225E170650,12,41.6,6,6,100,12,0,0,,9,,,75,,,,,,,6.2,192,0,12,0,0,100,0,0
250mN105225E170675,163,37,79,84,106.3,,,,25,120,18,15.3,73.6,11,35.8,35.8,35.8,72,138.9,6.2,2608,,149,,,91.4,,
250mN105225E170875,82,45,35,47,134.3,,,,10,54,18,12.2,65.9,22,51.9,51.9,51.9,180,55.6,6.2,1312,,79,,,96.3,,
250mN105225E170925,19,30.9,11,8,72.7,19,0,0,5,14,0,26.3,73.7,0,35.7,35.7,35.7,0,,6.2,304,0,18,,,94.7,,
250mN105225E170950,42,42.2,18,24,133.3,37,5,11.9,8,23,11,19,54.8,26.2,82.6,82.6,82.6,137.5,72.7,6.2,672,80,30,,,71.4,,
250mN105225E171050,28,46.6,14,14,100,,,,,18,,,64.3,,,,,,,3.9,725.4,,24,,,85.7,,
250mN105225E172825,15,40.4,6,9,150,6,9,60,,12,,,80,,,,,,,6.2,240,144,,,9,,,60
250mN105225E172850,25,55.1,14,11,78.6,3,22,88,,16,,,64,,,,,,,6.2,400,352,4,0,21,16,0,84
250mN105225E172925,231,35.7,114,117,102.6,214,17,7.4,43,166,22,18.6,71.9,9.5,39.2,39.2,39.2,51.2,195.5,6.2,3696,272,200,7,24,86.6,3,10.4
250mN105225E172950,249,31.5,127,122,96.1,,,,52,187,10,20.9,75.1,4,33.2,33.2,33.2,19.2,520,6.2,3984,,235,,,94.4,,
250mN105225E172975,303,36.9,147,156,106.1,286,17,5.6,54,220,29,17.8,72.6,9.6,37.7,37.7,37.7,53.7,186.2,6.2,4848,272,253,17,33,83.5,5.6,10.9
250mN105225E173000,194,42.3,93,101,108.6,188,6,3.1,30,125,39,15.5,64.4,20.1,55.2,55.2,55.2,130,76.9,6.2,3104,96,182,0,12,93.8,0,6.2
250mN105225E173050,91,40.5,46,45,97.8,,,,15,63,13,16.5,69.2,14.3,44.4,44.4,44.4,86.7,115.4,6.2,1456,,87,,,95.6,,
250mN105225E173150,14,41,7,7,100,14,0,0,,11,,,78.6,,,,,,,6.2,224,0,14,0,0,100,0,0
250mN105225E173175,40,48.3,17,23,135.3,40,0,0,,31,,,77.5,,,,,,,6.2,640,0,40,0,0,100,0,0
250mN105225E173200,13,40.4,8,5,62.5,13,0,0,,11,,,84.6,,,,,,,6.2,208,0,13,0,0,100,0,0
250mN105225E173225,135,40.1,68,67,98.5,,,,15,102,18,11.1,75.6,13.3,32.4,32.4,32.4,120,83.3,6.2,2160,,120,7,8,88.9,5.2,5.9
250mN105225E173250,19,38.2,11,8,72.7,19,0,0,,14,,,73.7,,,,,,,6.2,304,0,19,0,0,100,0,0
250mN105225E173300,43,40.5,21,22,104.8,43,0,0,4,34,5,9.3,79.1,11.6,26.5,26.5,26.5,125,80,6.2,688,0,43,0,0,100,0,0
250mN105225E173325,11,28.6,3,8,266.7,11,0,0,,7,,,63.6,,,,,,,6.2,176,0,11,0,0,100,0,0
250mN105225E173350,21,37.1,10,11,110,,,,6,11,4,28.6,52.4,19,90.9,90.9,90.9,66.7,150,6.2,336,,20,,,95.2,,
250mN105225E173425,54,40.2,26,28,107.7,54,0,0,10,36,8,18.5,66.7,14.8,50,50,50,80,125,6.2,864,0,53,,,98.1,,
250mN105225E173450,50,42.3,27,23,85.2,50,0,0,9,30,11,18,60,22,66.7,66.7,66.7,122.2,81.8,6.2,800,0,47,0,3,94,0,6
250mN105225E173500,24,32.5,12,12,100,24,0,0,,18,,,75,,,,,,,6.2,384,0,22,,,91.7,,
250mN105225E173525,62,35.8,35,27,77.1,,,,14,40,8,22.6,64.5,12.9,55,55,55,57.1,175,6.2,992,,56,0,6,90.3,0,9.7
250mN105225E173600,54,38.9,28,26,92.9,,,,9,39,6,16.7,72.2,11.1,38.5,38.5,38.5,66.7,150,6.2,864,,53,,,98.1,,
250mN105225E173650,22,38.6,13,9,69.2,22,0,0,,17,,,77.3,,,,,,,6.2,352,0,20,,,90.9,,
250mN105225E173725,19,42.3,9,10,111.1,19,0,0,,14,,,73.7,,,,,,,6.2,304,0,19,0,0,100,0,0
250mN105225E173825,49,35.9,25,24,96,,,,7,39,3,14.3,79.6,6.1,25.6,25.6,25.6,42.9,233.3,6.2,784,,40,5,4,81.6,10.2,8.2
250mN105225E173850,50,36.5,22,28,127.3,50,0,0,10,35,5,20,70,10,42.9,42.9,42.9,50,200,6.2,800,0,48,,,96,,
250mN105225E173875,80,38.8,38,42,110.5,,,,11,62,7,13.8,77.5,8.8,29,29,29,63.6,157.1,6.2,1280,,73,,,91.2,,
250mN105225E173900,122,42.1,62,60,96.8,122,0,0,16,92,14,13.1,75.4,11.5,32.6,32.6,32.6,87.5,114.3,6.2,1952,0,113,4,5,92.6,3.3,4.1
250mN105225E173925,31,40.3,14,17,121.4,31,0,0,4,23,4,12.9,74.2,12.9,34.8,34.8,34.8,100,100,6.2,496,0,31,0,0,100,0,0
250mN105225E173950,38,41.8,20,18,90,38,0,0,6,25,7,15.8,65.8,18.4,52,52,52,116.7,85.7,6.2,608,0,33,5,0,86.8,13.2,0
250mN105225E174125,35,43.6,18,17,94.4,32,3,8.6,,26,,,74.3,,,,,,,6.2,560,48,33,,,94.3,,
250mN105225E174150,80,42.7,41,39,95.1,,,,12,52,16,15,65,20,53.8,53.8,53.8,133.3,75,6.2,1280,,72,,,90,,
250mN105225E174175,84,42.8,42,42,100,79,5,6,7,62,15,8.3,73.8,17.9,35.5,35.5,35.5,214.3,46.7,6.2,1344,80,76,3,5,90.5,3.6,6
250mN105225E174200,131,40.1,71,60,84.5,,,,19,94,18,14.5,71.8,13.7,39.4,39.4,39.4,94.7,105.6,6.2,2096,,119,6,6,90.8,4.6,4.6
250mN105225E174225,309,43.9,151,158,104.6,302,7,2.3,37,201,71,12,65,23,53.7,53.7,53.7,191.9,52.1,6.2,4944,112,276,21,12,89.3,6.8,3.9
250mN105225E174250,531,37.5,263,268,101.9,521,10,1.9,89,414,28,16.8,78,5.3,28.3,28.3,28.3,31.5,317.9,6.2,8496,160,434,60,37,81.7,11.3,7
250mN105225E174275,466,40.7,211,255,120.9,454,12,2.6,66,328,72,14.2,70.4,15.5,42.1,42.1,42.1,109.1,91.7,6.2,7456,192,404,33,29,86.7,7.1,6.2
250mN105225E174300,59,43.8,27,32,118.5,,,,9,39,11,15.3,66.1,18.6,51.3,51.3,51.3,122.2,81.8,6.2,944,,52,3,4,88.1,5.1,6.8
250mN105225E174325,61,48.3,26,35,134.6,61,0,0,4,45,12,6.6,73.8,19.7,35.6,35.6,35.6,300,33.3,6.2,976,0,54,3,4,88.5,4.9,6.6
250mN105225E174350,104,42.6,46,58,126.1,101,3,2.9,11,74,19,10.6,71.2,18.3,40.5,40.5,40.5,172.7,57.9,6.2,1664,48,86,11,7,82.7,10.6,6.7
250mN105225E174375,129,41.9,64,65,101.6,122,7,5.4,17,88,24,13.2,68.2,18.6,46.6,46.6,46.6,141.2,70.8,6.2,2064,112,107,7,15,82.9,5.4,11.6
250mN105225E174400,186,35,93,93,100,182,4,2.2,42,130,14,22.6,69.9,7.5,43.1,43.1,43.1,33.3,300,6.2,2976,64,158,16,12,84.9,8.6,6.5
250mN105225E174425,299,37.7,148,151,102,289,10,3.3,51,230,18,17.1,76.9,6,30,30,30,35.3,283.3,6.2,4784,160,244,29,26,81.6,9.7,8.7
250mN105225E174450,171,38.3,80,91,113.8,160,11,6.4,25,123,23,14.6,71.9,13.5,39,39,39,92,108.7,6.2,2736,176,128,16,27,74.9,9.4,15.8
250mN105225E174475,175,40.6,95,80,84.2,170,5,2.9,24,128,23,13.7,73.1,13.1,36.7,36.7,36.7,95.8,104.3,6.2,2800,80,159,7,9,90.9,4,5.1
250mN105225E174500,123,39.7,59,64,108.5,123,0,0,17,88,18,13.8,71.5,14.6,39.8,39.8,39.8,105.9,94.4,6.2,1968,0,116,,,94.3,,
250mN105225E174550,81,39.4,40,41,102.5,71,10,12.3,11,62,8,13.6,76.5,9.9,30.6,30.6,30.6,72.7,137.5,6.2,1296,160,69,0,12,85.2,0,14.8
250mN105225E174575,60,43.3,28,32,114.3,60,0,0,7,40,13,11.7,66.7,21.7,50,50,50,185.7,53.8,6.2,960,0,59,,,98.3,,
250mN105250E168925,31,36.4,15,16,106.7,,,,,22,,,71,,,,,,,6.2,496,,26,0,5,83.9,0,16.1
250mN105250E168950,22,57.6,11,11,100,22,0,0,,,12,,,54.5,,,,,,6.2,352,0,20,,,90.9,,
250mN105250E169325,10,49.9,4,6,150,10,0,0,,6,,,60,,,,,,,6.2,160,0,5,0,5,50,0,50
250mN105250E169475,19,41.9,9,10,111.1,,,,5,10,4,26.3,52.6,21.1,90,90,90,80,125,6.2,304,,17,,,89.5,,
250mN105250E169525,25,52.6,11,14,127.3,21,4,16,4,11,10,16,44,40,127.3,127.3,127.3,250,40,6.2,400,64,21,0,4,84,0,16
250mN105250E169600,97,47.3,51,46,90.2,97,0,0,12,57,28,12.4,58.8,28.9,70.2,70.2,70.2,233.3,42.9,6.2,1552,0,82,,,84.5,,
250mN105250E169850,46,45.9,23,23,100,41,5,10.9,5,31,10,10.9,67.4,21.7,48.4,48.4,48.4,200,50,6.2,736,80,40,0,6,87,0,13
250mN105250E169925,65,44.8,34,31,91.2,60,5,7.7,8,44,13,12.3,67.7,20,47.7,47.7,47.7,162.5,61.5,6.2,1040,80,52,,,80,,
250mN105250E169950,48,42.7,23,25,108.7,44,4,8.3,5,35,8,10.4,72.9,16.7,37.1,37.1,37.1,160,62.5,6.2,768,64,39,0,9,81.2,0,18.8
250mN105250E169975,14,45.3,7,7,100,,,,,11,,,78.6,,,,,,,6.2,224,,12,,,85.7,,
250mN105250E170000,52,39.5,21,31,147.6,52,0,0,7,36,9,13.5,69.2,17.3,44.4,44.4,44.4,128.6,77.8,6.2,832,0,49,0,3,94.2,0,5.8
250mN105250E170025,36,42.5,20,16,80,36,0,0,6,23,7,16.7,63.9,19.4,56.5,56.5,56.5,116.7,85.7,6.2,576,0,35,,,97.2,,
250mN105250E170075,47,41.9,20,27,135,43,4,8.5,5,38,4,10.6,80.9,8.5,23.7,23.7,23.7,80,125,6.2,752,64,42,0,5,89.4,0,10.6
250mN105250E170100,136,42.2,70,66,94.3,127,9,6.6,18,92,26,13.2,67.6,19.1,47.8,47.8,47.8,144.4,69.2,6.2,2176,144,119,0,17,87.5,0,12.5
250mN105250E170125,160,44,73,87,119.2,155,5,3.1,19,106,35,11.9,66.2,21.9,50.9,50.9,50.9,184.2,54.3,6.2,2560,80,137,,,85.6,,
250mN105250E170175,48,49.5,20,28,140,44,4,8.3,0,36,12,0,75,25,33.3,33.3,33.3,,0,6.2,768,64,38,3,7,79.2,6.2,14.6
250mN105250E170200,198,42.8,87,111,127.6,190,8,4,27,136,35,13.6,68.7,17.7,45.6,45.6,45.6,129.6,77.1,6.2,3168,128,175,3,20,88.4,1.5,10.1
250mN105250E170225,372,43.6,175,197,112.6,351,21,5.6,39,252,81,10.5,67.7,21.8,47.6,47.6,47.6,207.7,48.1,6.2,5952,336,311,11,50,83.6,3,13.4
250mN105250E170275,29,39.2,22,7,31.8,29,0,0,,27,,,93.1,,,,,,,6.2,464,0,24,,,82.8,,
250mN105250E170300,79,34,44,35,79.5,,,,16,55,8,20.3,69.6,10.1,43.6,43.6,43.6,50,200,6.2,1264,,60,7,12,75.9,8.9,15.2
250mN105250E170325,566,34.6,289,277,95.8,529,37,6.5,130,380,56,23,67.1,9.9,48.9,48.9,48.9,43.1,232.1,6.2,9056,592,433,33,100,76.5,5.8,17.7
250mN105250E170350,252,36.8,135,117,86.7,239,13,5.2,40,185,27,15.9,73.4,10.7,36.2,36.2,36.2,67.5,148.1,6.2,4032,208,199,13,40,79,5.2,15.9
250mN105250E170375,69,45,31,38,122.6,66,3,4.3,8,45,16,11.6,65.2,23.2,53.3,53.3,53.3,200,50,6.2,1104,48,61,0,8,88.4,0,11.6
250mN105250E170400,23,43.4,11,12,109.1,,,,4,13,6,17.4,56.5,26.1,76.9,76.9,76.9,150,66.7,6.2,368,,17,0,6,73.9,0,26.1
250mN105250E170425,36,46.7,20,16,80,29,7,19.4,4,20,12,11.1,55.6,33.3,80,80,80,300,33.3,6.2,576,112,29,0,7,80.6,0,19.4
250mN105250E170450,44,36,20,24,120,44,0,0,10,29,5,22.7,65.9,11.4,51.7,51.7,51.7,50,200,6.2,704,0,41,0,3,93.2,0,6.8
250mN105250E170475,105,36.7,54,51,94.4,99,6,5.7,24,67,14,22.9,63.8,13.3,56.7,56.7,56.7,58.3,171.4,6.2,1680,96,80,,,76.2,,
250mN105250E170500,56,45,29,27,93.1,46,10,17.9,5,40,11,8.9,71.4,19.6,40,40,40,220,45.5,6.2,896,160,42,4,10,75,7.1,17.9
250mN105250E170550,10,37.3,5,5,100,10,0,0,,8,,,80,,,,,,,6.2,160,0,10,0,0,100,0,0
