GEOCODE,Población,Población. Edad media,Población. Hombres,Población. Mujeres,Población de mujeres dividida por la población de hombres,Población de nacionalidad española,Población de nacionalidad extranjera,Población de nacionalidad extranjera (%),Población de 0 a 14 años de edad,Población de 15 a 64 años de edad,Población de 65 o más años de edad,Población de 0 a 14 años de edad (%),Población de 15 a 64 años de edad (%),Población de 65 o más años de edad (%),Suma de la población de 0 a 14 años y de la población de 65 o más años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 15 a 64 años,Población de 0 a 14 años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 0 a 14 años,Población de 0 a 14 años dividida por la población de 65 o más años,Superficie calculada sobre geom no generalizado (ha),Población / km2,Población. Extranjeros / km2,Población. Nacidos en Canarias,Población. Nacidos en el resto de España,Población. Nacidos en el extranjero,Población. Nacidos en Canarias (%),Población. Nacidos en el resto de España (%),Población. Nacidos en el extranjero (%)
250mN105975E174550,249,50.1,127,122,96.1,246,3,1.2,12,173,64,4.8,69.5,25.7,43.9,43.9,43.9,533.3,18.8,6.2,3984,48,239,,,96,,
250mN106000E174425,29,45.8,17,12,70.6,23,6,20.7,5,14,10,17.2,48.3,34.5,107.1,107.1,107.1,200,50,1.1,2681,554.7,19,3,7,65.5,10.3,24.1
250mN106000E174450,216,43,115,101,87.8,189,27,12.5,24,152,40,11.1,70.4,18.5,42.1,42.1,42.1,166.7,60,6.2,3456,432,176,10,30,81.5,4.6,13.9
250mN106000E174525,264,50.4,134,130,97,257,7,2.7,13,184,67,4.9,69.7,25.4,43.5,43.5,43.5,515.4,19.4,6.2,4224,112,244,7,13,92.4,2.7,4.9
250mN106000E174550,96,42.2,54,42,77.8,89,7,7.3,11,69,16,11.5,71.9,16.7,39.1,39.1,39.1,145.5,68.8,6.2,1536,112,80,6,10,83.3,6.2,10.4
250mN106000E174575,21,41.2,11,10,90.9,21,0,0,3,15,3,14.3,71.4,14.3,40,40,40,100,100,6.2,336,0,19,,,90.5,,
250mN106025E174450,203,43.8,89,114,128.1,123,80,39.4,18,142,43,8.9,70,21.2,43,43,43,238.9,41.9,6.2,3248,1280,105,8,90,51.7,3.9,44.3
250mN106025E174475,423,38.7,204,219,107.4,401,22,5.2,71,322,30,16.8,76.1,7.1,31.4,31.4,31.4,42.3,236.7,6.2,6768,352,344,32,47,81.3,7.6,11.1
250mN106025E174500,62,45.4,26,36,138.5,62,0,0,5,44,13,8.1,71,21,40.9,40.9,40.9,260,38.5,6.2,992,0,58,0,4,93.5,0,6.5
250mN106025E174525,74,49.7,36,38,105.6,71,3,4.1,6,52,16,8.1,70.3,21.6,42.3,42.3,42.3,266.7,37.5,6.2,1184,48,68,,,91.9,,
250mN106025E174575,60,33.6,30,30,100,44,16,26.7,,44,,,73.3,,,,,,,6.2,960,256,32,10,18,53.3,16.7,30
250mN106050E174450,218,41.5,121,97,80.2,198,20,9.2,33,155,30,15.1,71.1,13.8,40.6,40.6,40.6,90.9,110,6.2,3488,320,181,8,29,83,3.7,13.3
250mN106050E174475,55,40.4,31,24,77.4,47,8,14.5,7,42,6,12.7,76.4,10.9,31,31,31,85.7,116.7,6.2,880,128,40,6,9,72.7,10.9,16.4
250mN106050E174500,16,53.1,8,8,100,,,,,11,,,68.8,,,,,,,6.2,256,,14,,,87.5,,
250mN110325E160075,55,40.9,27,28,103.7,,,,10,37,8,18.2,67.3,14.5,48.6,48.6,48.6,80,125,6.2,880,,49,,,89.1,,
250mN110325E160100,10,32.2,4,6,150,10,0,0,,6,,,60,,,,,,,6.2,160,0,10,0,0,100,0,0
250mN110325E160250,14,42.7,6,8,133.3,6,8,57.1,,9,,,64.3,,,,,,,6.2,224,128,6,0,8,42.9,0,57.1
250mN110350E160050,75,35.5,37,38,102.7,72,3,4,,62,,,82.7,,,,,,,6.2,1200,48,66,3,6,88,4,8
250mN110350E160075,106,51.2,54,52,96.3,103,3,2.8,9,62,35,8.5,58.5,33,71,71,71,388.9,25.7,6.2,1696,48,95,,,89.6,,
250mN110350E160100,72,38.6,44,28,63.6,69,3,4.2,10,54,8,13.9,75,11.1,33.3,33.3,33.3,80,125,6.2,1152,48,64,,,88.9,,
250mN110375E159950,15,40.4,8,7,87.5,,,,,11,,,73.3,,,,,,,6.2,240,,10,0,5,66.7,0,33.3
250mN110375E160050,35,37.8,17,18,105.9,29,6,17.1,8,23,4,22.9,65.7,11.4,52.2,52.2,52.2,50,200,6.2,560,96,28,,,80,,
250mN110375E160075,117,40,56,61,108.9,109,8,6.8,21,73,23,17.9,62.4,19.7,60.3,60.3,60.3,109.5,91.3,6.2,1872,128,93,,,79.5,,
250mN110375E160100,296,59.7,149,147,98.7,287,9,3,10,152,134,3.4,51.4,45.3,94.7,94.7,94.7,1340,7.5,6.2,4736,144,267,,,90.2,,
250mN110375E160225,31,36,16,15,93.8,27,4,12.9,5,22,4,16.1,71,12.9,40.9,40.9,40.9,80,125,6.2,496,64,24,,,77.4,,
250mN110375E160275,29,63.1,14,15,107.1,18,11,37.9,0,16,13,0,55.2,44.8,81.2,81.2,81.2,,0,6.2,464,176,14,3,12,48.3,10.3,41.4
250mN110400E159950,34,36.6,21,13,61.9,30,4,11.8,9,21,4,26.5,61.8,11.8,61.9,61.9,61.9,44.4,225,6.2,544,64,25,3,6,73.5,8.8,17.6
250mN110400E159975,172,53.5,80,92,115,162,10,5.8,10,104,58,5.8,60.5,33.7,65.4,65.4,65.4,580,17.2,6.2,2752,160,149,4,19,86.6,2.3,11
250mN110400E160075,18,48.4,9,9,100,,,,,15,,,83.3,,,,,,,6.2,288,,14,,,77.8,,
250mN110400E160250,11,47.3,,,,,,,,6,,,54.5,,,,,,,6.2,176,,8,0,3,72.7,0,27.3
250mN110400E160275,36,44.5,19,17,89.5,33,3,8.3,5,23,8,13.9,63.9,22.2,56.5,56.5,56.5,160,62.5,6.2,576,48,32,0,4,88.9,0,11.1
250mN110425E159975,23,31.2,10,13,130,23,0,0,,13,,,56.5,,,,,,,6.2,368,0,20,3,0,87,13,0
250mN110425E160025,36,49.3,14,22,157.1,36,0,0,,23,,,63.9,,,,,,,6.2,576,0,35,,,97.2,,
250mN110450E160000,17,39.3,11,6,54.5,17,0,0,,13,,,76.5,,,,,,,6.2,272,0,14,,,82.4,,
250mN110475E159950,17,37.3,11,6,54.5,,,,5,9,3,29.4,52.9,17.6,88.9,88.9,88.9,60,166.7,6.2,272,,13,,,76.5,,
250mN110475E159975,28,36.8,14,14,100,22,6,21.4,5,19,4,17.9,67.9,14.3,47.4,47.4,47.4,80,125,6.2,448,96,16,,,57.1,,
250mN110500E159950,21,45.1,12,9,75,,,,,17,,,81,,,,,,,6.2,336,,18,0,3,85.7,0,14.3
250mN110500E159975,54,38.8,29,25,86.2,48,6,11.1,6,40,8,11.1,74.1,14.8,35,35,35,133.3,75,6.2,864,96,34,3,17,63,5.6,31.5
250mN110500E160000,21,41.8,11,10,90.9,21,0,0,5,11,5,23.8,52.4,23.8,90.9,90.9,90.9,100,100,6.2,336,0,19,,,90.5,,
250mN110525E159925,15,52,9,6,66.7,10,5,33.3,,9,,,60,,,,,,,6.2,240,80,7,,,46.7,,
250mN110525E159950,120,37.1,62,58,93.5,113,7,5.8,26,76,18,21.7,63.3,15,57.9,57.9,57.9,69.2,144.4,6.2,1920,112,100,4,16,83.3,3.3,13.3
250mN110525E159975,42,48.7,25,17,68,42,0,0,,30,,,71.4,,,,,,,6.2,672,0,37,0,5,88.1,0,11.9
250mN110525E160000,47,43.6,21,26,123.8,40,7,14.9,6,33,8,12.8,70.2,17,42.4,42.4,42.4,133.3,75,6.2,752,112,34,,,72.3,,
250mN110550E159875,14,33.5,7,7,100,8,6,42.9,0,14,0,0,100,0,0,0,0,,,6.2,224,96,3,5,6,21.4,35.7,42.9
250mN110550E159950,75,39.8,30,45,150,67,8,10.7,11,52,12,14.7,69.3,16,44.2,44.2,44.2,109.1,91.7,6.2,1200,128,62,,,82.7,,
250mN110650E160475,27,47.5,14,13,92.9,27,0,0,,21,,,77.8,,,,,,,6.2,432,0,27,0,0,100,0,0
250mN110675E160475,28,39.7,16,12,75,28,0,0,,23,,,82.1,,,,,,,6.2,448,0,25,0,3,89.3,0,10.7
250mN110675E160500,10,34.6,4,6,150,10,0,0,,8,,,80,,,,,,,6.2,160,0,10,0,0,100,0,0
250mN110675E160525,48,45.3,23,25,108.7,,,,5,33,10,10.4,68.8,20.8,45.5,45.5,45.5,200,50,6.2,768,,44,0,4,91.7,0,8.3
250mN110700E160475,94,46.3,48,46,95.8,94,0,0,10,60,24,10.6,63.8,25.5,56.7,56.7,56.7,240,41.7,6.2,1504,0,87,4,3,92.6,4.3,3.2
250mN110700E160525,19,45.2,8,11,137.5,,,,3,12,4,15.8,63.2,21.1,58.3,58.3,58.3,133.3,75,6.2,304,,15,0,4,78.9,0,21.1
250mN110725E160475,25,44.5,11,14,127.3,25,0,0,4,15,6,16,60,24,66.7,66.7,66.7,150,66.7,6.2,400,0,23,,,92,,
250mN110725E160500,52,45.5,23,29,126.1,52,0,0,6,32,14,11.5,61.5,26.9,62.5,62.5,62.5,233.3,42.9,6.2,832,0,47,,,90.4,,
250mN110725E160525,14,47.2,9,5,55.6,14,0,0,,11,,,78.6,,,,,,,6.2,224,0,14,0,0,100,0,0
250mN110750E160150,12,66.5,6,6,100,12,0,0,0,8,4,0,66.7,33.3,50,50,50,,0,6.2,192,0,12,0,0,100,0,0
250mN110750E160525,31,46.9,19,12,63.2,31,0,0,4,20,7,12.9,64.5,22.6,55,55,55,175,57.1,6.2,496,0,31,0,0,100,0,0
250mN110775E160525,13,42.2,8,5,62.5,,,,,11,,,84.6,,,,,,,6.2,208,,12,,,92.3,,
250mN110800E160600,33,44.5,18,15,83.3,33,0,0,3,24,6,9.1,72.7,18.2,37.5,37.5,37.5,200,50,6.2,528,0,32,,,97,,
250mN110800E160675,39,48.6,15,24,160,31,8,20.5,,33,,,84.6,,,,,,,6.2,624,128,30,0,9,76.9,0,23.1
250mN110800E160700,37,51,19,18,94.7,,,,3,22,12,8.1,59.5,32.4,68.2,68.2,68.2,400,25,6.2,592,,31,3,3,83.8,8.1,8.1
250mN110825E160675,17,48.9,8,9,112.5,,,,,10,,,58.8,,,,,,,6.2,272,,15,,,88.2,,
250mN110825E160700,39,42.7,18,21,116.7,39,0,0,5,28,6,12.8,71.8,15.4,39.3,39.3,39.3,120,83.3,6.2,624,0,39,0,0,100,0,0
250mN110850E160025,19,47.2,10,9,90,,,,,14,,,73.7,,,,,,,6.2,304,,15,,,78.9,,
250mN110850E160650,10,60.7,7,3,42.9,10,0,0,0,6,4,0,60,40,66.7,66.7,66.7,,0,6.2,160,0,10,0,0,100,0,0
250mN110850E160675,63,53,33,30,90.9,55,8,12.7,4,37,22,6.3,58.7,34.9,70.3,70.3,70.3,550,18.2,6.2,1008,128,52,,,82.5,,
250mN110850E160775,13,46,5,8,160,,,,,8,,,61.5,,,,,,,6.2,208,,10,,,76.9,,
250mN110875E160650,12,45.2,7,5,71.4,12,0,0,,7,,,58.3,,,,,,,6.2,192,0,12,0,0,100,0,0
250mN110875E160675,38,40.7,19,19,100,34,4,10.5,7,23,8,18.4,60.5,21.1,65.2,65.2,65.2,114.3,87.5,6.2,608,64,33,0,5,86.8,0,13.2
250mN110875E160700,18,53.3,8,10,125,14,4,22.2,0,13,5,0,72.2,27.8,38.5,38.5,38.5,,0,6.2,288,64,14,0,4,77.8,0,22.2
250mN110875E160775,73,48.6,38,35,92.1,68,5,6.8,9,43,21,12.3,58.9,28.8,69.8,69.8,69.8,233.3,42.9,6.2,1168,80,63,,,86.3,,
250mN110875E160800,15,37.6,11,4,36.4,15,0,0,,11,,,73.3,,,,,,,6.2,240,0,15,0,0,100,0,0
250mN110875E161075,20,65.6,11,9,81.8,14,6,30,0,7,13,0,35,65,185.7,185.7,185.7,,0,5.5,363.9,109.2,13,0,7,65,0,35
250mN110875E161100,17,54.6,8,9,112.5,13,4,23.5,0,12,5,0,70.6,29.4,41.7,41.7,41.7,,0,1.6,1086.2,255.6,10,0,7,58.8,0,41.2
250mN110900E160700,22,46.8,12,10,83.3,22,0,0,4,13,5,18.2,59.1,22.7,69.2,69.2,69.2,125,80,6.2,352,0,22,0,0,100,0,0
250mN110900E160750,52,41.5,25,27,108,,,,8,35,9,15.4,67.3,17.3,48.6,48.6,48.6,112.5,88.9,6.2,832,,47,,,90.4,,
250mN110900E160775,22,39,9,13,144.4,22,0,0,,19,,,86.4,,,,,,,6.2,352,0,20,,,90.9,,
250mN110925E160750,11,40.9,5,6,120,11,0,0,,8,,,72.7,,,,,,,6.2,176,0,11,0,0,100,0,0
250mN110925E160875,19,56.1,10,9,90,19,0,0,0,12,7,0,63.2,36.8,58.3,58.3,58.3,,0,6.2,304,0,17,,,89.5,,
250mN110925E160900,11,38.3,8,3,37.5,11,0,0,,10,,,90.9,,,,,,,6.2,176,0,,,7,,,63.6
250mN110950E160875,15,53.3,10,5,50,5,10,66.7,0,11,4,0,73.3,26.7,36.4,36.4,36.4,,0,6.2,240,160,3,3,9,20,20,60
250mN110950E160900,11,54.4,6,5,83.3,11,0,0,,9,,,81.8,,,,,,,6.2,176,0,10,,,90.9,,
250mN110950E160925,24,37.9,12,12,100,24,0,0,7,11,6,29.2,45.8,25,118.2,118.2,118.2,85.7,116.7,6.2,384,0,17,0,7,70.8,0,29.2
250mN110975E160925,34,46.6,17,17,100,34,0,0,5,19,10,14.7,55.9,29.4,78.9,78.9,78.9,200,50,6.2,544,0,26,0,8,76.5,0,23.5
250mN110975E160950,56,45.1,28,28,100,,,,10,32,14,17.9,57.1,25,75,75,75,140,71.4,6.2,896,,46,,,82.1,,
250mN110975E160975,23,34.5,11,12,109.1,23,0,0,,15,,,65.2,,,,,,,6.2,368,0,21,,,91.3,,
250mN111000E160925,13,44,7,6,85.7,,,,,10,,,76.9,,,,,,,6.2,208,,10,0,3,76.9,0,23.1
250mN111000E160950,39,60.3,20,19,95,,,,0,25,14,0,64.1,35.9,56,56,56,,0,6.2,624,,37,,,94.9,,
250mN111025E160875,31,48.1,12,19,158.3,27,4,12.9,3,19,9,9.7,61.3,29,63.2,63.2,63.2,300,33.3,6.2,496,64,25,0,6,80.6,0,19.4
250mN111025E160925,21,50.2,10,11,110,16,5,23.8,,15,,,71.4,,,,,,,6.2,336,80,15,0,6,71.4,0,28.6
250mN111050E160875,14,59.9,5,9,180,,,,0,6,8,0,42.9,57.1,133.3,133.3,133.3,,0,6.2,224,,12,,,85.7,,
250mN111050E160900,27,50.4,16,11,68.8,19,8,29.6,,18,,,66.7,,,,,,,6.2,432,128,17,,,63,,
250mN111050E161000,21,44.7,10,11,110,,,,3,12,6,14.3,57.1,28.6,75,75,75,200,50,6.2,336,,16,0,5,76.2,0,23.8
250mN111050E161025,14,46.5,5,9,180,,,,,9,,,64.3,,,,,,,6.2,224,,7,,,50,,
250mN111075E160875,17,54.3,9,8,88.9,,,,0,10,7,0,58.8,41.2,70,70,70,,0,6.2,272,,13,,,76.5,,
250mN111075E161000,22,45,10,12,120,15,7,31.8,,16,,,72.7,,,,,,,6.2,352,112,13,,,59.1,,
250mN111075E161025,11,58.8,7,4,57.1,,,,0,7,4,0,63.6,36.4,57.1,57.1,57.1,,0,6.2,176,,10,,,90.9,,
250mN111075E161050,12,37.2,5,7,140,,,,,7,,,58.3,,,,,,,6.2,192,,7,,,58.3,,
250mN111100E160925,44,51.5,22,22,100,34,10,22.7,,29,,,65.9,,,,,,,6.2,704,160,28,,,63.6,,
250mN111100E160950,35,39.6,21,14,66.7,28,7,20,8,20,7,22.9,57.1,20,75,75,75,87.5,114.3,6.2,560,112,22,,,62.9,,
250mN111100E161000,26,46.6,13,13,100,18,8,30.8,4,16,6,15.4,61.5,23.1,62.5,62.5,62.5,150,66.7,6.2,416,128,16,,,61.5,,
