date,GEOCODE_MUNICIPIOS_DESPUES_2007,Población,Población. Edad media,Población. Edad media Densidad,Población Hombres,Población Mujeres,Población. Índice de feminidad,Población de nacionalidad española,Población de nacionalidad extranjera,Población de nacionalidad extranjera (%),Población de 0 a 14 años de edad,Población de 15 a 64 años de edad,Población de 65 o más años de edad,Población de 65 a 74 años de edad,Población de 75 a 84 años de edad,Población de 85 o más años de edad,Población de 0 a 14 años de edad (%),Población de 15 a 64 años de edad (%),Población de 65 o más años de edad (%),Población. Índice de dependencia,Población. Índice de dependencia mayores de 64 años,Población. Índice de dependencia menores de 15 años,Índice de Vejez,Índice de Juventud,Índice de Sobreenvejecimiento,Índice de Ancianidad,superficie,Densidad de Población,Densidad de Población Extranjera,Población de 0 a 2 años,Población de 3 a 5 años,Población de 6 a 11 años,Población de 12 a 15 años,Población de 16 a 17 años,Población de 0 a 17 años,Población. Nacidos en Canarias,Población. Nacidos en el resto de España,Población. Nacidos en el extranjero,Población. Nacidos en Canarias (%),Población. Nacidos en el resto de España (%),Población. Nacidos en el extranjero (%)
2017-01-01,38012,2743,47.35818447,47.36196199,1433,1310,91.416608514,2651,92,3.3539919796,282,1813,648,304,249,95,10.280714546,66.095515859,23.623769595,51.296194153,35.741864313,15.55432984,229.78723404,43.518518519,14.660493827,38.425925926,4524.910000,60.619990232,2.0331896104,44,47,123,91,43,348,2390,99,254,87.1308786,3.6091870215,9.2599343784
2017-01-01,38013,3983,44.84546824,44.859955976,2011,1972,98.060666335,3523,460,11.549083605,487,2601,895,451,298,146,12.2269646,65.302535777,22.470499623,53.133410227,34.409842368,18.723567859,183.77823409,54.413407821,16.312849162,33.296089385,8150.900000,48.865769424,5.6435485652,80,81,208,158,77,604,2675,216,1092,67.160431835,5.4230479538,27.416520211
2017-01-01,38014,1695,46.314159292,46.310437551,867,828,95.501730104,1564,131,7.7286135693,194,1095,406,187,145,74,11.445427729,64.601769912,23.95280236,54.794520548,37.077625571,17.716894977,209.27835052,47.783251232,18.226600985,35.714285714,5590.020000,30.321895092,2.3434620985,36,31,77,60,24,228,1377,64,254,81.238938053,3.7758112094,14.985250737
2017-01-01,38015,4827,46.971721566,46.97701144,2419,2408,99.545266639,4643,184,3.811891444,512,3166,1149,567,390,192,10.607002279,65.589392998,23.803604723,52.463676563,36.291850916,16.171825648,224.4140625,44.56048738,16.710182768,33.942558747,2743.200000,175.9623797,6.7074948965,85,109,207,156,81,638,4222,126,479,87.466335198,2.6103169671,9.9233478351
2017-01-01,38016,1584,51.150883838,51.159199801,832,752,90.384615385,1298,286,18.055555556,128,963,493,229,152,112,8.0808080808,60.795454545,31.123737374,64.485981308,51.194184839,13.291796469,385.15625,25.963488844,22.718052738,30.831643002,10258.400000,15.441004445,2.7879591359,23,28,48,36,13,148,1121,88,375,70.77020202,5.5555555556,23.674242424
2017-01-01,38017,46816,38.149991456,38.148708293,23429,23387,99.820734987,36700,10116,21.607997266,7737,34380,4699,2871,1373,455,16.52640123,73.436431989,10.037166781,36.172193136,13.667830134,22.504363002,60.734134678,164.65205363,9.6829112577,29.218982762,16250.400000,288.09137006,62.250775366,1231,1450,3405,2210,1013,9309,25712,5492,15612,54.921394395,11.731032126,33.347573479
2017-01-01,38018,5426,43.863251014,43.862995948,2654,2772,104.44611907,5265,161,2.9671949871,736,3596,1094,570,376,148,13.564319941,66.273497973,20.162182086,50.889877642,30.42269188,20.467185762,148.64130435,67.276051188,13.52833638,34.36928702,2380.470000,227.93818028,6.7633702588,127,135,319,205,90,876,4883,93,450,89.992628087,1.7139697752,8.2934021379
2017-01-01,38019,20537,40.688294298,40.688464622,10245,10292,100.45876037,16380,4157,20.241515314,2956,14522,3059,1785,992,282,14.393533622,70.711398939,14.895067439,41.419914612,21.064591654,20.355322958,103.48443843,96.632886564,9.2186989212,32.428898333,14410.200000,142.51710594,28.847621823,546,554,1239,837,468,3644,13887,1131,5519,67.61941861,5.5071334664,26.873447923
2017-01-01,38020,19273,42.433845276,42.43157147,9537,9736,102.08661005,18495,778,4.0367353292,2726,13268,3279,1680,1153,446,14.14413947,68.842422041,17.013438489,45.259270425,24.713596623,20.545673802,120.28613353,83.135102165,13.601707838,35.1631595,10288.800000,187.32019283,7.5616204028,477,534,1137,769,379,3296,16299,1006,1968,84.569086287,5.2197374565,10.211176257
2017-01-01,38021,1808,48.975663717,48.980155125,931,877,94.199785177,1699,109,6.0287610619,147,1195,466,215,158,93,8.1305309735,66.095132743,25.774336283,51.29707113,38.9958159,12.30125523,317.00680272,31.545064378,19.957081545,33.905579399,3915.870000,46.171093525,2.7835449083,30,22,59,46,40,197,1562,68,178,86.39380531,3.7610619469,9.8451327434
2017-01-01,38022,22558,44.235127228,44.235544738,11115,11443,102.95096716,21409,1149,5.0935366611,2722,15337,4499,2427,1489,583,12.066672577,67.989183438,19.944143984,47.082219469,29.334289626,17.747929843,165.28288024,60.502333852,12.958435208,33.09624361,9585.800000,235.3272549,11.986480002,459,444,1175,863,444,3385,19389,474,2695,85.951768774,2.1012501108,11.946981115
2017-01-01,38023,153655,42.000237545,41.999844884,74542,79113,106.13211344,146016,7639,4.9715271224,19958,109859,23838,12979,7966,2893,12.988838632,71.497185253,15.513976115,39.865645964,21.698722908,18.166923056,119.44082573,83.723466734,12.136085242,33.417232989,10245.200000,1499.7755046,74.561745988,3427,3612,8475,5967,3224,24705,125623,9154,18878,81.756532492,5.9575021965,12.285965312
2017-01-01,38024,20107,42.985701497,42.984274242,9723,10384,106.79831328,18193,1914,9.5190729597,2726,13729,3652,1848,1251,553,13.557467549,68.279703586,18.162828866,46.456406148,26.600626411,19.855779736,133.96918562,74.644030668,15.142387733,34.255202629,3560.430000,564.73515839,53.757551756,451,458,1189,833,414,3345,15273,895,3939,75.958621376,4.4511861541,19.59019247
2017-01-01,38025,8854,40.9384459,40.941718009,4449,4405,99.011013711,8459,395,4.4612604473,1348,6230,1276,678,471,127,15.224757172,70.363677434,14.411565394,42.118780096,20.481540931,21.637239165,94.658753709,105.64263323,9.9529780564,36.912225705,1405.070000,630.14654074,28.112478382,269,257,572,333,168,1599,7860,290,704,88.773435735,3.2753557714,7.9512084933
2017-01-01,38026,41500,41.707662651,41.706207367,20356,21144,103.87109452,40167,1333,3.2120481928,5968,28801,6731,3783,2215,733,14.380722892,69.4,16.219277108,44.09221902,23.370716295,20.721502726,112.78485255,88.66438865,10.889912346,32.907443173,20688.700000,200.59259402,6.4431307912,989,1085,2578,1800,993,7445,36588,1564,3348,88.163855422,3.7686746988,8.0674698795
2017-01-01,38027,7464,44.221998928,44.22092189,3728,3736,100.21459227,6552,912,12.218649518,948,5026,1490,775,498,217,12.70096463,67.336548767,19.962486602,48.50775965,29.645841624,18.861918026,157.17299578,63.624161074,14.563758389,33.422818792,13594.000000,54.906576431,6.7088421362,150,169,395,329,135,1178,5860,222,1382,78.510182208,2.9742765273,18.515541265
2017-01-01,38028,30036,46.253562392,46.258235406,14670,15366,104.74437628,25468,4568,15.208416567,3247,19757,7032,3914,2374,744,10.8103609,65.777733387,23.411905713,52.027129625,35.592448246,16.434681379,216.56914075,46.174630262,10.580204778,33.759954494,882.590000,3403.1656828,517.5676135,573,613,1376,929,440,3931,20008,3281,6747,66.613397257,10.923558397,22.463044347
2017-01-01,38029,2009,45.241662519,45.245479531,1018,991,97.347740668,1565,444,22.100547536,229,1349,431,223,138,70,11.398705824,67.147834744,21.453459433,48.925129726,31.949592291,16.975537435,188.20960699,53.13225058,16.241299304,32.018561485,3080.580000,65.214991982,14.412870304,43,45,89,65,38,280,1322,89,598,65.803882529,4.4300647088,29.766052763
2017-01-01,38030,2429,46.59016056,46.577118995,1209,1220,100.90984285,2258,171,7.0399341293,289,1547,593,295,206,92,11.897900371,63.688760807,24.413338823,57.013574661,38.332255979,18.681318681,205.19031142,48.735244519,15.514333895,34.738617201,3505.040000,69.300207701,4.8786889736,43,41,138,89,46,357,1956,64,409,80.52696583,2.6348291478,16.838205023
2017-01-01,38031,36218,41.980065161,41.981463757,17835,18383,103.07261004,34751,1467,4.0504721409,5163,25203,5852,3215,1961,676,14.255342647,69.586945718,16.157711635,43.70511447,23.219458001,20.485656469,113.34495448,88.226247437,11.551606288,33.509911141,5646.810000,641.38867786,25.979269712,739,923,2284,1605,802,6353,31517,1183,3518,87.020266166,3.2663316583,9.7134021757
2017-01-01,38032,17312,40.925311922,40.926189048,8764,8548,97.535371976,16355,957,5.5279574861,2617,12527,2168,1280,683,205,15.11668207,72.360212569,12.52310536,38.197493414,17.306617706,20.890875708,82.842949943,120.7103321,9.4557195572,31.503690037,3931.150000,440.38004146,24.34402147,433,432,1165,791,354,3175,13086,2058,2168,75.589186691,11.887707948,12.52310536
2017-01-01,38033,4135,49.380290206,49.386827693,2069,2066,99.855002417,4020,115,2.7811366385,360,2597,1178,555,414,209,8.7061668682,62.805320435,28.488512696,59.222179438,45.360030805,13.862148633,327.22222222,30.560271647,17.741935484,35.144312394,4287.290000,96.447872665,2.6823471237,57,78,159,104,66,464,3613,126,396,87.376058041,3.0471584039,9.576783555
2017-01-01,38034,4828,43.577257664,43.577897469,2400,2428,101.16666667,4728,100,2.0712510356,625,3261,942,515,299,128,12.945318973,67.543496272,19.511184756,48.052744557,28.886844526,19.165900031,150.72,66.348195329,13.588110403,31.740976645,2060.520000,234.30978588,4.8531438666,111,120,267,172,101,771,4389,87,352,90.907207954,1.801988401,7.2908036454
2017-01-01,38035,18887,37.972706094,37.971830665,9510,9377,98.601472135,12717,6170,32.66797268,3388,13513,1986,1291,536,159,17.938264415,71.546566421,10.515169164,39.769111226,14.696958484,25.072152742,58.618654073,170.59415911,8.0060422961,26.988922457,4203.660000,449.29894425,146.77685636,598,645,1424,909,399,3975,9758,1669,7460,51.665166517,8.8367660295,39.498067454
2017-01-01,38036,8760,42.675799087,42.681318544,4393,4367,99.408149328,7959,801,9.1438356164,1166,6100,1494,798,500,196,13.310502283,69.634703196,17.054794521,43.606557377,24.491803279,19.114754098,128.13036021,78.045515395,13.11914324,33.467202142,11313.400000,77.430303887,7.0800997048,198,195,491,368,192,1444,6856,537,1367,78.264840183,6.1301369863,15.605022831
2017-01-01,38037,15581,45.162409345,45.160760524,7560,8021,106.0978836,14917,664,4.2616006675,1736,10575,3270,1676,1082,512,11.141775239,67.871125088,20.987099673,47.338061466,30.921985816,16.41607565,188.3640553,53.088685015,15.657492355,33.088685015,4341.210000,358.90915206,15.29527482,264,305,756,554,319,2198,12490,1012,2079,80.161735447,6.4950901739,13.343174379
2017-01-01,38038,203692,43.493391984,43.492632466,97298,106394,109.34859915,193621,10071,4.944229523,26518,139684,37490,19644,12649,5197,13.018675255,68.576085462,18.405239283,45.823430028,26.839151227,18.984278801,141.37566936,70.733528941,13.862363297,33.73966391,15044.000000,1353.9750066,66.943632013,4321,4791,11620,7719,3912,32363,155625,20083,27984,76.402116922,9.8594937455,13.738389333
2017-01-01,38039,14189,41.02921277,41.02636602,7080,7109,100.40960452,13115,1074,7.5692437804,2113,10130,1946,1093,640,213,14.891817605,71.393332863,13.714849531,40.069101678,19.210266535,20.858835143,92.096545196,108.58170606,10.945529291,32.887975334,2237.310000,634.19910518,48.004076324,343,388,928,629,303,2591,11234,766,2189,79.174008034,5.3985481711,15.427443794
2017-01-01,38040,10576,44.214636914,44.217301374,5299,5277,99.584827326,6351,4225,39.948940998,1327,7047,2202,1303,724,175,12.547276853,66.631996974,20.820726172,50.078047396,31.247339293,18.830708103,165.93820648,60.263396912,7.9473206176,32.879200727,5198.760000,203.43312636,81.269379621,203,235,593,395,210,1636,5214,530,4832,49.300302572,5.0113464448,45.688350983
2017-01-01,38041,8873,42.210469965,42.213129172,4381,4492,102.53366811,8321,552,6.2211202525,1215,6305,1353,741,449,163,13.693226643,71.058266652,15.248506706,40.729579699,21.459159397,19.270420301,111.35802469,89.800443459,12.047302291,33.185513673,1820.110000,487.49800836,30.327837329,208,215,508,393,208,1532,7507,452,914,84.604981404,5.094105714,10.300912882
2017-01-01,38042,4848,46.829620462,46.837994118,2407,2441,101.41254674,4423,425,8.7665016502,547,3063,1238,582,475,181,11.2830033,63.180693069,25.53630363,58.276199804,40.417890957,17.858308848,226.32541133,44.184168013,14.620355412,38.368336026,2449.680000,197.90339963,17.349204794,89,111,229,159,79,667,4126,92,630,85.107260726,1.897689769,12.995049505
2017-01-01,38043,23812,41.787040148,41.788918741,11856,11956,100.84345479,23003,809,3.3974466655,3531,16628,3653,2003,1255,395,14.82865782,69.830337645,15.341004536,43.204233822,21.968968006,21.235265817,103.45511187,96.660279223,10.813030386,34.355324391,2999.640000,793.82859276,26.969903055,553,664,1550,1028,449,4244,21164,948,1700,88.879556526,3.9811859567,7.1392575172
2017-01-01,38044,2650,44.098490566,44.101519507,1280,1370,107.03125,2547,103,3.8867924528,354,1745,551,280,206,65,13.358490566,65.849056604,20.79245283,51.862464183,31.575931232,20.286532951,155.64971751,64.246823956,11.796733212,37.386569873,2606.480000,101.66968479,3.9516896351,59,64,147,111,46,427,2288,43,319,86.339622642,1.6226415094,12.037735849
2017-01-01,38045,4620,45.575108225,45.579905242,2357,2263,96.011879508,4154,466,10.086580087,504,3097,1019,497,366,156,10.909090909,67.034632035,22.056277056,49.176622538,32.90280917,16.273813368,202.18253968,49.460255152,15.309126595,35.917566241,1156.380000,399.52264826,40.298171881,76,81,214,191,91,653,3791,185,644,82.056277056,4.0043290043,13.939393939
2017-01-01,38046,11108,42.291861721,42.291309,5492,5616,102.25782957,10890,218,1.9625495139,1522,7823,1763,974,593,196,13.701836514,70.426719481,15.871444004,41.991563339,22.536111466,19.455451873,115.83442838,86.330119115,11.1174135,33.635847986,2644.480000,420.04477251,8.2435866409,229,290,660,449,260,1888,9902,464,742,89.142960029,4.1771696075,6.6798703637
2017-01-01,38047,2590,47.261389961,47.254296127,1306,1284,98.315467075,2035,555,21.428571429,246,1714,630,323,221,86,9.4980694981,66.177606178,24.324324324,51.108518086,36.756126021,14.352392065,256.09756098,39.047619048,13.650793651,35.079365079,5354.890000,48.367006605,10.364358558,52,35,102,88,52,329,1818,105,667,70.193050193,4.0540540541,25.752895753
2017-01-01,38048,4920,45.38495935,45.374028814,2483,2437,98.147402336,4606,314,6.3821138211,569,3315,1036,494,365,177,11.56504065,67.37804878,21.056910569,48.416289593,31.25188537,17.164404223,182.07381371,54.922779923,17.084942085,35.231660232,10368.500000,47.451415345,3.028403337,111,106,237,163,78,695,3713,336,871,75.467479675,6.8292682927,17.703252033
2017-01-01,38049,4371,46.456760467,46.46621039,2199,2172,98.772169168,3077,1294,29.604209563,456,3010,905,451,325,129,10.432395333,68.862960421,20.704644246,45.215946844,30.066445183,15.149501661,198.46491228,50.386740331,14.254143646,35.91160221,3220.820000,135.71078173,40.176104222,53,72,215,152,68,560,2647,143,1581,60.558224663,3.2715625715,36.170212766
2017-01-01,38050,2988,51.671017403,51.682536672,1539,1449,94.152046784,2645,343,11.479250335,216,1806,966,440,344,182,7.2289156627,60.441767068,32.329317269,65.448504983,53.488372093,11.96013289,447.22222222,22.360248447,18.84057971,35.610766046,10854.200000,27.528514308,3.1600670708,39,26,99,69,47,280,2465,69,454,82.49665328,2.3092369478,15.194109772
2017-01-01,38051,8969,42.047441186,42.051976582,4522,4447,98.34144184,8721,248,2.765079719,1265,6244,1460,781,498,181,14.10413647,69.617571636,16.278291894,43.64189622,23.382447149,20.259449071,115.41501976,86.643835616,12.397260274,34.109589041,1808.630000,495.90021176,13.712036182,218,237,541,344,161,1501,8147,180,642,90.835098673,2.0069126993,7.1579886275
2017-01-01,38052,1615,45.929102167,45.931330803,841,774,92.033293698,1463,152,9.4117647059,167,1092,356,180,121,55,10.340557276,67.616099071,22.043343653,47.893772894,32.600732601,15.293040293,213.17365269,46.91011236,15.449438202,33.988764045,5627.110000,28.700345293,2.7012089687,24,23,73,65,35,220,1326,61,228,82.105263158,3.7770897833,14.117647059
2017-01-01,38053,4782,44.741948975,44.740989983,2412,2370,98.258706468,4380,402,8.4065244668,577,3215,990,472,338,180,12.066081138,67.231283982,20.702634881,48.740279938,30.793157076,17.947122862,171.57712305,58.282828283,18.181818182,34.141414141,7067.200000,67.664704551,5.6882499434,99,108,241,182,99,729,3841,160,781,80.322040987,3.3458803848,16.332078628
2017-01-01,38901,1776,48.099099099,48.090145587,932,844,90.557939914,1618,158,8.8963963964,185,1141,450,191,174,85,10.416666667,64.245495495,25.337837838,55.652936021,39.439088519,16.213847502,243.24324324,41.111111111,18.888888889,38.666666667,8273.680000,21.465659779,1.909670183,29,36,81,50,42,238,1253,94,429,70.551801802,5.2927927928,24.155405405
2016-01-01,35001,5558,44.483807125,44.478887934,2766,2792,100.93998554,5332,226,4.0662108672,640,3846,1072,539,382,151,11.514933429,69.197553077,19.287513494,44.513780551,27.873114925,16.640665627,167.5,59.701492537,14.085820896,35.634328358,4451.160000,124.86632698,5.0773281572,107,101,271,213,85,777,5042,238,278,90.716084923,4.282115869,5.0017992083
2016-01-01,35002,30742,38.689024787,38.687329149,15574,15168,97.393091049,28927,1815,5.9039750179,5078,22392,3272,1862,1072,338,16.518118535,72.838462039,10.643419426,37.290103608,14.612361558,22.677742051,64.434816857,155.19559902,10.33007335,32.762836186,7889.720000,389.64627389,23.004618668,806,953,2204,1480,661,6104,26105,1603,3034,84.916401015,5.2143647128,9.8692342723
2016-01-01,35003,10834,40.549658483,40.555675045,5795,5039,86.954270923,6411,4423,40.825179989,1482,8026,1326,931,310,85,13.679158206,74.081594979,12.239246816,34.986294543,16.521305756,18.464988786,89.473684211,111.76470588,6.4102564103,23.378582202,25024.800000,43.293053291,17.674466929,256,303,630,383,193,1765,4604,1598,4632,42.495846409,14.749861547,42.754292044
2016-01-01,35004,58537,37.830799324,37.830851105,29291,29246,99.846369192,48808,9729,16.620257273,9774,42899,5864,3554,1713,597,16.697131729,73.285272563,10.017595709,36.453064174,13.669316301,22.783747873,59.99590751,166.67803547,10.180763984,29.212141883,2427.540000,2411.3711823,400.77609432,1725,1860,4219,2643,1288,11735,34903,8077,15557,59.625535986,13.798110597,26.576353417
2016-01-01,35005,1136,49.986795775,49.992528752,620,516,83.225806452,1132,4,0.3521126761,61,798,277,125,102,50,5.3697183099,70.246478873,24.383802817,42.355889724,34.711779449,7.6441102757,454.09836066,22.02166065,18.050541516,36.823104693,6641.900000,17.10353965,0.0602237312,10,9,23,28,15,85,1107,9,20,97.447183099,0.7922535211,1.7605633803
2016-01-01,35006,37299,41.364929355,41.362800151,18556,18743,101.00776029,36679,620,1.6622429556,5346,26425,5528,2954,1924,650,14.332823936,70.846403389,14.820772675,41.150425733,20.919583728,20.230842006,103.40441452,96.707670043,11.758321274,34.80463097,3283.870000,1135.8244998,18.880162735,799,985,2366,1578,754,6482,34453,1462,1384,92.369768627,3.9196761307,3.7105552428
2016-01-01,35007,714,45.053221289,45.057742193,369,345,93.495934959,601,113,15.826330532,82,480,152,86,42,24,11.484593838,67.226890756,21.288515406,48.75,31.666666667,17.083333333,185.36585366,53.947368421,15.789473684,27.631578947,10370.900000,6.8846483912,1.0895872104,14,15,33,27,11,100,580,18,116,81.232492997,2.5210084034,16.246498599
2016-01-01,35008,7465,42.399799062,42.40221412,3761,3704,98.484445626,7340,125,1.6744809109,1011,5227,1227,662,450,115,13.543201608,70.020093771,16.436704622,42.816146929,23.474268223,19.341878707,121.36498516,82.39608802,9.3724531377,36.674816626,1602.780000,465.75325372,7.7989493255,99,173,484,338,168,1262,7014,212,239,93.958472873,2.8399196249,3.2016075017
2016-01-01,35009,24296,42.064825486,42.063516425,12193,12103,99.261871566,23904,392,1.6134343102,3376,16892,4028,2068,1467,493,13.895291406,69.525847876,16.578860718,43.831399479,23.845607388,19.985792091,119.31279621,83.813306852,12.239324727,36.420059583,6254.510000,388.45569037,6.2674773883,504,609,1430,1117,529,4189,23168,461,667,95.357260454,1.897431676,2.7453078696
2016-01-01,35010,4767,45.402664149,45.406149137,2453,2314,94.333469221,4143,624,13.089993707,552,3223,992,499,362,131,11.579609817,67.610656597,20.809733585,47.90567794,30.778777536,17.126900403,179.71014493,55.64516129,13.205645161,36.491935484,14565.300000,32.728471092,4.2841548063,88,86,235,182,96,687,3629,426,712,76.127543528,8.9364380113,14.93601846
2016-01-01,35011,30340,39.443506922,39.444070193,15313,15027,98.132305884,29312,1028,3.3882663151,4691,22086,3563,2037,1166,360,15.461437047,72.794990112,11.743572841,37.372090917,16.13239156,21.239699357,75.953954381,131.65871457,10.103845074,32.725231546,3908.810000,776.19531264,26.299564318,802,888,2027,1330,579,5626,27241,1160,1939,89.785761371,3.8233355307,6.3909030982
2016-01-01,35012,21049,41.725283861,41.727781554,10914,10135,92.862378596,12912,8137,38.657418405,2990,14648,3411,2133,1047,231,14.204950354,69.590004276,16.20504537,43.698798471,23.286455489,20.412342982,114.08026756,87.657578423,6.7722075638,30.694810906,17142.000000,122.79197293,47.468206744,471,598,1298,844,426,3637,10958,1287,8804,52.05948026,6.1143047176,41.826215022
2016-01-01,35013,7821,44.516110472,44.515369167,3969,3852,97.052154195,7737,84,1.0740314538,955,5293,1573,785,579,209,12.210714742,67.676767677,20.112517581,47.76119403,29.718496127,18.042697903,164.71204188,60.712015257,13.286713287,36.8086459,3220.460000,242.8535054,2.6083230346,144,176,413,288,149,1170,7438,162,221,95.102928014,2.0713463751,2.8257256105
2016-01-01,35014,24508,38.347519177,38.349786355,12895,11613,90.058162078,14178,10330,42.149502203,3712,18517,2279,1601,532,146,15.146074751,75.554920842,9.2990044067,32.354053032,12.307609224,20.046443808,61.395474138,162.87845546,6.4063185608,23.343571742,35533.400000,68.971728008,29.071240016,627,762,1591,961,447,4388,8879,4388,11241,36.228986453,17.904357761,45.866655786
2016-01-01,35015,19394,36.641332371,36.646118669,10093,9301,92.152977311,12637,6757,34.840672373,3184,14774,1436,937,424,75,16.417448695,76.178199443,7.4043518614,31.271152024,9.7197779884,21.551374035,45.100502513,221.7270195,5.2228412256,29.526462396,38493.800000,50.382139461,17.553476144,589,685,1359,731,350,3714,7781,3844,7769,40.120655873,19.820563061,40.058781066
2016-01-01,35016,378998,42.742687297,42.740469277,183816,195182,106.18335727,354499,24499,6.4641502066,49257,264740,65001,35141,21871,7989,12.996638505,69.852611359,17.150750136,43.158570673,24.552768754,18.605801919,131.96296973,75.778834172,12.290580145,33.647174659,10331.600000,3668.3379147,237.12687289,7069,9185,21468,15507,7518,60747,299966,35187,43845,79.14711951,9.2842178587,11.568662631
2016-01-01,35017,38126,36.83659445,36.832647452,19399,18727,96.535903913,32554,5572,14.614698631,6763,28225,3138,1930,831,377,17.73855112,74.030845093,8.2306037874,35.078830824,11.117803366,23.961027458,46.399526837,215.51943913,12.01402167,26.481835564,29077.100000,131.1203662,19.162846364,1139,1281,3016,1754,842,8032,22556,7132,8438,59.161726906,18.706394586,22.131878508
2016-01-01,35018,18151,38.168117459,38.165375102,9159,8992,98.17665684,15689,2462,13.563990965,3078,13310,1763,1076,518,169,16.957743375,73.329293152,9.7129634731,36.371149512,13.24567994,23.125469572,57.277452891,174.58876914,9.5859330686,29.381735678,4076.110000,445.30201589,60.400725201,528,545,1294,929,403,3699,11095,3723,3333,61.126108754,20.511266597,18.362624649
2016-01-01,35019,53829,41.538678036,41.53957123,27991,25838,92.308241935,38879,14950,27.773133441,6730,39876,7223,4656,2034,533,12.502554385,74.079028033,13.418417582,34.990972013,18.113652322,16.877319691,107.32540862,93.174581199,7.3792053164,28.160044303,33241.900000,161.93117722,44.973361932,1092,1234,2892,2066,909,8193,30944,5234,17651,57.485741886,9.7233833064,32.790874807
2016-01-01,35020,7741,43.372238729,43.369052188,3946,3795,96.173340091,7050,691,8.9264952848,892,5473,1376,616,557,203,11.523059036,70.70145976,17.775481204,41.439795359,25.141604239,16.29819112,154.26008969,64.825581395,14.752906977,40.479651163,12370.800000,62.574772852,5.5857341482,127,128,387,347,147,1136,6888,122,731,88.980751841,1.5760237695,9.4432243896
2016-01-01,35021,18437,43.081819168,43.080862639,9166,9271,101.14553786,17731,706,3.8292563866,2334,13087,3016,1654,999,363,12.659326355,70.982263926,16.35840972,40.880262856,23.045770612,17.834492244,129.22022279,77.387267905,12.035809019,33.123342175,2383.190000,773.6269454,29.624159215,286,407,1083,769,412,2957,15949,1309,1179,86.505396757,7.0998535554,6.3947496881
2016-01-01,35022,69178,37.701552517,37.699009562,34553,34625,100.20837554,60985,8193,11.843360606,11720,51013,6445,3773,2030,642,16.941802307,73.74165197,9.3165457226,35.608570364,12.634034462,22.974535903,54.991467577,181.84639255,9.9612102405,31.497284717,6252.830000,1106.3470461,131.02867022,1829,2179,5101,3422,1669,14200,50548,4183,14447,73.069472954,6.0467200555,20.883806991
2016-01-01,35023,13970,43.419613457,43.418726841,6940,7030,101.29682997,13766,204,1.4602720115,1765,9686,2519,1209,970,340,12.634216178,69.334287759,18.031496063,44.228783812,26.006607475,18.222176337,142.71954674,70.067487098,13.497419611,38.507344184,4261.820000,327.79422876,4.7866873777,251,313,770,576,284,2194,13292,284,394,95.146743021,2.0329277022,2.820329277
2016-01-01,35024,21724,39.575400479,39.572980599,11031,10693,96.935907896,17288,4436,20.419812189,3546,15628,2550,1536,787,227,16.322960781,71.938869453,11.738169766,39.006910673,16.316867162,22.690043512,71.912013536,139.05882353,8.9019607843,30.862745098,22400.600000,96.979545191,19.80304099,598,674,1536,978,407,4193,13121,3577,5026,60.398637452,16.465660099,23.135702449
2016-01-01,35025,1967,50.931621759,50.933225044,1060,907,85.566037736,1927,40,2.033553635,115,1296,556,292,204,60,5.8464667006,65.887137773,28.266395526,51.774691358,42.901234568,8.8734567901,483.47826087,20.683453237,10.791366906,36.690647482,10386.300000,18.938409251,0.3851227097,23,18,45,36,25,147,1859,40,68,94.509405186,2.033553635,3.4570411795
2016-01-01,35026,102164,40.123879253,40.120937224,50467,51697,102.43723621,99183,2981,2.9178575624,15426,73616,13122,7489,4330,1303,15.099252183,72.05669316,12.844054657,38.779613128,17.824929363,20.954683764,85.064177363,117.55829904,9.9298887365,32.998018595,10033.100000,1018.2695279,29.711654424,2336,2756,6745,4729,2302,18868,91124,5294,5746,89.19384519,5.1818644532,5.6242903567
2016-01-01,35027,12489,43.167387301,43.161719151,6419,6070,94.563016046,12312,177,1.4172471775,1643,8680,2166,1073,815,278,13.155576908,69.501161022,17.343262071,43.882488479,24.953917051,18.928571429,131.83201461,75.854108957,12.834718375,37.626962142,2580.730000,483.93284071,6.858524526,224,260,752,542,250,2028,11770,299,420,94.242933782,2.394106814,3.3629594043
2016-01-01,35028,20037,40.796202026,40.799882299,10267,9770,95.159248076,12078,7959,39.721515197,2796,14555,2686,1769,711,206,13.954184758,72.640614863,13.405200379,37.664032978,18.454139471,19.209893507,96.065808298,104.09530901,7.6693968727,26.470588235,6432.050000,311.51810076,123.73970973,519,591,1172,696,360,3338,8786,2679,8572,43.848879573,13.37026501,42.780855417
2016-01-01,35029,5924,39.015023633,39.016295851,3070,2854,92.964169381,5229,695,11.73193788,1005,4208,711,398,226,87,16.964888589,71.033085753,12.002025658,40.779467681,16.896387833,23.883079848,70.746268657,141.35021097,12.23628692,31.786216596,13577.900000,43.629721827,5.1186118619,175,172,435,281,120,1183,4625,488,811,78.072248481,8.2376772451,13.690074274
2016-01-01,35030,13945,37.880781642,37.878790565,7172,6773,94.436698271,11780,2165,15.525277877,2398,10114,1433,816,452,165,17.196127644,72.527787738,10.276084618,37.878188649,14.168479336,23.709709314,59.758131776,167.34124215,11.514305652,31.542219121,27629.800000,50.47086841,7.8357425678,389,444,1074,657,348,2912,9186,1849,2910,65.873072786,13.2592327,20.867694514
