date,GEOCODE_MUNICIPIOS_ANTES_2007,Población,Población. Edad media,Población. Edad media Densidad,Población Hombres,Población Mujeres,Población. Índice de feminidad,Población de nacionalidad española,Población de nacionalidad extranjera,Población de nacionalidad extranjera (%),Población de 0 a 14 años de edad,Población de 15 a 64 años de edad,Población de 65 o más años de edad,Población de 65 a 74 años de edad,Población de 75 a 84 años de edad,Población de 85 o más años de edad,Población de 0 a 14 años de edad (%),Población de 15 a 64 años de edad (%),Población de 65 o más años de edad (%),Población. Índice de dependencia,Población. Índice de dependencia mayores de 64 años,Población. Índice de dependencia menores de 15 años,Índice de Vejez,Índice de Juventud,Índice de Sobreenvejecimiento,Índice de Ancianidad,superficie,Densidad de Población,Densidad de Población Extranjera,Población de 0 a 2 años,Población de 3 a 5 años,Población de 6 a 11 años,Población de 12 a 15 años,Población de 16 a 17 años,Población de 0 a 17 años,Población. Nacidos en Canarias,Población. Nacidos en el resto de España,Población. Nacidos en el extranjero,Población. Nacidos en Canarias (%),Población. Nacidos en el resto de España (%),Población. Nacidos en el extranjero (%)
2006-01-01,38002,1166,47.738421955,47.750148809,576,590,102.43055556,1120,46,3.9451114923,118,711,337,186,117,34,10.120068611,60.977701544,28.902229846,63.994374121,47.398030942,16.596343179,285.59322034,35.014836795,10.089020772,34.71810089,2500.410000,46.632352294,1.8396982895,26,25,40,42,13,146,1067,22,77,91.509433962,1.8867924528,6.6037735849
2006-01-01,38003,2054,40.272151899,40.264257251,1108,946,85.379061372,1793,261,12.70691334,270,1458,326,194,96,36,13.145082765,70.983446933,15.871470302,40.877914952,22.359396433,18.518518519,120.74074074,82.82208589,11.042944785,29.447852761,4960.680000,41.405613747,5.2613754566,51,59,114,64,37,325,1598,115,341,77.799415774,5.5988315482,16.601752678
2006-01-01,38004,5257,41.960719041,41.960529795,2533,2724,107.54046585,5119,138,2.6250713335,707,3559,991,498,353,140,13.44873502,67.700209245,18.851055735,47.710030908,27.844900253,19.865130655,140.16973126,71.342078708,14.127144299,35.620585267,3436.180000,152.98965712,4.0160876322,97,167,286,223,110,883,4722,192,343,89.823093019,3.6522731596,6.5246338216
2006-01-01,38005,7104,40.892736486,40.905900253,3670,3434,93.569482289,6027,1077,15.160472973,968,4968,1168,707,343,118,13.626126126,69.932432432,16.441441441,42.995169082,23.510466989,19.484702093,120.66115702,82.876712329,10.102739726,29.366438356,17893.400000,39.701789487,6.0189790649,157,215,400,278,133,1183,5593,261,1250,78.730292793,3.6739864865,17.595720721
2006-01-01,38006,69100,36.352691751,36.355587583,36072,33028,91.561321801,41866,27234,39.412445731,10034,53245,5821,4024,1430,367,14.520984081,77.054992764,8.4240231548,29.777443891,10.932481923,18.844961968,58.012756627,172.37588043,6.3047586325,24.566225734,8159.850000,846.82929221,333.75613522,1510,2256,4209,2796,1447,12218,28279,10818,30003,40.924746744,15.655571635,43.419681621
2006-01-01,38007,2506,45.616919393,45.633420789,1265,1241,98.102766798,2443,63,2.5139664804,246,1625,635,320,233,82,9.8164405427,64.844373504,25.339185954,54.215384615,39.076923077,15.138461538,258.1300813,38.74015748,12.913385827,36.692913386,4349.520000,57.615552981,1.4484356895,37,48,94,90,47,316,2108,30,368,84.11811652,1.1971268955,14.684756584
2006-01-01,38008,7158,38.64124057,38.64419357,3517,3641,103.52573216,6573,585,8.1726739313,1156,4964,1038,588,336,114,16.149762503,69.348980162,14.501257334,44.198227236,20.910556003,23.287671233,89.792387543,111.36801541,10.98265896,32.369942197,3089.340000,231.69997475,18.936083435,246,244,420,333,157,1400,5758,386,1014,80.441464096,5.3925677564,14.165968148
2006-01-01,38009,4470,39.429306488,39.431993961,2263,2207,97.525408749,4084,386,8.6353467562,637,3193,640,369,206,65,14.250559284,71.431767338,14.317673378,39.993736298,20.043845913,19.949890385,100.47095761,99.53125,10.15625,32.1875,1415.880000,315.70472074,27.262197361,105,121,273,178,97,774,3390,416,664,75.838926174,9.3064876957,14.85458613
2006-01-01,38010,5225,42.287368421,42.299643228,2664,2561,96.133633634,5000,225,4.3062200957,646,3599,980,539,332,109,12.363636364,68.880382775,18.755980861,45.179216449,27.229786052,17.949430397,151.70278638,65.918367347,11.12244898,33.87755102,6636.410000,78.732326665,3.3903872726,87,158,257,205,122,829,4579,102,544,87.636363636,1.95215311,10.411483254
2006-01-01,38011,21415,37.716483773,37.719061287,10603,10812,101.97114024,19615,1800,8.4053233715,3350,15622,2443,1542,706,195,15.643240719,72.948867616,11.407891665,37.082319805,15.638202535,21.444117271,72.925373134,137.12648383,7.9819893573,28.898894801,4948.050000,432.79675832,36.377967078,596,694,1313,988,449,4040,15536,2780,3099,72.547279944,12.981554985,14.471165071
2006-01-01,38012,2697,44.673155358,44.684250531,1378,1319,95.718432511,2623,74,2.7437893956,284,1801,612,333,212,67,10.530218762,66.777901372,22.691879867,49.750138812,33.981121599,15.769017213,215.49295775,46.405228758,10.947712418,34.640522876,4524.910000,59.603395427,1.6353916431,59,60,112,70,44,345,2437,76,184,90.35965888,2.8179458658,6.822395254
2006-01-01,38013,5733,42.94095587,42.950898845,2899,2834,97.757847534,4834,899,15.681144253,769,3801,1163,642,352,169,13.413570556,66.3003663,20.286063143,50.828729282,30.59721126,20.231518022,151.23537061,66.122098022,14.531384351,30.266552021,16428.900000,34.895823823,5.4720644718,105,173,315,225,99,917,3845,282,1606,67.067852782,4.9188906332,28.013256585
2006-01-01,38014,1935,43.653488372,43.653774361,989,946,95.652173913,1787,148,7.6485788114,242,1276,417,189,173,55,12.506459948,65.943152455,21.550387597,51.645768025,32.680250784,18.965517241,172.31404959,58.033573141,13.189448441,41.486810552,5590.020000,34.615260768,2.6475755006,46,41,106,63,41,297,1620,72,243,83.720930233,3.7209302326,12.558139535
2006-01-01,38015,5543,42.720999459,42.726463244,2750,2793,101.56363636,5295,248,4.474111492,638,3876,1029,573,350,106,11.510012629,69.926032834,18.563954537,43.008255934,26.547987616,16.460268318,161.28526646,62.001943635,10.301263362,34.013605442,2743.200000,202.06328376,9.0405365996,101,129,250,212,113,805,4780,160,603,86.234890853,2.8865235432,10.878585603
2006-01-01,38016,1886,47.968186638,47.959634847,973,913,93.833504625,1633,253,13.414634146,203,1150,533,244,201,88,10.763520679,60.975609756,28.260869565,64,46.347826087,17.652173913,262.56157635,38.08630394,16.510318949,37.711069418,10258.400000,18.384933323,2.4662715433,33,31,81,69,41,255,1495,67,324,79.268292683,3.5524920467,17.17921527
2006-01-01,38017,34595,35.220450932,35.223306435,17893,16702,93.343765718,25930,8665,25.046972106,5641,26131,2823,1763,806,254,16.305824541,75.534036711,8.1601387484,32.390647124,10.803260495,21.587386629,50.044318383,199.82288346,8.9975203684,28.551186681,16250.400000,212.8870674,53.321764387,914,1240,2283,1655,824,6916,19923,4823,9849,57.589247001,13.941321,28.469431999
2006-01-01,38018,5420,40.70202952,40.701069126,2659,2761,103.83602858,5260,160,2.9520295203,708,3820,892,520,294,78,13.062730627,70.479704797,16.457564576,41.884816754,23.35078534,18.534031414,125.98870056,79.372197309,8.7443946188,32.959641256,2380.470000,227.68612921,6.7213617479,130,127,280,245,136,918,4986,62,372,91.992619926,1.1439114391,6.8634686347
2006-01-01,38019,19320,36.96884058,36.967077061,9801,9519,97.122742577,15641,3679,19.042443064,3290,13813,2217,1391,638,188,17.028985507,71.495859213,11.47515528,39.868240064,16.050097734,23.81814233,67.386018237,148.39873703,8.4799278304,28.777627424,14410.200000,134.07169921,25.530526988,551,703,1348,954,468,4024,13737,1064,4519,71.102484472,5.5072463768,23.390269151
2006-01-01,38020,16603,40.199090526,40.204232983,8204,8399,102.37688932,15980,623,3.7523339156,2322,11598,2683,1516,911,256,13.985424321,69.85484551,16.159730169,43.153992068,23.133298845,20.020693223,115.54694229,86.544912411,9.5415579575,33.954528513,10288.800000,161.36964466,6.0551279061,479,429,897,702,370,2877,14636,665,1302,88.15274348,4.0053002469,7.841956273
2006-01-01,38021,2147,45.792035398,45.802406108,1095,1052,96.073059361,1982,165,7.6851420587,195,1457,495,227,196,72,9.0824406148,67.862133209,23.055426176,47.357584077,33.973919012,13.383665065,253.84615385,39.393939394,14.545454545,39.595959596,3915.870000,54.82817356,4.2136230263,28,39,82,59,39,247,1887,57,203,87.89007918,2.6548672566,9.4550535631
2006-01-01,38022,24179,39.521754415,39.526079829,12000,12179,101.49166667,22640,1539,6.3650275032,3449,17264,3466,2069,1132,265,14.264444353,71.400802349,14.334753298,40.054448563,20.076459685,19.977988879,100.49289649,99.509521062,7.6457010964,32.660126947,9585.800000,252.23768491,16.054998018,552,638,1429,1134,634,4387,20694,490,2995,85.586666115,2.0265519666,12.386781918
2006-01-01,38023,142161,38.862518553,38.862352309,69995,72166,103.10165012,135030,7131,5.0161436681,18225,106317,17619,10378,5635,1606,12.819971722,74.786333805,12.393694473,33.71426959,16.57213804,17.14213155,96.674897119,103.43946876,9.1151597707,31.982518872,10245.200000,1387.5863819,69.603326436,1744,3346,8363,6438,3478,23369,120724,8719,12718,84.920618172,6.1331870204,8.9461948073
2006-01-01,38024,20173,39.966118079,39.967240929,9942,10231,102.90685979,17878,2295,11.376592475,3078,13847,3248,1734,1112,402,15.258018143,68.64125316,16.100728697,45.684985918,23.456344335,22.228641583,105.52306693,94.766009852,12.376847291,34.236453202,3560.430000,566.58886708,64.458506416,478,590,1255,990,473,3786,15694,935,3544,77.79705547,4.6349080454,17.568036484
2006-01-01,38025,7972,38.595960863,38.603539493,4049,3923,96.888120524,7432,540,6.7737079779,1199,5677,1096,675,327,94,15.040140492,71.211741094,13.748118414,40.426281487,19.305971464,21.120310023,91.409507923,109.39781022,8.5766423358,29.835766423,1405.070000,567.37386749,38.432248927,260,233,440,332,201,1466,7024,194,754,88.108379328,2.4335173106,9.4581033618
2006-01-01,38026,40644,38.304965062,38.305358202,20088,20556,102.3297491,38631,2013,4.9527605551,6515,28791,5338,3199,1646,493,16.029426238,70.837023915,13.133549847,41.169115349,18.540516134,22.628599215,81.933998465,122.04945673,9.2356687898,30.835518921,20688.700000,196.45506968,9.7299491993,1063,1371,2645,1916,1008,8003,35880,1428,3336,88.278712725,3.5134337172,8.2078535577
2006-01-01,38027,7505,41.747968021,41.746626958,3802,3703,97.396107312,6471,1034,13.777481679,1066,5053,1386,709,472,205,14.203864091,67.328447702,18.467688208,48.52562834,27.429249951,21.096378389,130.01876173,76.911976912,14.790764791,34.054834055,13594.000000,55.208180079,7.6062968957,185,206,429,328,164,1312,5872,210,1423,78.241172552,2.7981345769,18.960692871
2006-01-01,38028,30585,42.98239333,42.989075922,14835,15750,106.16784631,25195,5390,17.623017819,3314,21494,5777,3408,1806,563,10.835376819,70.276279222,18.888343959,42.295524332,26.877268075,15.418256258,174.32106216,57.365414575,9.7455426692,31.26190064,882.590000,3465.3689709,610.70259124,479,677,1394,1028,648,4226,20470,3474,6641,66.928232794,11.358509073,21.713258133
2006-01-01,38029,1962,43.04077472,43.039894896,990,972,98.181818182,1708,254,12.945973496,232,1357,373,175,144,54,11.824668705,69.164118247,19.011213048,44.583640383,27.487103906,17.096536478,160.77586207,62.198391421,14.477211796,38.605898123,3080.580000,63.689305261,8.2452005791,30,41,100,75,42,288,1367,47,548,69.673802243,2.3955147808,27.930682977
2006-01-01,38030,2368,44.220016892,44.210081488,1174,1194,101.70357751,2192,176,7.4324324324,290,1560,518,272,182,64,12.246621622,65.878378378,21.875,51.794871795,33.205128205,18.58974359,178.62068966,55.984555985,12.355212355,35.135135135,3505.040000,67.559856664,5.021340698,52,74,114,69,42,351,1987,75,306,83.910472973,3.1672297297,12.922297297
2006-01-01,38031,36746,38.355657759,38.360711059,18228,18518,101.59095896,34079,2667,7.2579328362,5796,26085,4865,2948,1542,375,15.773145376,70.987318348,13.239536276,40.870231934,18.650565459,22.219666475,83.937198068,119.13669065,7.7081192189,31.695786228,5646.810000,650.73908986,47.230206081,888,1255,2359,1746,916,7164,31306,1138,4302,85.195667556,3.0969357209,11.707396723
2006-01-01,38032,16111,37.159052821,37.159983926,8442,7669,90.843402037,15145,966,5.99590342,2594,12006,1511,932,427,152,16.100800695,74.520513935,9.3786853702,34.191237714,12.58537398,21.605863735,58.249807247,171.67438782,10.059563203,28.259430841,3931.150000,409.82918484,24.57296211,426,583,1048,709,351,3117,12350,1955,1806,76.655701074,12.134566445,11.209732481
2006-01-01,38033,5020,44.664940239,44.673418032,2540,2480,97.637795276,4885,135,2.6892430279,500,3425,1095,567,379,149,9.9601593625,68.227091633,21.812749004,46.569343066,31.97080292,14.598540146,219,45.662100457,13.607305936,34.611872146,4287.290000,117.09028314,3.1488422757,78,105,211,141,106,641,4418,180,422,88.007968127,3.5856573705,8.406374502
2006-01-01,38034,5096,39.561616954,39.567167066,2523,2573,101.98176774,4930,166,3.2574568289,714,3628,754,413,266,75,14.010989011,71.193092622,14.795918367,40.46306505,20.782800441,19.680264609,105.6022409,94.694960212,9.9469496021,35.278514589,2060.520000,247.31621144,8.0562188186,130,136,287,215,114,882,4604,78,414,90.345368917,1.5306122449,8.1240188383
2006-01-01,38035,12609,36.828416211,36.824871298,6479,6130,94.61336626,8450,4159,32.984376239,2090,9369,1150,745,314,91,16.575461972,74.304068522,9.1204695059,34.582132565,12.274522361,22.307610204,55.023923445,181.73913043,7.9130434783,27.304347826,4203.660000,299.95289819,98.937592479,278,436,947,574,284,2519,6936,1024,4649,55.008327385,8.1211832818,36.870489333
2006-01-01,38036,8451,38.444503609,38.455262535,4276,4175,97.63797942,7595,856,10.128978819,1301,6069,1081,628,339,114,15.394627855,71.81398651,12.791385635,39.248640633,17.811830615,21.436810018,83.089930822,120.35152636,10.545790934,31.359851989,11313.400000,74.699029469,7.566248873,245,274,510,366,204,1599,6750,581,1120,79.872204473,6.8749260443,13.252869483
2006-01-01,38037,17640,40.445464853,40.446700998,8644,8996,104.0721888,16735,905,5.1303854875,2501,12239,2900,1502,1027,371,14.178004535,69.382086168,16.439909297,44.129422338,23.694746303,20.434676036,115.95361855,86.24137931,12.793103448,35.413793103,4341.210000,406.33832503,20.846722458,401,476,1034,768,403,3082,14648,1269,1723,83.038548753,7.193877551,9.7675736961
2006-01-01,38038,223148,39.665083263,39.667668092,107638,115510,107.31340233,210828,12320,5.520999516,30439,160407,32302,17818,10757,3727,13.640722749,71.883682578,14.475594673,39.113629704,20.13752517,18.976104534,106.1204376,94.23255526,11.537985264,33.30134357,15044.000000,1483.3023132,81.893113534,5552,5633,12227,9677,5377,38466,178315,22920,21913,79.908849732,10.271210139,9.8199401294
2006-01-01,38039,12835,37.834476042,37.835882644,6431,6404,99.580158607,11332,1503,11.710167511,2029,9295,1511,923,468,120,15.80833658,72.419166342,11.772497078,38.084991931,16.256051641,21.82894029,74.470182356,134.2819325,7.9417604236,30.972865652,2237.310000,573.67999964,67.178888934,345,422,844,560,303,2474,10069,665,2101,78.449552006,5.1811453058,16.369302688
2006-01-01,38040,11379,45.127383777,45.131613954,5776,5603,97.004847645,5735,5644,49.60014061,1309,7437,2633,1632,774,227,11.503647069,65.357237016,23.139115915,53.00524405,35.404060777,17.601183273,201.14591291,49.715153817,8.621344474,29.396126092,5198.760000,218.87911733,108.56434996,239,264,542,356,207,1608,4962,482,5935,43.606643818,4.2358730996,52.157483083
2006-01-01,38041,8514,38.918957012,38.926526459,4238,4276,100.89664936,7781,733,8.609349307,1303,6036,1175,670,397,108,15.304204839,70.894996476,13.800798685,41.053677932,19.466534129,21.587143804,90.176515733,110.89361702,9.1914893617,33.787234043,1820.110000,467.77392575,40.272291235,190,280,537,408,184,1599,7165,399,950,84.155508574,4.6863988724,11.158092553
2006-01-01,38042,5456,44.760447214,44.769918667,2744,2712,98.833819242,4793,663,12.151759531,617,3547,1292,732,402,158,11.308651026,65.010997067,23.680351906,53.820129687,36.425148012,17.394981675,209.40032415,47.755417957,12.229102167,31.114551084,2449.680000,222.7229679,27.064759479,110,119,251,197,104,781,4465,116,875,81.836510264,2.1260997067,16.037390029
2006-01-01,38043,22695,37.999272968,38.002068015,11378,11317,99.463877659,21871,824,3.6307556731,3634,16256,2805,1665,893,247,16.012337519,71.628111919,12.359550562,39.609990157,17.255167323,22.354822835,77.187671987,129.5543672,8.8057040998,31.83600713,2999.640000,756.59079089,27.469963062,722,744,1393,1017,506,4382,20375,909,1411,89.777484027,4.0052875083,6.2172284644
2006-01-01,38044,3042,41.208744247,41.210839261,1514,1528,100.92470277,2905,137,4.5036160421,411,2084,547,327,172,48,13.510848126,68.507560815,17.981591059,45.969289827,26.247600768,19.72168906,133.09002433,75.137111517,8.7751371115,31.444241316,2606.480000,116.70912495,5.2561308738,74,77,161,142,92,546,2611,39,392,85.831689678,1.2820512821,12.88625904
2006-01-01,38045,5830,43.264150943,43.268271104,2948,2882,97.76119403,5412,418,7.1698113208,715,3947,1168,581,396,191,12.264150943,67.701543739,20.034305317,47.707119331,29.592095262,18.115024069,163.35664336,61.215753425,16.352739726,33.904109589,1156.380000,504.15953233,36.147287224,105,152,296,224,126,903,4838,216,776,82.984562607,3.704974271,13.310463122
2006-01-01,38046,10393,38.332579621,38.334210497,5157,5236,101.53189839,10208,185,1.7800442606,1605,7498,1290,769,397,124,15.443086693,72.144712787,12.41220052,38.610296079,17.20458789,21.405708189,80.373831776,124.41860465,9.6124031008,30.775193798,2644.480000,393.00732091,6.9957042594,247,336,664,495,245,1987,9401,452,540,90.455114019,4.3490811123,5.1958048687
2006-01-01,38047,2720,43.647794118,43.644882635,1389,1331,95.824334053,2275,445,16.360294118,358,1793,569,315,190,64,13.161764706,65.919117647,20.919117647,51.701059677,31.734523146,19.966536531,158.93854749,62.917398946,11.247803163,33.391915641,5354.890000,50.794694195,8.3101613665,48,83,145,113,42,431,2099,75,546,77.169117647,2.7573529412,20.073529412
2006-01-01,38048,4955,41.811806256,41.802373311,2523,2432,96.393182719,4537,418,8.4359233098,699,3325,931,472,331,128,14.106962664,67.103935419,18.789101917,49.022556391,28,21.022556391,133.19027182,75.080558539,13.748657358,35.553168636,10368.500000,47.788976226,4.031441385,133,127,288,202,94,844,3788,350,817,76.448032291,7.0635721493,16.48839556
2006-01-01,38049,5040,41.984920635,41.997533218,2578,2462,95.500387898,3447,1593,31.607142857,602,3630,808,468,248,92,11.944444444,72.023809524,16.031746032,38.842975207,22.258953168,16.584022039,134.2192691,74.504950495,11.386138614,30.693069307,3220.820000,156.48188971,49.459454425,124,121,232,169,76,722,3051,162,1827,60.535714286,3.2142857143,36.25
2006-01-01,38050,3094,48.659663866,48.672693655,1569,1525,97.195666029,2901,193,6.2378797673,278,1870,946,486,330,130,8.9851325145,60.43956044,30.575307046,65.454545455,50.588235294,14.86631016,340.28776978,29.386892178,13.742071882,34.88372093,10854.200000,28.505094802,1.7781135413,24,53,130,88,54,349,2750,50,294,88.881706529,1.6160310278,9.5022624434
2006-01-01,38051,8432,38.994070209,38.997316374,4212,4220,100.18993352,8109,323,3.8306451613,1247,5981,1204,727,403,74,14.788899431,70.932163188,14.278937381,40.979769269,20.130412974,20.849356295,96.551724138,103.57142857,6.146179402,33.471760797,1808.630000,466.20923019,17.858821318,230,234,506,368,206,1544,7740,136,556,91.79316888,1.6129032258,6.5939278937
2006-01-01,38052,1905,41.230183727,41.233661193,980,925,94.387755102,1684,221,11.601049869,278,1286,341,181,114,46,14.593175853,67.50656168,17.900262467,48.133748056,26.516329705,21.617418351,122.6618705,81.524926686,13.48973607,33.431085044,5627.110000,33.853967667,3.9274156716,53,42,123,84,47,349,1553,63,289,81.522309711,3.3070866142,15.170603675
2006-01-01,38053,4889,42.670177951,42.666617946,2472,2417,97.775080906,4449,440,8.9997954592,677,3225,987,481,354,152,13.847412559,65.9644099,20.188177541,51.596899225,30.604651163,20.992248062,145.79025111,68.591691996,15.400202634,35.866261398,7067.200000,69.178741227,6.2259452117,91,141,272,227,126,857,3925,163,801,80.282266312,3.334015136,16.383718552
2005-01-01,35001,5606,40.175882983,40.174525046,2858,2748,96.151154654,5373,233,4.1562611488,827,3861,918,522,298,98,14.752051374,68.872636461,16.375312166,45.195545196,23.776223776,21.419321419,111.00362757,90.087145969,10.675381264,32.461873638,4451.160000,125.94469756,5.2345905337,174,151,293,267,131,1016,5112,220,274,91.188012843,3.9243667499,4.8876204067
2005-01-01,35002,25541,34.47838769,34.481995892,13165,12376,94.006836308,23441,2100,8.2220743119,4616,18894,2031,1324,579,128,18.072902392,73.975177166,7.9519204416,35.180480576,10.749444268,24.431036308,43.999133449,227.27720335,6.302314131,28.508124077,7889.720000,323.72504981,26.616914162,993,927,1806,1225,598,5549,21671,1390,2480,84.847891625,5.4422301398,9.709878235
2005-01-01,35003,7578,34.692926894,34.702699139,4257,3321,78.012684989,5152,2426,32.013723938,1150,5980,448,275,136,37,15.17550805,78.912641858,5.9118500924,26.722408027,7.491638796,19.230769231,38.956521739,256.69642857,8.2589285714,30.357142857,25024.800000,30.281960295,9.6943831719,177,260,473,319,154,1383,3552,1471,2555,46.872525732,19.41145421,33.716020058
2005-01-01,35004,53920,34.095919881,34.098744001,27724,26196,94.488529794,43037,10883,20.183605341,9545,40525,3850,2258,1191,401,17.702151335,75.15764095,7.1402077151,33.053670574,9.5003084516,23.553362122,40.33525406,247.92207792,10.415584416,30.935064935,2427.540000,2221.1786418,448.31393098,2165,1884,3559,2583,1363,11554,33985,8338,11597,63.028560831,15.463649852,21.507789318
2005-01-01,35005,1386,43.585137085,43.595854902,728,658,90.384615385,1378,8,0.5772005772,115,991,280,162,97,21,8.2972582973,71.500721501,20.202020202,39.858728557,28.254288597,11.60443996,243.47826087,41.071428571,7.5,34.642857143,6641.900000,20.867522847,0.1204474623,15,19,50,44,31,159,1335,27,24,96.32034632,1.9480519481,1.7316017316
2005-01-01,35006,34245,37.74456125,37.745194755,17226,17019,98.798328109,33790,455,1.3286611184,5606,24327,4312,2639,1348,325,16.370273033,71.038107753,12.591619214,40.769515353,17.725161343,23.04435401,76.917588298,130.00927644,7.5371057514,31.261595547,3283.870000,1042.8244723,13.855603297,1097,1156,2172,1588,807,6820,32323,1055,867,94.387501825,3.0807417141,2.5317564608
2005-01-01,35007,738,41.784552846,41.80802398,372,366,98.387096774,645,93,12.601626016,98,508,132,60,46,26,13.279132791,68.834688347,17.886178862,45.275590551,25.984251969,19.291338583,134.69387755,74.242424242,19.696969697,34.848484848,10370.900000,7.1160651438,0.8967399165,12,16,46,28,17,119,626,21,91,84.823848238,2.8455284553,12.330623306
2005-01-01,35008,7179,38.663532525,38.668605167,3676,3503,95.293797606,7077,102,1.4208106979,1133,5046,1000,609,288,103,15.78214236,70.288340995,13.929516646,42.271105826,19.817677368,22.453428458,88.26125331,113.3,10.3,28.8,1602.780000,447.90925766,6.3639426496,231,221,434,351,186,1423,6840,180,159,95.277893857,2.5073129962,2.2147931467
2005-01-01,35009,23201,38.498663851,38.50041985,11658,11543,99.013552925,22961,240,1.0344381708,3546,16414,3241,1972,962,307,15.283823973,70.746950562,13.969225464,41.348848544,19.745339344,21.603509199,91.398759165,109.41067572,9.4723850663,29.682196853,6254.510000,370.94832369,3.8372310541,608,598,1446,1195,583,4430,22432,393,376,96.685487694,1.6938925046,1.6206198009
2005-01-01,35010,4894,40.2772783,40.280192231,2563,2331,90.948107686,4166,728,14.875357581,728,3413,753,435,226,92,14.875357581,69.738455251,15.386187168,43.392909464,22.062701436,21.330208028,103.43406593,96.679946879,12.217795485,30.013280212,14565.300000,33.600406445,4.9981806073,140,136,303,201,105,885,3668,436,790,74.948917041,8.9088680016,16.142214957
2005-01-01,35011,27308,35.469715834,35.476018591,13896,13412,96.516983305,26159,1149,4.2075582247,4661,20060,2587,1649,741,197,17.068258386,73.45832723,9.4734143841,36.131605184,12.896311067,23.235294118,55.50311092,180.17008118,7.6149980673,28.64321608,3908.810000,698.62694784,29.395135604,833,916,1870,1427,786,5832,25111,814,1383,91.954738538,2.9808114838,5.064449978
2005-01-01,35012,15953,36.670062057,36.671076009,8525,7428,87.131964809,11000,4953,31.04745189,2571,11878,1504,996,404,104,16.116091017,74.456215132,9.4276938507,34.307122411,12.662064321,21.645058091,58.498638662,170.94414894,6.914893617,26.861702128,17142.000000,93.063819858,28.893944697,297,611,1076,774,393,3151,9463,1297,5193,59.317996615,8.1301322635,32.551871121
2005-01-01,35013,7801,42.142994488,42.148244214,3944,3857,97.794117647,7761,40,0.512754775,811,5596,1394,826,443,125,10.396103064,71.734393027,17.86950391,39.403145104,24.910650465,14.492494639,171.8865598,58.177905308,8.9670014347,31.779053085,3220.460000,242.23247611,1.2420585879,89,58,445,311,188,1091,7522,147,132,96.423535444,1.8843737982,1.6920907576
2005-01-01,35014,17273,33.435390494,33.44702634,9419,7854,83.384648052,11532,5741,33.236843629,3008,13315,950,609,258,83,17.414461877,77.085624964,5.4999131593,29.725873075,7.1348103643,22.591062711,31.582446809,316.63157895,8.7368421053,27.157894737,35533.400000,48.610602982,16.1566301,642,671,1166,705,338,3522,7271,3991,6011,42.094598506,23.105424651,34.799976842
2005-01-01,35015,18173,33.351482969,33.371758609,10211,7962,77.974733131,12395,5778,31.794420294,2614,14762,797,564,185,48,14.383976228,81.230396742,4.3856270291,23.106625119,5.3989974258,17.707627693,30.489671002,327.97992472,6.0225846926,23.212045169,38493.800000,47.210200084,15.010209436,608,538,975,643,321,3085,6710,5409,6054,36.92290761,29.763935509,33.313156881
2005-01-01,35016,378628,38.757590564,38.760669795,185494,193134,104.1187316,351765,26863,7.0948265844,55655,272081,50892,29708,16358,4826,14.699124206,71.859714548,13.441161245,39.16002955,18.704723961,20.455305589,91.441918965,109.35903482,9.4828263774,32.142576436,10331.600000,3664.7566689,260.0081304,10289,11654,21824,16069,9210,69046,306460,36641,35527,80.939602988,9.6773085984,9.383088414
2005-01-01,35017,30363,33.242350888,33.247787917,15961,14402,90.232441576,25829,4534,14.932648289,5320,23308,1735,952,592,191,17.521325297,76.764483088,5.7141916148,30.268577313,7.4437961215,22.824781191,32.612781955,306.62824207,11.008645533,34.121037464,29077.100000,104.4223805,15.593026815,929,1118,2171,1534,763,6515,17312,7746,5305,57.016763824,25.511313111,17.471923064
2005-01-01,35018,17452,33.352509741,33.358700654,9042,8410,93.01039593,14426,3026,17.338986936,3335,13132,985,611,267,107,19.109557644,75.246390099,5.6440522576,32.896740786,7.5007614986,25.395979287,29.535232384,338.5786802,10.862944162,27.106598985,4076.110000,428.15331284,74.237446978,705,715,1250,857,399,3926,9737,4280,3435,55.793032317,24.52440981,19.682557873
2005-01-01,35019,46428,36.473528905,36.478430226,24249,22179,91.463565508,34927,11501,24.771689498,7287,35212,3929,2659,1010,260,15.695270096,75.842164211,8.4625656931,31.852777462,11.158127911,20.694649551,53.917936051,185.46703996,6.6174599135,25.706286587,33241.900000,139.66710687,34.597902045,1138,1546,2961,2229,1169,9043,28792,4927,12709,62.014301714,10.612130611,27.373567675
2005-01-01,35020,8299,38.593746234,38.595341678,4260,4039,94.812206573,7909,390,4.6993613688,1313,5714,1272,778,390,104,15.821183275,68.851668876,15.327147849,45.239761988,22.261113056,22.978648932,96.877380046,103.22327044,8.1761006289,30.660377358,12370.800000,67.085394639,3.1525851198,199,262,524,423,206,1614,7728,162,409,93.11965297,1.9520424147,4.928304615
2005-01-01,35021,18806,37.888652558,37.887885403,9384,9422,100.40494459,18013,793,4.2167393385,2973,13695,2138,1285,652,201,15.808784431,72.822503456,11.368712113,37.32018985,15.611537057,21.708652793,71.913891692,139.05519177,9.4013096352,30.495790458,2383.190000,789.11039405,33.27472841,455,579,1235,931,480,3680,16440,1250,1116,87.418908859,6.6468148463,5.9342762948
