GEOCODE_SECCIONES_2011,Población,Población. Edad media,Población. Hombres,Población. Mujeres,Población de mujeres dividida por la población de hombres,Población de nacionalidad española,Población de nacionalidad extranjera,Población de nacionalidad extranjera (%),Población de 0 a 14 años de edad,Población de 15 a 64 años de edad,Población de 65 o más años de edad,Población de 65 a 74 años de edad,Población de 75 a 84 años de edad,Población de 85 o más años de edad,Población de 0 a 14 años de edad (%),Población de 15 a 64 años de edad (%),Población de 65 o más años de edad (%),Suma de la población de 0 a 14 años y de la población de 65 o más años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 15 a 64 años,Población de 0 a 14 años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 0 a 14 años,Población de 0 a 14 años dividida por la población de 65 o más años,Población de 85 o más años dividida por la población de 65 o más años,Población de 75 a 84 años dividida por la población de 65 o más años,Superficie calculada sobre geom no generalizado (ha),Población / km2,Población. Extranjeros / km2,Población de 0 a 2 años,Población de 3 a 5 años,Población de 6 a 11 años,Población de 12 a 15 años,Población de 16 a 17 años,Población de 0 a 17 años,Población. Nacidos en Canarias,Población. Nacidos en el resto de España,Población. Nacidos en el extranjero,Población. Nacidos en Canarias (%),Población. Nacidos en el resto de España (%),Población. Nacidos en el extranjero (%)
20110101_35004_D01_S001,1694,39.3,886,808,91.2,1377,317,18.7,262,1218,214,112,62,40,15.5,71.9,12.6,39.1,17.6,21.5,81.7,122.4,18.7,29,65.1,2603.7,487.2,45,42,129,68,38,322,1064,246,384,62.8,14.5,22.7
20110101_35004_D01_S002,1768,38.6,917,851,92.8,1501,267,15.1,308,1242,218,118,72,28,17.4,70.2,12.3,42.4,17.6,24.8,70.8,141.3,12.8,33,12.9,13679.2,2065.8,52,73,111,93,38,367,1238,186,344,70,10.5,19.5
20110101_35004_D01_S003,1990,39.8,970,1020,105.2,1467,523,26.3,256,1482,252,117,96,39,12.9,74.5,12.7,34.3,17,17.3,98.4,101.6,15.5,38.1,14.9,13334.8,3504.6,62,56,89,65,41,313,1094,289,607,55,14.5,30.5
20110101_35004_D01_S004,1992,38.4,960,1032,107.5,1356,636,31.9,270,1513,209,111,75,23,13.6,76,10.5,31.7,13.8,17.8,77.4,129.2,11,35.9,15.9,12563.1,4011.1,57,45,99,90,34,325,985,264,743,49.4,13.3,37.3
20110101_35004_D01_S005,2066,34.6,1069,997,93.3,1608,458,22.2,378,1551,137,75,49,13,18.3,75.1,6.6,33.2,8.8,24.4,36.2,275.9,9.5,35.8,226.1,913.8,202.6,80,75,148,105,55,463,1260,282,524,61,13.6,25.4
20110101_35004_D01_S006,2688,35.8,1319,1369,103.8,1809,879,32.7,466,1977,245,136,83,26,17.3,73.5,9.1,36,12.4,23.6,52.6,190.2,10.6,33.9,19.8,13570.4,4437.6,109,94,176,128,58,565,1379,286,1023,51.3,10.6,38.1
20110101_35004_D01_S007,1579,35.8,802,777,96.9,1078,501,31.7,283,1161,135,77,42,16,17.9,73.5,8.5,36,11.6,24.4,47.7,209.6,11.9,31.1,10.5,15036.2,4770.8,76,67,102,53,25,323,755,237,587,47.8,15,37.2
20110101_35004_D01_S008,1105,38.3,560,545,97.3,849,256,23.2,183,790,132,72,46,14,16.6,71.5,11.9,39.9,16.7,23.2,72.1,138.6,10.6,34.8,5.2,21173.4,4905.3,39,47,67,41,21,215,679,146,280,61.4,13.2,25.3
20110101_35004_D01_S009,1629,39.6,803,826,102.9,1294,335,20.6,211,1228,190,124,43,23,13,75.4,11.7,32.7,15.5,17.2,90,111.1,12.1,22.6,7.3,22359.5,4598.2,37,46,94,50,30,257,948,268,413,58.2,16.5,25.4
20110101_35004_D01_S010,1642,36.5,801,841,105,1375,267,16.3,229,1316,97,72,17,8,13.9,80.1,5.9,24.8,7.4,17.4,42.4,236.1,8.2,17.5,17,9663,1571.3,34,43,93,77,59,306,1007,284,351,61.3,17.3,21.4
20110101_35004_D01_S011,1227,35,614,613,99.8,946,281,22.9,205,947,75,47,21,7,16.7,77.2,6.1,29.6,7.9,21.6,36.6,273.3,9.3,28,5,24416,5591.6,36,42,85,60,30,253,601,283,343,49,23.1,28
20110101_35004_D01_S012,1316,37.5,686,630,91.8,965,351,26.7,217,954,145,77,47,21,16.5,72.5,11,37.9,15.2,22.7,66.8,149.7,14.5,32.4,8,16406.5,4375.9,38,50,102,42,30,262,764,161,391,58.1,12.2,29.7
20110101_35004_D02_S001,1805,33.8,919,886,96.4,1376,429,23.8,376,1333,96,61,27,8,20.8,73.9,5.3,35.4,7.2,28.2,25.5,391.7,8.3,28.1,17.5,10342.4,2458.1,74,75,157,81,37,424,1066,231,508,59.1,12.8,28.1
20110101_35004_D02_S002,1710,38.3,885,825,93.2,1326,384,22.5,249,1251,210,131,67,12,14.6,73.2,12.3,36.7,16.8,19.9,84.3,118.6,5.7,31.9,24.3,7025.8,1577.7,49,48,103,75,42,317,1059,166,485,61.9,9.7,28.4
20110101_35004_D02_S003,1659,39.9,880,779,88.5,1350,309,18.6,246,1166,247,156,77,14,14.8,70.3,14.9,42.3,21.2,21.1,100.4,99.6,5.7,31.2,13.6,12171.9,2267.1,36,47,117,61,36,297,1119,140,400,67.5,8.4,24.1
20110101_35004_D02_S004,2017,35.8,1029,988,96,1731,286,14.2,369,1495,153,97,46,10,18.3,74.1,7.6,34.9,10.2,24.7,41.5,241.2,6.5,30.1,20.7,9748.1,1382.2,64,87,154,86,49,440,1512,179,326,75,8.9,16.2
20110101_35004_D02_S005,2568,36.8,1271,1297,102,2160,408,15.9,404,1964,200,141,43,16,15.7,76.5,7.8,30.8,10.2,20.6,49.5,202,8,21.5,154,1667,264.9,84,94,155,94,38,465,1592,473,503,62,18.4,19.6
20110101_35004_D02_S006,1234,38,655,579,88.4,899,335,27.1,178,914,142,67,63,12,14.4,74.1,11.5,35,15.5,19.5,79.8,125.4,8.5,44.4,14.8,8337.3,2263.4,39,39,68,46,32,224,711,101,422,57.6,8.2,34.2
20110101_35004_D02_S007,2063,37.8,1080,983,91,1714,349,16.9,348,1467,248,151,80,17,16.9,71.1,12,40.6,16.9,23.7,71.3,140.3,6.9,32.3,15.4,13426.4,2271.4,74,71,148,72,38,403,1488,165,410,72.1,8,19.9
20110101_35004_D02_S008,1176,36.8,584,592,101.4,735,441,37.5,204,851,121,77,33,11,17.3,72.4,10.3,38.2,14.2,24,59.3,168.6,9.1,27.3,6.8,17206.1,6452.3,52,37,77,46,34,246,549,113,514,46.7,9.6,43.7
20110101_35004_D02_S009,2099,37.5,1098,1001,91.2,1516,583,27.8,348,1492,259,146,90,23,16.6,71.1,12.3,40.7,17.4,23.3,74.4,134.4,8.9,34.7,15.1,13942.2,3872.5,71,62,144,100,44,421,1213,180,706,57.8,8.6,33.6
20110101_35004_D02_S010,1863,36.3,983,880,89.5,1231,632,33.9,313,1386,164,108,47,9,16.8,74.4,8.8,34.4,11.8,22.6,52.4,190.9,5.5,28.7,15.7,11848.5,4019.5,78,71,111,71,28,359,968,158,737,52,8.5,39.6
20110101_35004_D02_S011,1480,39.1,753,727,96.5,1079,401,27.1,222,1079,179,107,60,12,15,72.9,12.1,37.2,16.6,20.6,80.6,124,6.7,33.5,6.8,21679.9,5874.1,45,55,75,59,24,258,790,187,503,53.4,12.6,34
20110101_35004_D02_S012,2380,30.3,1194,1186,99.3,1909,471,19.8,587,1731,62,50,8,4,24.7,72.7,2.6,37.5,3.6,33.9,10.6,946.8,6.5,12.9,19.7,12076.2,2389.9,131,122,227,127,49,656,1369,445,566,57.5,18.7,23.8
20110101_35004_D02_S013,1674,37.2,829,845,101.9,1223,451,26.9,277,1235,162,92,54,16,16.5,73.8,9.7,35.5,13.1,22.4,58.5,171,9.9,33.3,38.1,4397.5,1184.8,41,58,123,82,43,347,886,232,556,52.9,13.9,33.2
20110101_35004_D02_S014,2210,35.3,1146,1064,92.8,1672,538,24.3,407,1636,167,101,45,21,18.4,74,7.6,35.1,10.2,24.9,41,243.7,12.6,26.9,18.5,11914.7,2900.5,88,86,170,82,44,470,1399,178,633,63.3,8.1,28.6
20110101_35004_D02_S015,3136,33.3,1661,1475,88.8,2513,623,19.9,616,2394,126,84,37,5,19.6,76.3,4,31,5.3,25.7,20.5,488.9,4,29.4,1537.2,204,40.5,120,125,251,156,96,748,2110,310,716,67.3,9.9,22.8
20110101_35004_D02_S016,3015,31.7,1529,1486,97.2,2437,578,19.2,623,2312,80,55,22,3,20.7,76.7,2.7,30.4,3.5,26.9,12.8,778.8,3.8,27.5,24,12580,2411.7,141,124,232,160,75,732,1906,402,707,63.2,13.3,23.4
20110101_35004_D02_S017,2775,31.3,1431,1344,93.9,2361,414,14.9,602,2101,72,41,24,7,21.7,75.7,2.6,32.1,3.4,28.7,12,836.1,9.7,33.3,21.7,12815.2,1911.9,124,124,254,138,87,727,1797,426,552,64.8,15.4,19.9
20110101_35004_D02_S018,1797,31.5,922,875,94.9,1342,455,25.3,392,1352,53,37,11,5,21.8,75.2,2.9,32.9,3.9,29,13.5,739.6,9.4,20.8,37.7,4765.2,1206.6,59,92,179,89,57,476,878,333,586,48.9,18.5,32.6
20110101_35005_D01_S001,1261,47.4,679,582,85.7,1254,7,0.6,76,910,275,123,121,31,6,72.2,21.8,38.6,30.2,8.4,361.8,27.6,11.3,44,6641.6,19,0.1,5,13,34,31,15,98,1229,14,18,97.5,1.1,1.4
20110101_35006_D01_S001,1065,44.4,512,553,108,1047,18,1.7,148,666,251,118,98,35,13.9,62.5,23.6,59.9,37.7,22.2,169.6,59,13.9,39,55.5,1918.6,32.4,16,30,67,41,19,173,980,38,47,92,3.6,4.4
20110101_35006_D01_S002,1291,39.1,602,689,114.5,1234,57,4.4,243,853,195,87,74,34,18.8,66.1,15.1,51.3,22.9,28.5,80.2,124.6,17.4,37.9,34.8,3708.5,163.7,49,62,94,47,29,281,1131,89,71,87.6,6.9,5.5
20110101_35006_D01_S003,1489,42.3,742,747,100.7,1467,22,1.5,202,1009,278,151,102,25,13.6,67.8,18.7,47.6,27.6,20,137.6,72.7,9,36.7,60.4,2464.2,36.4,33,32,93,62,25,245,1413,35,41,94.9,2.4,2.8
20110101_35006_D01_S004,2188,37.5,1079,1109,102.8,2154,34,1.6,422,1493,273,138,99,36,19.3,68.2,12.5,46.6,18.3,28.3,64.7,154.6,13.2,36.3,67.4,3245.7,50.4,74,95,187,82,39,477,2039,82,67,93.2,3.7,3.1
20110101_35006_D01_S005,1400,38.2,666,734,110.2,1370,30,2.1,217,1031,152,85,52,15,15.5,73.6,10.9,35.8,14.7,21,70,142.8,9.9,34.2,9.9,14111.8,302.4,45,49,82,51,31,258,1281,56,63,91.5,4,4.5
20110101_35006_D02_S001,1656,43.3,822,834,101.5,1639,17,1,202,1112,342,176,148,18,12.2,67.1,20.7,48.9,30.8,18.2,169.3,59.1,5.3,43.3,160.3,1032.8,10.6,37,32,81,75,32,257,1613,18,25,97.4,1.1,1.5
20110101_35006_D02_S002,689,42.3,336,353,105.1,678,11,1.6,104,452,133,64,58,11,15.1,65.6,19.3,52.4,29.4,23,127.9,78.2,8.3,43.6,132.7,519.2,8.3,30,20,37,22,8,117,655,14,20,95.1,2,2.9
20110101_35006_D02_S003,734,42.8,359,375,104.5,726,8,1.1,98,490,146,81,47,18,13.4,66.8,19.9,49.8,29.8,20,149,67.1,12.3,32.2,39.6,1852.3,20.2,18,15,43,26,14,116,684,34,16,93.2,4.6,2.2
20110101_35006_D03_S001,782,40,399,383,96,768,14,1.8,126,542,114,53,49,12,16.1,69.3,14.6,44.3,21,23.2,90.5,110.5,10.5,43,178.3,438.7,7.9,16,29,61,27,14,147,738,26,18,94.4,3.3,2.3
20110101_35006_D03_S002,1599,41.4,773,826,106.9,1571,28,1.8,229,1091,279,159,101,19,14.3,68.2,17.4,46.6,25.6,21,121.8,82.1,6.8,36.2,106.2,1505.7,26.4,31,36,116,64,37,284,1516,39,44,94.8,2.4,2.8
20110101_35006_D03_S003,1607,40.6,794,813,102.4,1573,34,2.1,194,1196,217,111,94,12,12.1,74.4,13.5,34.4,18.1,16.2,111.9,89.4,5.5,43.3,103.9,1547.2,32.7,30,43,86,59,32,250,1479,66,62,92,4.1,3.9
20110101_35006_D03_S004,824,41.9,415,409,98.6,807,17,2.1,92,600,132,61,56,15,11.2,72.8,16,37.3,22,15.3,143.5,69.7,11.4,42.4,58.9,1399.3,28.9,33,17,27,18,21,116,770,28,26,93.4,3.4,3.2
20110101_35006_D04_S001,2370,39.2,1219,1151,94.4,2323,47,2,368,1657,345,184,126,35,15.5,69.9,14.6,43,20.8,22.2,93.8,106.7,10.1,36.5,192.1,1233.8,24.5,79,70,155,82,43,429,2199,93,78,92.8,3.9,3.3
20110101_35006_D04_S002,918,37,469,449,95.7,907,11,1.2,169,643,106,59,37,10,18.4,70,11.5,42.8,16.5,26.3,62.7,159.4,9.4,34.9,262.5,349.7,4.2,32,36,78,31,14,191,873,24,21,95.1,2.6,2.3
20110101_35006_D04_S003,931,38.8,476,455,95.6,906,25,2.7,132,714,85,54,25,6,14.2,76.7,9.1,30.4,11.9,18.5,64.4,155.3,7.1,29.4,141.2,659.3,17.7,19,19,61,51,25,175,814,67,50,87.4,7.2,5.4
20110101_35006_D04_S004,986,38.6,501,485,96.8,959,27,2.7,159,716,111,57,43,11,16.1,72.6,11.3,37.7,15.5,22.2,69.8,143.2,9.9,38.7,76.2,1294.5,35.4,33,29,74,37,26,199,909,29,48,92.2,2.9,4.9
20110101_35006_D05_S001,1761,38.4,878,883,100.6,1730,31,1.8,260,1299,202,103,84,15,14.8,73.8,11.5,35.6,15.6,20,77.7,128.7,7.4,41.6,70,2515.7,44.3,65,48,98,64,40,315,1626,66,69,92.3,3.7,3.9
20110101_35006_D05_S002,1739,37.1,855,884,103.4,1727,12,0.7,287,1319,133,91,37,5,16.5,75.8,7.6,31.8,10.1,21.8,46.3,215.8,3.8,27.8,58.6,2970,20.5,38,44,125,104,51,362,1652,48,39,95,2.8,2.2
20110101_35006_D05_S003,1585,37.6,800,785,98.1,1570,15,0.9,277,1105,203,110,76,17,17.5,69.7,12.8,43.4,18.4,25.1,73.3,136.5,8.4,37.4,29.9,5300.8,50.2,52,63,109,76,29,329,1497,48,40,94.4,3,2.5
20110101_35006_D05_S004,1027,38.1,532,495,93,1025,2,0.2,174,721,132,86,39,7,16.9,70.2,12.9,42.4,18.3,24.1,75.9,131.8,5.3,29.5,208.3,493,1,25,41,79,44,25,214,1003,16,8,97.7,1.6,0.8
20110101_35006_D05_S005,1710,39.6,824,886,107.5,1675,35,2,245,1208,257,142,100,15,14.3,70.6,15,41.6,21.3,20.3,104.9,95.3,5.8,38.9,29.1,5879.3,120.3,52,40,115,51,36,294,1604,46,60,93.8,2.7,3.5
20110101_35006_D05_S006,2301,34.4,1169,1132,96.8,2271,30,1.3,451,1740,110,69,34,7,19.6,75.6,4.8,32.2,6.3,25.9,24.4,410,6.4,30.9,95.7,2405.5,31.4,71,98,197,110,61,537,2148,92,61,93.4,4,2.7
20110101_35006_D06_S001,2190,37.6,1118,1072,95.9,2144,46,2.1,343,1641,206,135,54,17,15.7,74.9,9.4,33.5,12.6,20.9,60.1,166.5,8.3,26.2,246.8,887.5,18.6,58,71,151,89,50,419,1958,133,99,89.4,6.1,4.5
20110101_35006_D06_S002,1218,39.4,608,610,100.3,1190,28,2.3,204,864,150,89,50,11,16.7,70.9,12.3,41,17.4,23.6,73.5,136,7.3,33.3,195.8,622.1,14.3,27,34,98,58,24,241,1114,47,57,91.5,3.9,4.7
20110101_35006_D06_S003,735,40.6,373,362,97.1,712,23,3.1,105,527,103,60,33,10,14.3,71.7,14,39.5,19.5,19.9,98.1,101.9,9.7,32,287.4,255.7,8,16,19,50,24,17,126,656,41,38,89.3,5.6,5.2
20110101_35006_D07_S001,1331,42.4,683,648,94.9,1310,21,1.6,176,935,220,111,86,23,13.2,70.2,16.5,42.4,23.5,18.8,125,80,10.5,39.1,211.6,628.9,9.9,25,32,81,52,26,216,1270,32,29,95.4,2.4,2.2
20110101_35006_D07_S002,746,42.1,375,371,98.9,726,20,2.7,102,495,149,71,72,6,13.7,66.4,20,50.7,30.1,20.6,146.1,68.5,4,48.3,162,460.5,12.3,14,17,44,37,30,142,687,23,36,92.1,3.1,4.8
20110101_35007_D01_S001,839,44,439,400,91.1,694,145,17.3,99,574,166,84,55,27,11.8,68.4,19.8,46.2,28.9,17.2,167.7,59.6,16.3,33.1,10330.9,8.1,1.4,18,17,47,26,18,126,668,24,147,79.6,2.9,17.5
20110101_35008_D01_S001,1379,41.1,693,686,99,1347,32,2.3,200,946,233,116,93,24,14.5,68.6,16.9,45.8,24.6,21.1,116.5,85.8,10.3,39.9,381.4,361.5,8.4,39,36,85,55,27,242,1292,40,47,93.7,2.9,3.4
20110101_35008_D01_S002,1351,37.6,685,666,97.2,1333,18,1.3,265,917,169,94,62,13,19.6,67.9,12.5,47.3,18.4,28.9,63.8,156.8,7.7,36.7,71.7,1885.2,25.1,35,47,129,75,28,314,1280,36,35,94.7,2.7,2.6
20110101_35008_D02_S001,1176,41.2,620,556,89.7,1120,56,4.8,170,831,175,101,57,17,14.5,70.7,14.9,41.5,21.1,20.5,102.9,97.1,9.7,32.6,476.2,247,11.8,30,42,68,39,25,204,1070,29,77,91,2.5,6.5
20110101_35008_D03_S001,713,42.4,366,347,94.8,692,21,2.9,86,495,132,64,56,12,12.1,69.4,18.5,44,26.7,17.4,153.5,65.2,9.1,42.4,151.3,471.3,13.9,26,18,35,12,11,102,657,29,27,92.1,4.1,3.8
20110101_35008_D03_S002,797,42,398,399,100.3,793,4,0.5,112,558,127,66,48,13,14.1,70,15.9,42.8,22.8,20.1,113.4,88.2,10.2,37.8,120.6,660.9,3.3,16,20,48,35,11,130,762,21,14,95.6,2.6,1.8
20110101_35008_D04_S001,1045,41.5,543,502,92.4,1021,24,2.3,128,747,170,105,53,12,12.2,71.5,16.3,39.9,22.8,17.1,132.8,75.3,7.1,31.2,269.2,388.1,8.9,21,23,58,37,28,167,965,40,40,92.3,3.8,3.8
20110101_35008_D04_S002,1179,38.4,599,580,96.8,1170,9,0.8,174,866,139,85,40,14,14.8,73.5,11.8,36.1,16.1,20.1,79.9,125.2,10.1,28.8,132.4,890.2,6.8,43,36,64,44,23,210,1127,32,20,95.6,2.7,1.7
20110101_35009_D01_S001,2114,40.7,1052,1062,101,2072,42,2,319,1461,334,175,113,46,15.1,69.1,15.8,44.7,22.9,21.8,104.7,95.5,13.8,33.8,38.9,5431.3,107.9,53,76,128,80,39,376,1989,59,66,94.1,2.8,3.1
20110101_35009_D01_S002,2041,41.9,1009,1032,102.3,1988,53,2.6,288,1387,366,168,158,40,14.1,68,17.9,47.2,26.4,20.8,127.1,78.7,10.9,43.2,280.6,727.4,18.9,38,73,129,63,45,348,1884,71,86,92.3,3.5,4.2
20110101_35009_D01_S003,1043,42.2,544,499,91.7,1009,34,3.3,144,709,190,96,77,17,13.8,68,18.2,47.1,26.8,20.3,131.9,75.8,8.9,40.5,10.8,9670.3,315.2,14,25,72,42,26,179,978,17,48,93.8,1.6,4.6
