GEOCODE_SECCIONES_2012,Población,Población. Edad media,Población. Hombres,Población. Mujeres,Población de mujeres dividida por la población de hombres,Población de nacionalidad española,Población de nacionalidad extranjera,Población de nacionalidad extranjera (%),Población de 0 a 14 años de edad,Población de 15 a 64 años de edad,Población de 65 o más años de edad,Población de 65 a 74 años de edad,Población de 75 a 84 años de edad,Población de 85 o más años de edad,Población de 0 a 14 años de edad (%),Población de 15 a 64 años de edad (%),Población de 65 o más años de edad (%),Suma de la población de 0 a 14 años y de la población de 65 o más años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 15 a 64 años,Población de 0 a 14 años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 0 a 14 años,Población de 0 a 14 años dividida por la población de 65 o más años,Población de 85 o más años dividida por la población de 65 o más años,Población de 75 a 84 años dividida por la población de 65 o más años,Superficie calculada sobre geom no generalizado (ha),Población / km2,Población. Extranjeros / km2,Población de 0 a 2 años,Población de 3 a 5 años,Población de 6 a 11 años,Población de 12 a 15 años,Población de 16 a 17 años,Población de 0 a 17 años,Población. Nacidos en Canarias,Población. Nacidos en el resto de España,Población. Nacidos en el extranjero,Población. Nacidos en Canarias (%),Población. Nacidos en el resto de España (%),Población. Nacidos en el extranjero (%)
20120101_35002_D01_S009,2650,33.4,1343,1307,97.3,2402,248,9.4,546,1944,160,90,58,12,20.6,73.4,6,36.3,8.2,28.1,29.3,341.2,7.5,36.2,31.7,8371.4,783.4,132,126,200,122,61,641,2165,112,373,81.7,4.2,14.1
20120101_35002_D01_S010,1954,37.2,1023,931,91,1753,201,10.3,301,1511,142,89,42,11,15.4,77.3,7.3,29.3,9.4,19.9,47.2,212,7.7,29.6,47,4159.6,427.9,66,72,105,72,48,363,1523,165,266,77.9,8.4,13.6
20120101_35002_D01_S011,2018,39.5,1000,1018,101.8,1847,171,8.5,340,1373,305,154,121,30,16.8,68,15.1,47,22.2,24.8,89.7,111.5,9.8,39.7,58.4,3457.9,293,50,67,154,95,36,402,1701,74,243,84.3,3.7,12
20120101_35002_D01_S012,2674,38,1399,1275,91.1,2344,330,12.3,436,1991,247,159,75,13,16.3,74.5,9.2,34.3,12.4,21.9,56.7,176.5,5.3,30.4,31,8623.7,1064.3,88,108,176,90,50,512,2062,203,409,77.1,7.6,15.3
20120101_35002_D01_S013,2001,34.8,1024,977,95.4,1933,68,3.4,372,1486,143,75,58,10,18.6,74.3,7.1,34.7,9.6,25,38.4,260.1,7,40.6,509.8,392.5,13.3,58,65,156,128,56,463,1856,45,100,92.8,2.2,5
20120101_35002_D01_S014,1037,40.7,538,499,92.8,1030,7,0.7,136,770,131,78,43,10,13.1,74.3,12.6,34.7,17,17.7,96.3,103.8,7.6,32.8,62,1671.9,11.3,19,30,57,39,23,168,993,23,21,95.8,2.2,2
20120101_35002_D01_S015,1833,34.9,896,937,104.6,1572,261,14.2,371,1323,139,90,42,7,20.2,72.2,7.6,38.5,10.5,28,37.5,266.9,5,30.2,27.8,6601.8,940,60,77,156,106,38,437,1377,79,377,75.1,4.3,20.6
20120101_35002_D01_S016,1415,36,723,692,95.7,1240,175,12.4,251,1063,101,62,28,11,17.7,75.1,7.1,33.1,9.5,23.6,40.2,248.5,10.9,27.7,9.1,15527.4,1920.4,38,54,109,68,28,297,1053,121,241,74.4,8.6,17
20120101_35002_D01_S017,2456,31.3,1269,1187,93.5,2371,85,3.5,604,1770,82,49,29,4,24.6,72.1,3.3,38.8,4.6,34.1,13.6,736.6,4.9,35.4,1706.8,143.9,5,127,145,241,123,63,699,2201,116,139,89.6,4.7,5.7
20120101_35002_D01_S018,1408,37.3,716,692,96.6,1229,179,12.7,234,1061,113,69,39,5,16.6,75.4,8,32.7,10.7,22.1,48.3,207.1,4.4,34.5,14.4,9790.9,1244.7,40,41,109,58,29,277,1053,111,244,74.8,7.9,17.3
20120101_35003_D01_S001,2215,37.1,1144,1071,93.6,1982,233,10.5,399,1595,221,119,73,29,18,72,10,38.9,13.9,25,55.4,180.5,13.1,33,3554.1,62.3,6.6,62,79,172,123,47,483,1796,157,262,81.1,7.1,11.8
20120101_35003_D01_S002,1313,39.4,691,622,90,1113,200,15.2,189,970,154,87,48,19,14.4,73.9,11.7,35.4,15.9,19.5,81.5,122.7,12.3,31.2,14328.7,9.2,1.4,29,40,76,65,29,239,1029,73,211,78.4,5.6,16.1
20120101_35003_D01_S003,4502,39.1,2415,2087,86.4,1496,3006,66.8,563,3568,371,311,45,15,12.5,79.3,8.2,26.2,10.4,15.8,65.9,151.8,4,12.1,1898.7,237.1,158.3,131,139,194,129,45,638,711,790,3001,15.8,17.5,66.7
20120101_35003_D01_S004,1961,39.5,1151,810,70.4,698,1263,64.4,261,1540,160,130,25,5,13.3,78.5,8.2,27.3,10.4,16.9,61.3,163.1,3.1,15.6,245.8,797.6,513.7,51,66,101,56,29,303,362,342,1257,18.5,17.4,64.1
20120101_35003_D01_S005,1181,38.5,629,552,87.8,812,369,31.2,199,873,109,67,35,7,16.9,73.9,9.2,35.3,12.5,22.8,54.8,182.6,6.4,32.1,4928.3,24,7.5,25,45,81,63,44,258,700,105,376,59.3,8.9,31.8
20120101_35004_D01_S001,1657,39.3,859,798,92.9,1355,302,18.2,263,1190,204,111,53,40,15.9,71.8,12.3,39.2,17.1,22.1,77.6,128.9,19.6,26,65.1,2546.8,464.2,40,46,128,65,41,320,1066,238,353,64.3,14.4,21.3
20120101_35004_D01_S002,1699,39.3,869,830,95.5,1455,244,14.4,277,1201,221,117,78,26,16.3,70.7,13,41.5,18.4,23.1,79.8,125.3,11.8,35.3,12.9,13145.4,1887.9,48,60,104,88,37,337,1194,190,315,70.3,11.2,18.5
20120101_35004_D01_S003,1909,40.4,958,951,99.3,1423,486,25.5,241,1415,253,117,92,44,12.6,74.1,13.3,34.9,17.9,17,105,95.3,17.4,36.4,14.9,12792,3256.6,54,54,84,65,40,297,1067,282,560,55.9,14.8,29.3
20120101_35004_D01_S004,1999,39,983,1016,103.4,1354,645,32.3,268,1514,217,119,78,20,13.4,75.7,10.9,32,14.3,17.7,81,123.5,9.2,35.9,15.9,12607.3,4067.9,42,48,110,90,42,332,958,263,778,47.9,13.2,38.9
20120101_35004_D01_S005,2006,35.5,1041,965,92.7,1603,403,20.1,359,1507,140,81,47,12,17.9,75.1,7,33.1,9.3,23.8,39,256.4,8.6,33.6,226.1,887.3,178.3,67,67,149,95,48,426,1234,292,480,61.5,14.6,23.9
20120101_35004_D01_S006,2682,36,1324,1358,102.6,1854,828,30.9,488,1942,252,137,85,30,18.2,72.4,9.4,38.1,13,25.1,51.6,193.7,11.9,33.7,19.8,13540.1,4180.2,102,112,182,123,71,590,1398,301,983,52.1,11.2,36.7
20120101_35004_D01_S007,1549,36.7,779,770,98.8,1095,454,29.3,267,1140,142,84,40,18,17.2,73.6,9.2,35.9,12.5,23.4,53.2,188,12.7,28.2,10.5,14750.6,4323.3,66,64,102,45,26,303,739,247,563,47.7,15.9,36.3
20120101_35004_D01_S008,1078,38.1,534,544,101.9,864,214,19.9,180,772,126,71,42,13,16.7,71.6,11.7,39.6,16.3,23.3,70,142.9,10.3,33.3,5.2,20656.1,4100.6,38,44,68,40,24,214,692,135,251,64.2,12.5,23.3
20120101_35004_D01_S009,1606,40.5,780,826,105.9,1279,327,20.4,215,1187,204,131,48,25,13.4,73.9,12.7,35.3,17.2,18.1,94.9,105.4,12.3,23.5,7.3,22043.8,4488.4,33,42,97,54,29,255,927,269,410,57.7,16.7,25.5
20120101_35004_D01_S010,1554,37.4,748,806,107.8,1326,228,14.7,204,1246,104,81,18,5,13.1,80.2,6.7,24.7,8.3,16.4,51,196.2,4.8,17.3,17,9145.2,1341.8,27,42,71,83,32,255,969,269,316,62.4,17.3,20.3
20120101_35004_D01_S011,1247,35.5,603,644,106.8,931,316,25.3,207,960,80,49,24,7,16.6,77,6.4,29.9,8.3,21.6,38.6,258.8,8.8,30,5,24813.9,6288.1,31,43,91,59,41,265,590,290,367,47.3,23.3,29.4
20120101_35004_D01_S012,1315,37.6,668,647,96.9,992,323,24.6,227,939,149,75,56,18,17.3,71.4,11.3,40,15.9,24.2,65.6,152.3,12.1,37.6,8,16394.1,4026.8,41,59,94,43,30,267,782,146,387,59.5,11.1,29.4
20120101_35004_D02_S001,1850,34.2,938,912,97.2,1444,406,21.9,365,1384,101,67,26,8,19.7,74.8,5.5,33.7,7.3,26.4,27.7,361.4,7.9,25.7,17.5,10600.2,2326.3,68,85,151,86,35,425,1087,240,523,58.8,13,28.3
20120101_35004_D02_S002,1648,39,852,796,93.4,1307,341,20.7,240,1192,216,135,70,11,14.6,72.3,13.1,38.3,18.1,20.1,90,111.1,5.1,32.4,24.3,6771.1,1401.1,38,45,120,58,46,307,1030,166,452,62.5,10.1,27.4
20120101_35004_D02_S003,1563,40.7,811,752,92.7,1289,274,17.5,234,1074,255,153,85,17,15,68.7,16.3,45.5,23.7,21.8,109,91.8,6.7,33.3,13.6,11467.5,2010.3,42,38,111,54,25,270,1074,138,351,68.7,8.8,22.5
20120101_35004_D02_S004,1971,36.7,998,973,97.5,1688,283,14.4,350,1455,166,107,47,12,17.8,73.8,8.4,35.5,11.4,24.1,47.4,210.8,7.2,28.3,20.7,9525.7,1367.7,59,76,153,78,43,409,1482,166,323,75.2,8.4,16.4
20120101_35004_D02_S005,2549,37,1257,1292,102.8,2195,354,13.9,394,1947,208,153,38,17,15.5,76.4,8.2,30.9,10.7,20.2,52.8,189.4,8.2,18.3,154,1654.7,229.8,89,79,157,98,46,469,1585,474,490,62.2,18.6,19.2
20120101_35004_D02_S006,1181,38.4,619,562,90.8,875,306,25.9,173,866,142,68,63,11,14.6,73.3,12,36.4,16.4,20,82.1,121.8,7.7,44.4,14.8,7979.2,2067.4,31,46,65,40,34,216,703,92,386,59.5,7.8,32.7
20120101_35004_D02_S007,1988,38.4,1029,959,93.2,1692,296,14.9,338,1389,261,160,83,18,17,69.9,13.1,43.1,18.8,24.3,77.2,129.5,6.9,31.8,15.4,12938.2,1926.4,64,76,147,75,29,391,1465,145,378,73.7,7.3,19
20120101_35004_D02_S008,1139,37.5,565,574,101.6,724,415,36.4,189,828,122,71,40,11,16.6,72.7,10.7,37.6,14.7,22.8,64.6,154.9,9,32.8,6.8,16664.7,6071.9,37,42,74,48,27,228,526,103,510,46.2,9,44.8
20120101_35004_D02_S009,2127,37.4,1079,1048,97.1,1591,536,25.2,358,1508,261,146,88,27,16.8,70.9,12.3,41,17.3,23.7,72.9,137.2,10.3,33.7,15.1,14128.2,3560.3,68,70,150,92,53,433,1267,176,684,59.6,8.3,32.2
20120101_35004_D02_S010,1756,36.3,920,836,90.9,1195,561,31.9,329,1257,170,116,43,11,18.7,71.6,9.7,39.7,13.5,26.2,51.7,193.5,6.5,25.3,15.7,11168,3567.9,76,73,120,77,29,375,938,153,665,53.4,8.7,37.9
20120101_35004_D02_S011,1427,40.2,714,713,99.9,1056,371,26,205,1030,192,106,72,14,14.4,72.2,13.5,38.5,18.6,19.9,93.7,106.8,7.3,37.5,6.8,20903.5,5434.6,35,53,82,51,20,241,765,174,488,53.6,12.2,34.2
20120101_35004_D02_S012,2302,30.5,1147,1155,100.7,1878,424,18.4,574,1661,67,51,12,4,24.9,72.2,2.9,38.6,4,34.6,11.7,856.7,6,17.9,19.7,11680.4,2151.4,102,130,227,147,38,644,1357,433,512,58.9,18.8,22.2
20120101_35004_D02_S013,1688,37.5,822,866,105.4,1262,426,25.2,278,1247,163,88,58,17,16.5,73.9,9.7,35.4,13.1,22.3,58.6,170.6,10.4,35.6,38.1,4434.3,1119.1,40,58,122,78,49,347,887,244,557,52.5,14.5,33
20120101_35004_D02_S014,2144,35.6,1099,1045,95.1,1615,529,24.7,402,1571,171,98,51,22,18.8,73.3,8,36.5,10.9,25.6,42.5,235.1,12.9,29.8,18.5,11558.9,2852,86,90,168,85,44,473,1361,184,599,63.5,8.6,27.9
20120101_35004_D02_S015,3139,33.8,1653,1486,89.9,2555,584,18.6,616,2375,148,97,46,5,19.6,75.7,4.7,32.2,6.2,25.9,24,416.2,3.4,31.1,1537.2,204.2,38,113,119,263,170,74,739,2135,310,694,68,9.9,22.1
20120101_35004_D02_S016,3056,32.1,1529,1527,99.9,2537,519,17,639,2321,96,66,24,6,20.9,75.9,3.1,31.7,4.1,27.5,15,665.6,6.2,25,24,12751.1,2165.5,145,135,245,158,65,748,1985,432,639,65,14.1,20.9
20120101_35004_D02_S017,2688,32,1373,1315,95.8,2339,349,13,579,2032,77,43,28,6,21.5,75.6,2.9,32.3,3.8,28.5,13.3,751.9,7.8,36.4,21.7,12413.5,1611.7,101,116,259,135,71,682,1777,417,494,66.1,15.5,18.4
20120101_35004_D02_S018,1767,32.2,912,855,93.8,1357,410,23.2,393,1314,60,45,10,5,22.2,74.4,3.4,34.5,4.6,29.9,15.3,655,8.3,16.7,37.7,4685.7,1087.2,54,85,179,83,56,457,888,346,533,50.3,19.6,30.2
20120101_35005_D01_S001,1242,47.7,680,562,82.6,1234,8,0.6,77,893,272,118,118,36,6.2,71.9,21.9,39.1,30.5,8.6,353.2,28.3,13.2,43.4,6641.6,18.7,0.1,9,12,37,26,18,102,1211,14,17,97.5,1.1,1.4
20120101_35006_D01_S001,1046,44.7,498,548,110,1021,25,2.4,138,665,243,113,97,33,13.2,63.6,23.2,57.3,36.5,20.8,176.1,56.8,13.6,39.9,55.5,1884.4,45,11,35,61,44,18,169,953,39,54,91.1,3.7,5.2
20120101_35006_D01_S002,1299,39.4,606,693,114.4,1253,46,3.5,245,848,206,92,79,35,18.9,65.3,15.9,53.2,24.3,28.9,84.1,118.9,17,38.3,34.8,3731.5,132.1,53,46,111,47,17,274,1144,96,59,88.1,7.4,4.5
20120101_35006_D01_S003,1478,42.9,738,740,100.3,1457,21,1.4,195,1003,280,148,106,26,13.2,67.9,18.9,47.4,27.9,19.4,143.6,69.6,9.3,37.9,60.4,2446,34.8,28,35,86,60,32,241,1408,32,38,95.3,2.2,2.6
20120101_35006_D01_S004,2149,37.8,1050,1099,104.7,2111,38,1.8,411,1476,262,132,97,33,19.1,68.7,12.2,45.6,17.8,27.8,63.7,156.9,12.6,37,67.4,3187.8,56.4,78,82,175,96,36,467,1994,83,72,92.8,3.9,3.4
20120101_35006_D01_S005,1389,39.2,670,719,107.3,1354,35,2.5,205,1020,164,90,58,16,14.8,73.4,11.8,36.2,16.1,20.1,80,125,9.8,35.4,9.9,14000.9,352.8,27,52,82,56,25,242,1264,56,69,91,4,5
20120101_35006_D02_S001,1623,44.1,815,808,99.1,1602,21,1.3,192,1080,351,176,153,22,11.8,66.5,21.6,50.3,32.5,17.8,182.8,54.7,6.3,43.6,160.3,1012.3,13.1,35,28,81,63,42,249,1578,14,31,97.2,0.9,1.9
20120101_35006_D02_S002,689,42.6,340,349,102.6,675,14,2,103,448,138,67,58,13,14.9,65,20,53.8,30.8,23,134,74.6,9.4,42,132.7,519.2,10.6,19,26,42,23,10,120,650,15,24,94.3,2.2,3.5
20120101_35006_D02_S003,732,43.2,353,379,107.4,725,7,1,96,493,143,72,53,18,13.1,67.3,19.5,48.5,29,19.5,149,67.1,12.6,37.1,39.6,1847.3,17.7,18,21,31,32,12,114,683,34,15,93.3,4.6,2
20120101_35006_D03_S001,778,40.6,393,385,98,762,16,2.1,111,555,112,54,50,8,14.3,71.3,14.4,40.2,20.2,20,100.9,99.1,7.1,44.6,178.3,436.5,9,14,27,54,25,13,133,732,26,20,94.1,3.3,2.6
20120101_35006_D03_S002,1595,41.9,766,829,108.2,1569,26,1.6,223,1081,291,160,111,20,14,67.8,18.2,47.5,26.9,20.6,130.5,76.6,6.9,38.1,106.2,1501.9,24.5,30,29,112,70,34,275,1508,38,49,94.5,2.4,3.1
20120101_35006_D03_S003,1624,41.1,809,815,100.7,1591,33,2,189,1206,229,118,94,17,11.6,74.3,14.1,34.7,19,15.7,121.2,82.5,7.4,41,103.9,1563.6,31.8,23,38,91,53,39,244,1488,72,64,91.6,4.4,3.9
20120101_35006_D03_S004,822,42.6,418,404,96.7,806,16,1.9,95,586,141,61,63,17,11.6,71.3,17.2,40.3,24.1,16.2,148.4,67.4,12.1,44.7,58.9,1395.9,27.2,30,16,30,22,18,116,767,29,26,93.3,3.5,3.2
20120101_35006_D04_S001,2355,39.8,1217,1138,93.5,2298,57,2.4,349,1650,356,193,127,36,14.8,70.1,15.1,42.7,21.6,21.2,102,98,10.1,35.7,192.1,1226,29.7,55,84,146,90,35,410,2178,88,89,92.5,3.7,3.8
20120101_35006_D04_S002,928,37.7,469,459,97.9,917,11,1.2,164,658,106,58,36,12,17.7,70.9,11.4,41,16.1,24.9,64.6,154.7,11.3,34,262.5,353.5,4.2,21,33,82,37,14,187,873,29,26,94.1,3.1,2.8
20120101_35006_D04_S003,910,40.1,467,443,94.9,890,20,2.2,119,699,92,58,27,7,13.1,76.8,10.1,30.2,13.2,17,77.3,129.3,7.6,29.3,141.2,644.4,14.2,14,17,51,48,26,156,795,67,48,87.4,7.4,5.3
20120101_35006_D04_S004,995,39.1,500,495,99,962,33,3.3,160,722,113,55,46,12,16.1,72.6,11.4,37.8,15.7,22.2,70.6,141.6,10.6,40.7,76.2,1306.3,43.3,29,33,70,41,25,198,908,31,56,91.3,3.1,5.6
20120101_35006_D05_S001,1742,39.3,873,869,99.5,1710,32,1.8,242,1289,211,105,90,16,13.9,74,12.1,35.1,16.4,18.8,87.2,114.7,7.6,42.7,70,2488.6,45.7,45,53,89,69,38,294,1607,68,67,92.3,3.9,3.8
20120101_35006_D05_S002,1720,38.1,845,875,103.6,1711,9,0.5,270,1298,152,101,47,4,15.7,75.5,8.8,32.5,11.7,20.8,56.3,177.6,2.6,30.9,58.6,2937.6,15.4,29,42,120,105,40,336,1631,49,40,94.8,2.8,2.3
20120101_35006_D05_S003,1589,38.2,803,786,97.9,1574,15,0.9,270,1115,204,106,82,16,17,70.2,12.8,42.5,18.3,24.2,75.6,132.4,7.8,40.2,29.9,5314.2,50.2,43,66,101,75,41,326,1499,49,41,94.3,3.1,2.6
20120101_35006_D05_S004,1003,38.7,518,485,93.6,1001,2,0.2,167,703,133,89,38,6,16.7,70.1,13.3,42.7,18.9,23.8,79.6,125.6,4.5,28.6,208.3,481.5,1,20,32,86,35,29,202,977,18,8,97.4,1.8,0.8
20120101_35006_D05_S005,1739,40.3,852,887,104.1,1697,42,2.4,241,1226,272,148,106,18,13.9,70.5,15.6,41.8,22.2,19.7,112.9,88.6,6.6,39,29.1,5979,144.4,43,46,107,60,28,284,1618,48,73,93,2.8,4.2
20120101_35006_D05_S006,2331,35,1186,1145,96.5,2301,30,1.3,447,1771,113,71,34,8,19.2,76,4.8,31.6,6.4,25.2,25.3,395.6,7.1,30.1,95.7,2436.9,31.4,48,94,209,122,51,524,2172,97,62,93.2,4.2,2.7
20120101_35006_D06_S001,2207,37.9,1125,1082,96.2,2170,37,1.7,348,1646,213,135,62,16,15.8,74.6,9.7,34.1,12.9,21.1,61.2,163.4,7.5,29.1,246.8,894.4,15,47,79,154,91,52,423,1979,136,92,89.7,6.2,4.2
20120101_35006_D06_S002,1237,40.2,621,616,99.2,1211,26,2.1,193,885,159,92,54,13,15.6,71.5,12.9,39.8,18,21.8,82.4,121.4,8.2,34,195.8,631.8,13.3,21,27,92,68,27,235,1138,48,51,92,3.9,4.1
20120101_35006_D06_S003,737,41.1,373,364,97.6,709,28,3.8,105,530,102,58,34,10,14.2,71.9,13.8,39.1,19.2,19.8,97.1,102.9,9.8,33.3,287.4,256.4,9.7,16,20,50,26,12,124,649,44,44,88.1,6,6
20120101_35006_D07_S001,1335,42.9,689,646,93.8,1308,27,2,160,951,224,116,86,22,12,71.2,16.8,40.4,23.6,16.8,140,71.4,9.8,38.4,211.6,630.8,12.8,29,23,81,45,28,206,1263,35,37,94.6,2.6,2.8
20120101_35006_D07_S002,745,42.3,380,365,96.1,725,20,2.7,104,495,146,63,75,8,14,66.4,19.6,50.5,29.5,21,140.4,71.2,5.5,51.4,162,459.9,12.3,14,20,47,31,21,133,687,20,38,92.2,2.7,5.1
20120101_35007_D01_S001,805,44.2,419,386,92.1,657,148,18.4,91,556,158,84,50,24,11.3,69.1,19.6,44.8,28.4,16.4,173.6,57.6,15.2,31.6,10330.9,7.8,1.4,13,19,40,25,14,111,633,23,149,78.6,2.9,18.5
20120101_35008_D01_S001,1352,41.1,682,670,98.2,1326,26,1.9,194,929,229,119,86,24,14.3,68.7,16.9,45.5,24.7,20.9,118,84.7,10.5,37.6,381.4,354.5,6.8,50,36,76,54,28,244,1273,38,41,94.2,2.8,3
20120101_35008_D01_S002,1360,37.9,682,678,99.4,1340,20,1.5,263,926,171,89,70,12,19.3,68.1,12.6,46.9,18.5,28.4,65,153.8,7,40.9,71.7,1897.8,27.9,33,50,126,71,42,322,1290,34,36,94.9,2.5,2.6
20120101_35008_D02_S001,1197,41.6,624,573,91.8,1131,66,5.5,169,844,184,102,65,17,14.1,70.5,15.4,41.8,21.8,20,108.9,91.8,9.2,35.3,476.2,251.4,13.9,28,40,68,46,17,199,1078,30,89,90.1,2.5,7.4
20120101_35008_D03_S001,728,42.2,374,354,94.7,705,23,3.2,99,495,134,62,63,9,13.6,68,18.4,47.1,27.1,20,135.4,73.9,6.7,47,151.3,481.2,15.2,30,21,37,13,15,116,678,24,26,93.1,3.3,3.6
20120101_35008_D03_S002,781,42.1,383,398,103.9,778,3,0.4,113,543,125,63,46,16,14.5,69.5,16,43.8,23,20.8,110.6,90.4,12.8,36.8,120.6,647.7,2.5,16,19,45,42,11,133,753,16,12,96.4,2,1.5
20120101_35008_D04_S001,1026,42,536,490,91.4,1002,24,2.3,126,724,176,111,51,14,12.3,70.6,17.2,41.7,24.3,17.4,139.7,71.6,8,29,269.2,381.1,8.9,18,28,51,37,21,155,954,39,33,93,3.8,3.2
20120101_35008_D04_S002,1204,38.5,619,585,94.5,1191,13,1.1,187,873,144,85,46,13,15.5,72.5,12,37.9,16.5,21.4,77,129.9,9,31.9,132.4,909.1,9.8,38,39,82,38,27,224,1144,36,24,95,3,2
20120101_35009_D01_S001,2066,41.4,1023,1043,102,2021,45,2.2,305,1419,342,178,123,41,14.8,68.7,16.6,45.6,24.1,21.5,112.1,89.2,12,36,38.9,5308,115.6,47,66,132,81,35,361,1943,52,71,94,2.5,3.4
20120101_35009_D01_S002,2022,42.6,993,1029,103.6,1971,51,2.5,277,1362,383,172,168,43,13.7,67.4,18.9,48.5,28.1,20.3,138.3,72.3,11.2,43.9,280.6,720.7,18.2,37,72,124,64,39,336,1868,75,79,92.4,3.7,3.9
20120101_35009_D01_S003,1030,42.8,537,493,91.8,993,37,3.6,141,693,196,96,77,23,13.7,67.3,19,48.6,28.3,20.3,139,71.9,11.7,39.3,10.8,9549.8,343,17,22,66,47,24,176,967,15,48,93.9,1.5,4.7
20120101_35009_D01_S004,1186,42.6,590,596,101,1140,46,3.9,157,808,221,125,72,24,13.2,68.1,18.6,46.8,27.4,19.4,140.8,71,10.9,32.6,7.6,15664,607.5,27,31,62,53,28,201,1095,19,72,92.3,1.6,6.1
