GEOCODE_SECCIONES_2009,Población,Población. Edad media,Población. Hombres,Población. Mujeres,Población de mujeres dividida por la población de hombres,Población de nacionalidad española,Población de nacionalidad extranjera,Población de nacionalidad extranjera (%),Población de 0 a 14 años de edad,Población de 15 a 64 años de edad,Población de 65 o más años de edad,Población de 65 a 74 años de edad,Población de 75 a 84 años de edad,Población de 85 o más años de edad,Población de 0 a 14 años de edad (%),Población de 15 a 64 años de edad (%),Población de 65 o más años de edad (%),Suma de la población de 0 a 14 años y de la población de 65 o más años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 15 a 64 años,Población de 0 a 14 años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 0 a 14 años,Población de 0 a 14 años dividida por la población de 65 o más años,Población de 85 o más años dividida por la población de 65 o más años,Población de 75 a 84 años dividida por la población de 65 o más años,Superficie calculada sobre geom no generalizado (ha),Población / km2,Población. Extranjeros / km2,Población de 0 a 2 años,Población de 3 a 5 años,Población de 6 a 11 años,Población de 12 a 15 años,Población de 16 a 17 años,Población de 0 a 17 años,Población. Nacidos en Canarias,Población. Nacidos en el resto de España,Población. Nacidos en el extranjero,Población. Nacidos en Canarias (%),Población. Nacidos en el resto de España (%),Población. Nacidos en el extranjero (%)
20090101_35002_D01_S006,1509,38.8,764,745,97.5,1273,236,15.6,208,1139,162,103,45,14,13.8,75.5,10.7,32.5,14.2,18.3,77.9,128.4,8.6,27.8,13.4,11289.9,1765.7,45,47,79,52,27,250,1057,177,275,70,11.7,18.2
20090101_35002_D01_S007,2161,33.7,1082,1079,99.7,2143,18,0.8,447,1578,136,93,38,5,20.7,73,6.3,36.9,8.6,28.3,30.4,328.7,3.7,27.9,36,6009.5,50.1,79,106,178,114,60,537,2062,56,43,95.4,2.6,2
20090101_35002_D01_S008,1280,42.1,665,615,92.5,1235,45,3.5,167,875,238,115,94,29,13,68.4,18.6,46.3,27.2,19.1,142.5,70.2,12.2,39.5,2254.6,56.8,2,28,41,59,48,23,199,1160,59,61,90.6,4.6,4.8
20090101_35002_D01_S009,2265,32.9,1174,1091,92.9,2031,234,10.3,470,1643,152,87,52,13,20.8,72.5,6.7,37.9,9.3,28.6,32.3,309.2,8.6,34.2,31.7,7155.2,739.2,110,94,176,119,41,540,1885,78,302,83.2,3.4,13.3
20090101_35002_D01_S010,1810,36.1,954,856,89.7,1608,202,11.2,282,1427,101,61,33,7,15.6,78.8,5.6,26.8,7.1,19.8,35.8,279.2,6.9,32.7,47,3851.9,429.9,69,53,103,75,36,336,1394,182,234,77,10.1,12.9
20090101_35002_D01_S011,1983,36.5,1010,973,96.3,1780,203,10.2,366,1385,232,154,72,6,18.5,69.8,11.7,43.2,16.8,26.4,63.4,157.8,2.6,31,58.4,3397.9,347.8,69,91,146,90,42,438,1648,70,265,83.1,3.5,13.4
20090101_35002_D01_S012,2549,36.6,1333,1216,91.2,2188,361,14.2,410,1940,199,126,65,8,16.1,76.1,7.8,31.4,10.3,21.1,48.5,206,4,32.7,31,8217,1163.7,104,93,136,106,43,482,1904,225,420,74.7,8.8,16.5
20090101_35002_D01_S013,2015,33.4,1046,969,92.6,1922,93,4.6,420,1455,140,86,42,12,20.8,72.2,6.9,38.5,9.6,28.9,33.3,300,8.6,30,509.8,395.2,18.2,77,76,171,122,58,504,1852,43,120,91.9,2.1,6
20090101_35002_D01_S014,1047,38.6,539,508,94.2,1032,15,1.4,147,801,99,60,30,9,14,76.5,9.5,30.7,12.4,18.4,67.3,148.5,9.1,30.3,62,1688,24.2,23,31,62,43,28,187,1002,20,25,95.7,1.9,2.4
20090101_35002_D01_S015,1686,33.9,843,843,100,1386,300,17.8,338,1241,107,71,30,6,20,73.6,6.3,35.9,8.6,27.2,31.7,315.9,5.6,28,27.8,6072.3,1080.5,73,64,138,85,36,396,1266,63,357,75.1,3.7,21.2
20090101_35002_D01_S016,1427,34.2,745,682,91.5,1229,198,13.9,274,1066,87,55,26,6,19.2,74.7,6.1,33.9,8.2,25.7,31.8,314.9,6.9,29.9,9.1,15659.1,2172.7,58,53,110,72,25,318,1061,122,244,74.4,8.5,17.1
20090101_35002_D01_S017,2114,30.3,1095,1019,93.1,2032,82,3.9,518,1524,72,46,25,1,24.5,72.1,3.4,38.7,4.7,34,13.9,719.4,1.4,34.7,1706.7,123.9,4.8,133,117,181,116,45,592,1904,99,111,90.1,4.7,5.3
20090101_35002_D01_S018,1353,35.3,707,646,91.4,1188,165,12.2,237,1033,83,56,20,7,17.5,76.3,6.1,31,8,22.9,35,285.5,8.4,24.1,14.4,9408.4,1147.4,43,58,92,60,28,281,1003,127,223,74.1,9.4,16.5
20090101_35003_D01_S001,2233,35.9,1176,1057,89.9,1983,250,11.2,414,1623,196,112,63,21,18.5,72.7,8.8,37.6,12.1,25.5,47.3,211.2,10.7,32.1,3554.1,62.8,7,78,89,162,104,63,496,1784,187,262,79.9,8.4,11.7
20090101_35003_D01_S002,1276,37.9,673,603,89.6,1087,189,14.8,202,937,137,77,41,19,15.8,73.4,10.7,36.2,14.6,21.6,67.8,147.4,13.9,29.9,14329,8.9,1.3,37,40,73,64,31,245,989,85,202,77.5,6.7,15.8
20090101_35003_D01_S003,3723,37.1,1994,1729,86.7,1327,2396,64.4,430,3114,179,145,21,13,11.5,83.6,4.8,19.6,5.7,13.8,41.6,240.2,7.3,11.7,1898.8,196.1,126.2,120,89,159,85,49,502,513,780,2430,13.8,21,65.3
20090101_35003_D01_S004,2027,36.2,1211,816,67.4,817,1210,59.7,281,1652,94,77,15,2,13.9,81.5,4.6,22.7,5.7,17,33.5,298.9,2.1,16,245.9,824.5,492.2,70,60,110,54,25,319,397,408,1222,19.6,20.1,60.3
20090101_35003_D01_S005,1112,36.6,585,527,90.1,785,327,29.4,225,802,85,47,29,9,20.2,72.1,7.6,38.7,10.6,28.1,37.8,264.7,10.6,34.1,4928.3,22.6,6.6,33,34,95,73,27,262,668,103,341,60.1,9.3,30.7
20090101_35004_D01_S001,1862,37.9,998,864,86.6,1391,471,25.3,305,1346,211,99,72,40,16.4,72.3,11.3,38.3,15.7,22.7,69.2,144.5,19,34.1,65.1,2861.3,723.8,53,66,128,76,45,368,1063,273,526,57.1,14.7,28.2
20090101_35004_D01_S002,1892,37.1,1022,870,85.1,1530,362,19.1,333,1343,216,119,71,26,17.6,71,11.4,40.9,16.1,24.8,64.9,154.2,12,32.9,12.9,14638.6,2800.8,76,58,137,83,40,394,1269,204,419,67.1,10.8,22.1
20090101_35004_D01_S003,2214,38.8,1098,1116,101.6,1553,661,29.9,304,1656,254,123,95,36,13.7,74.8,11.5,33.7,15.3,18.4,83.6,119.7,14.2,37.4,14.9,14831.8,4428.1,71,57,114,77,49,368,1160,316,738,52.4,14.3,33.3
20090101_35004_D01_S004,2127,37.5,1047,1080,103.2,1452,675,31.7,272,1659,196,105,70,21,12.8,78,9.2,28.2,11.8,16.4,72.1,138.8,10.7,35.7,15.9,13408.1,4255.1,61,39,114,74,69,357,1035,323,769,48.7,15.2,36.2
20090101_35004_D01_S005,2121,33.5,1107,1014,91.6,1638,483,22.8,404,1594,123,70,43,10,19,75.2,5.8,33.1,7.7,25.3,30.4,328.5,8.1,35,226.1,938.1,213.6,86,80,156,111,51,484,1285,280,556,60.6,13.2,26.2
20090101_35004_D01_S006,2654,35.3,1295,1359,104.9,1778,876,33,465,1958,231,128,83,20,17.5,73.8,8.7,35.5,11.8,23.7,49.7,201.3,8.7,35.9,19.8,13398.8,4422.5,103,85,181,117,67,553,1324,343,987,49.9,12.9,37.2
20090101_35004_D01_S007,1530,35.2,767,763,99.5,1030,500,32.7,260,1150,120,64,43,13,17,75.2,7.8,33,10.4,22.6,46.2,216.7,10.8,35.8,10.5,14569.6,4761.3,62,59,98,56,31,306,723,235,572,47.3,15.4,37.4
20090101_35004_D01_S008,1158,37.7,583,575,98.6,890,268,23.1,190,837,131,63,57,11,16.4,72.3,11.3,38.4,15.7,22.7,68.9,145,8.4,43.5,5.2,22189,5135.3,38,40,71,52,35,236,709,161,288,61.2,13.9,24.9
20090101_35004_D01_S009,1821,38.5,913,908,99.5,1407,414,22.7,239,1402,180,111,46,23,13.1,77,9.9,29.9,12.8,17,75.3,132.8,12.8,25.6,7.3,24994.9,5682.5,50,54,91,57,37,289,1031,301,489,56.6,16.5,26.9
20090101_35004_D01_S010,1774,34.6,873,901,103.2,1436,338,19.1,272,1421,81,59,14,8,15.3,80.1,4.6,24.8,5.7,19.1,29.8,335.8,9.9,17.3,17,10439.8,1989.1,47,42,122,96,59,366,1074,310,390,60.5,17.5,22
20090101_35004_D01_S011,1304,33.7,665,639,96.1,948,356,27.3,234,1007,63,38,18,7,17.9,77.2,4.8,29.5,6.3,23.2,26.9,371.4,11.1,28.6,5,25948.2,7084,50,49,81,73,38,291,608,287,409,46.6,22,31.4
20090101_35004_D01_S012,1390,36.4,709,681,96.1,999,391,28.1,232,1032,126,67,44,15,16.7,74.2,9.1,34.7,12.2,22.5,54.3,184.1,11.9,34.9,8,17329.1,4874.6,56,56,81,53,29,275,784,170,436,56.4,12.2,31.4
20090101_35004_D02_S001,1888,32.6,965,923,95.6,1356,532,28.2,383,1420,85,61,15,9,20.3,75.2,4.5,33,6,27,22.2,450.6,10.6,17.6,17.5,10817.9,3048.3,80,97,148,73,51,449,1038,260,590,55,13.8,31.2
20090101_35004_D02_S002,1734,37.4,916,818,89.3,1323,411,23.7,263,1263,208,131,63,14,15.2,72.8,12,37.3,16.5,20.8,79.1,126.4,6.7,30.3,24.3,7124.5,1688.7,54,58,96,75,49,332,1094,172,468,63.1,9.9,27
20090101_35004_D02_S003,1785,38.3,933,852,91.3,1456,329,18.4,275,1266,244,165,63,16,15.4,70.9,13.7,41,19.3,21.7,88.7,112.7,6.6,25.8,13.6,13096.3,2413.8,45,68,120,65,36,334,1232,159,394,69,8.9,22.1
20090101_35004_D02_S004,2070,34.4,1068,1002,93.8,1786,284,13.7,369,1572,129,85,36,8,17.8,75.9,6.2,31.7,8.2,23.5,35,286,6.2,27.9,20.7,10004.2,1372.6,89,84,144,80,51,448,1568,189,313,75.7,9.1,15.1
20090101_35004_D02_S005,2521,36,1287,1234,95.9,2087,434,17.2,387,1966,168,116,35,17,15.4,78,6.7,28.2,8.5,19.7,43.4,230.4,10.1,20.8,154,1636.5,281.7,80,95,142,89,67,473,1541,454,526,61.1,18,20.9
20090101_35004_D02_S006,1206,38,636,570,89.6,880,326,27,165,893,148,83,51,14,13.7,74,12.3,35.1,16.6,18.5,89.7,111.5,9.5,34.5,14.8,8148.2,2202.6,38,25,62,53,29,207,739,90,377,61.3,7.5,31.3
20090101_35004_D02_S007,2173,37.2,1122,1051,93.7,1786,387,17.8,335,1600,238,159,59,20,15.4,73.6,11,35.8,14.9,20.9,71,140.8,8.4,24.8,15.4,14142.3,2518.7,82,85,121,73,45,406,1551,181,441,71.4,8.3,20.3
20090101_35004_D02_S008,1092,35.8,553,539,97.5,647,445,40.8,164,842,86,50,26,10,15,77.1,7.9,29.7,10.2,19.5,52.4,190.7,11.6,30.2,6.8,15977.1,6510.8,45,39,58,36,25,203,451,132,509,41.3,12.1,46.6
20090101_35004_D02_S009,2090,36.1,1111,979,88.1,1496,594,28.4,360,1502,228,136,78,14,17.2,71.9,10.9,39.1,15.2,24,63.3,157.9,6.1,34.2,15.1,13882.4,3945.5,77,76,139,90,50,432,1247,190,653,59.7,9.1,31.2
20090101_35004_D02_S010,1809,35.6,960,849,88.4,1178,631,34.9,294,1379,136,85,45,6,16.3,76.2,7.5,31.2,9.9,21.3,46.3,216.2,4.4,33.1,15.7,11505.1,4013.1,64,70,114,59,48,355,955,146,708,52.8,8.1,39.1
20090101_35004_D02_S011,1545,37.1,782,763,97.6,1107,438,28.3,245,1128,172,103,56,13,15.9,73,11.1,37,15.2,21.7,70.2,142.4,7.6,32.6,6.8,22632.1,6416.1,74,47,87,57,31,296,828,211,506,53.6,13.7,32.8
20090101_35004_D02_S012,2336,29.1,1195,1141,95.5,1842,494,21.1,554,1741,41,33,5,3,23.7,74.5,1.8,34.2,2.4,31.8,7.4,1351.2,7.3,12.2,19.7,11852.9,2506.6,136,127,216,104,54,637,1288,469,579,55.1,20.1,24.8
20090101_35004_D02_S013,1900,36.8,980,920,93.9,1326,574,30.2,299,1412,189,120,54,15,15.7,74.3,9.9,34.6,13.4,21.2,63.2,158.2,7.9,28.6,38.1,4991.2,1507.9,57,53,124,87,59,380,981,280,639,51.6,14.7,33.6
20090101_35004_D02_S014,2265,34.6,1184,1081,91.3,1651,614,27.1,410,1697,158,89,47,22,18.1,74.9,7,33.5,9.3,24.2,38.5,259.5,13.9,29.7,18.5,12211.2,3310.2,86,92,158,99,38,473,1385,193,687,61.1,8.5,30.3
20090101_35004_D02_S015,3154,32.2,1685,1469,87.2,2373,781,24.8,633,2410,111,75,33,3,20.1,76.4,3.5,30.9,4.6,26.3,17.5,570.3,2.7,29.7,1537.3,205.2,50.8,137,127,238,188,91,781,2035,305,814,64.5,9.7,25.8
20090101_35004_D02_S016,3025,31,1566,1459,93.2,2322,703,23.2,626,2320,79,49,27,3,20.7,76.7,2.6,30.4,3.4,27,12.6,792.4,3.8,34.2,24,12621.7,2933.2,153,118,243,148,80,742,1823,434,768,60.3,14.3,25.4
20090101_35004_D02_S017,2861,30,1479,1382,93.4,2376,485,17,640,2164,57,34,17,6,22.4,75.6,2,32.2,2.6,29.6,8.9,1122.8,10.5,29.8,21.7,13212.4,2239.8,140,158,223,170,98,789,1783,481,597,62.3,16.8,20.9
20090101_35004_D02_S018,1826,30.7,944,882,93.4,1325,501,27.4,417,1347,62,48,12,2,22.8,73.8,3.4,35.6,4.6,31,14.9,672.6,3.2,19.4,37.7,4842.1,1328.5,99,93,165,85,45,487,876,362,588,48,19.8,32.2
20090101_35005_D01_S001,1257,46.1,674,583,86.5,1251,6,0.5,91,904,262,131,111,20,7.2,71.9,20.8,39,29,10.1,287.9,34.7,7.6,42.4,6641.7,18.9,0.1,11,17,39,31,19,117,1224,18,15,97.4,1.4,1.2
20090101_35006_D01_S001,1142,43.3,543,599,110.3,1121,21,1.8,161,736,245,116,97,32,14.1,64.4,21.5,55.2,33.3,21.9,152.2,65.7,13.1,39.6,55.5,2057.3,37.8,28,35,66,42,31,202,1046,44,52,91.6,3.9,4.6
20090101_35006_D01_S002,2533,37.3,1216,1317,108.3,2458,75,3,420,1837,276,143,106,27,16.6,72.5,10.9,37.9,15,22.9,65.7,152.2,9.8,38.4,44.7,5662.6,167.7,87,112,159,97,65,520,2299,116,118,90.8,4.6,4.7
20090101_35006_D01_S003,1505,41.7,767,738,96.2,1490,15,1,211,1024,270,142,106,22,14,68,17.9,47,26.4,20.6,128,78.1,8.1,39.3,60.4,2490.7,24.8,25,41,98,61,35,260,1438,34,33,95.5,2.3,2.2
20090101_35006_D01_S004,1948,37.3,961,987,102.7,1920,28,1.4,364,1343,241,128,92,21,18.7,68.9,12.4,45,17.9,27.1,66.2,151,8.7,38.2,67.4,2889.7,41.5,68,94,152,64,35,413,1817,74,57,93.3,3.8,2.9
20090101_35006_D02_S001,1691,42.3,844,847,100.4,1672,19,1.1,220,1136,335,193,127,15,13,67.2,19.8,48.9,29.5,19.4,152.3,65.7,4.5,37.9,160.3,1054.7,11.9,28,44,87,74,46,279,1655,10,26,97.9,0.6,1.5
20090101_35006_D02_S002,675,41.7,335,340,101.5,667,8,1.2,99,450,126,71,45,10,14.7,66.7,18.7,50,28,22,127.3,78.6,7.9,35.7,132.7,508.7,6,22,19,38,23,9,111,643,15,17,95.3,2.2,2.5
20090101_35006_D02_S003,768,41.5,375,393,104.8,757,11,1.4,101,527,140,82,43,15,13.2,68.6,18.2,45.7,26.6,19.2,138.6,72.1,10.7,30.7,39.6,1938.1,27.8,22,16,43,28,16,125,715,33,20,93.1,4.3,2.6
20090101_35006_D03_S001,771,40.1,398,373,93.7,759,12,1.6,127,516,128,65,51,12,16.5,66.9,16.6,49.4,24.8,24.6,100.8,99.2,9.4,39.8,178.6,431.7,6.7,22,31,50,30,18,151,724,27,20,93.9,3.5,2.6
20090101_35006_D03_S002,1602,40.1,787,815,103.6,1579,23,1.4,249,1100,253,151,84,18,15.5,68.7,15.8,45.6,23,22.6,101.6,98.4,7.1,33.2,105.9,1513.2,21.7,33,58,105,76,27,299,1528,36,38,95.4,2.2,2.4
20090101_35006_D03_S003,1466,40.7,737,729,98.9,1441,25,1.7,176,1085,205,107,85,13,12,74,14,35.1,18.9,16.2,116.5,85.9,6.3,41.5,103.9,1410.7,24.1,32,40,60,58,35,225,1358,62,46,92.6,4.2,3.1
20090101_35006_D03_S004,824,42,433,391,90.3,806,18,2.2,86,610,128,68,47,13,10.4,74,15.5,35.1,21,14.1,148.8,67.2,10.2,36.7,58.8,1401.1,30.6,19,13,33,23,18,106,767,30,27,93.1,3.6,3.3
20090101_35006_D04_S001,2277,39.3,1188,1089,91.7,2231,46,2,341,1602,334,167,138,29,15,70.4,14.7,42.1,20.8,21.3,97.9,102.1,8.7,41.3,192.1,1185.3,23.9,77,70,131,86,45,409,2114,88,75,92.8,3.9,3.3
20090101_35006_D04_S002,884,36.5,444,440,99.1,871,13,1.5,154,641,89,51,30,8,17.4,72.5,10.1,37.9,13.9,24,57.8,173,9,33.7,262.5,336.8,5,32,38,62,33,14,179,838,26,20,94.8,2.9,2.3
20090101_35006_D04_S003,972,37.4,486,486,100,937,35,3.6,156,737,79,52,21,6,16,75.8,8.1,31.9,10.7,21.2,50.6,197.5,7.6,26.6,141.3,688.1,24.8,24,22,62,58,29,195,829,77,66,85.3,7.9,6.8
20090101_35006_D04_S004,970,38.2,498,472,94.8,943,27,2.8,150,714,106,63,34,9,15.5,73.6,10.9,35.9,14.8,21,70.7,141.5,8.5,32.1,76.2,1273.5,35.4,30,43,48,40,15,176,891,34,45,91.9,3.5,4.6
20090101_35006_D05_S001,1665,38.4,824,841,102.1,1643,22,1.3,240,1232,193,101,76,16,14.4,74,11.6,35.1,15.7,19.5,80.4,124.4,8.3,39.4,70,2378.6,31.4,47,44,95,71,42,299,1555,56,54,93.4,3.4,3.2
20090101_35006_D05_S002,1929,35.8,957,972,101.6,1912,17,0.9,349,1446,134,90,34,10,18.1,75,6.9,33.4,9.3,24.1,38.4,260.4,7.5,25.4,58.6,3294.5,29,47,74,147,112,44,424,1831,50,48,94.9,2.6,2.5
20090101_35006_D05_S003,1504,37.2,760,744,97.9,1488,16,1.1,273,1031,200,118,67,15,18.2,68.6,13.3,45.9,19.4,26.5,73.3,136.5,7.5,33.5,29.9,5029.9,53.5,65,45,111,61,55,337,1424,46,34,94.7,3.1,2.3
20090101_35006_D05_S004,1066,36.7,544,522,96,1065,1,0.1,199,748,119,72,40,7,18.7,70.2,11.2,42.5,15.9,26.6,59.8,167.2,5.9,33.6,208.3,511.8,0.5,32,53,79,51,25,240,1045,13,8,98,1.2,0.8
20090101_35006_D05_S005,1661,39.1,798,863,108.1,1642,19,1.1,238,1175,248,145,89,14,14.3,70.7,14.9,41.4,21.1,20.3,104.2,96,5.6,35.9,29.1,5710.8,65.3,39,61,97,63,37,297,1567,45,49,94.3,2.7,3
20090101_35006_D05_S006,2225,33.4,1133,1092,96.4,2199,26,1.2,446,1690,89,53,29,7,20,76,4,31.7,5.3,26.4,20,501.1,7.9,32.6,95.7,2326.1,27.2,78,103,185,118,57,541,2077,85,63,93.3,3.8,2.8
20090101_35006_D06_S001,2155,36.4,1097,1058,96.4,2114,41,1.9,367,1598,190,122,50,18,17,74.2,8.8,34.9,11.9,23,51.8,193.2,9.5,26.3,246.8,873.3,16.6,77,73,141,100,39,430,1942,124,89,90.1,5.8,4.1
20090101_35006_D06_S002,1191,39.1,589,602,102.2,1168,23,1.9,202,854,135,80,43,12,17,71.7,11.3,39.5,15.8,23.7,66.8,149.6,8.9,31.9,195.8,608.3,11.7,24,35,102,49,21,231,1093,47,51,91.8,3.9,4.3
20090101_35006_D06_S003,750,38.9,386,364,94.3,732,18,2.4,111,545,94,62,26,6,14.8,72.7,12.5,37.6,17.2,20.4,84.7,118.1,6.4,27.7,287.4,260.9,6.3,23,24,47,26,18,138,669,45,36,89.2,6,4.8
20090101_35006_D07_S001,1361,41.3,690,671,97.2,1346,15,1.1,193,946,222,122,78,22,14.2,69.5,16.3,43.9,23.5,20.4,115,86.9,9.9,35.1,211.6,643.1,7.1,26,42,81,57,31,237,1311,29,21,96.3,2.1,1.5
20090101_35006_D07_S002,724,41.7,369,355,96.2,708,16,2.2,110,464,150,77,64,9,15.2,64.1,20.7,56,32.3,23.7,136.4,73.3,6,42.7,162,446.9,9.9,17,25,38,45,10,135,677,22,25,93.5,3,3.5
20090101_35007_D01_S001,680,45.4,343,337,98.3,592,88,12.9,54,484,142,69,44,29,7.9,71.2,20.9,40.5,29.3,11.2,263,38,20.4,31,10330.9,6.6,0.9,0,6,26,34,15,81,578,14,88,85,2.1,12.9
20090101_35008_D01_S001,1374,40.8,695,679,97.7,1361,13,0.9,195,952,227,115,91,21,14.2,69.3,16.5,44.3,23.8,20.5,116.4,85.9,9.3,40.1,381.4,360.2,3.4,38,35,73,61,26,233,1310,37,27,95.3,2.7,2
20090101_35008_D01_S002,1361,36.6,687,674,98.1,1343,18,1.3,288,910,163,97,52,14,21.2,66.9,12,49.6,17.9,31.6,56.6,176.7,8.6,31.9,71.7,1899.2,25.1,49,54,125,68,40,336,1295,32,34,95.2,2.4,2.5
20090101_35008_D02_S001,1145,41,604,541,89.6,1094,51,4.5,149,826,170,104,48,18,13,72.1,14.8,38.6,20.6,18,114.1,87.6,10.6,28.2,476.7,240.2,10.7,34,35,57,39,19,184,1052,30,63,91.9,2.6,5.5
20090101_35008_D03_S001,684,43.3,363,321,88.4,671,13,1.9,80,469,135,67,58,10,11.7,68.6,19.7,45.8,28.8,17.1,168.8,59.3,7.4,43,151.3,452.2,8.6,20,12,31,18,16,97,646,19,19,94.4,2.8,2.8
20090101_35008_D03_S002,774,41.2,383,391,102.1,770,4,0.5,110,542,122,62,50,10,14.2,70,15.8,42.8,22.5,20.3,110.9,90.2,8.2,41,120.6,641.9,3.3,19,22,48,27,17,133,738,23,13,95.3,3,1.7
20090101_35008_D04_S001,1072,40.3,556,516,92.8,1039,33,3.1,139,773,160,101,47,12,13,72.1,14.9,38.7,20.7,18,115.1,86.9,7.5,29.4,269.2,398.2,12.3,30,21,57,48,19,175,989,39,44,92.3,3.6,4.1
20090101_35008_D04_S002,1114,38,571,543,95.1,1105,9,0.8,168,821,125,74,40,11,15.1,73.7,11.2,35.7,15.2,20.5,74.4,134.4,8.8,32,131.9,844.5,6.8,38,41,54,45,24,202,1065,29,20,95.6,2.6,1.8
20090101_35009_D01_S001,2110,39.6,1033,1077,104.3,2064,46,2.2,321,1491,298,150,108,40,15.2,70.7,14.1,41.5,20,21.5,92.8,107.7,13.4,36.2,38.9,5421.1,118.2,63,76,122,80,50,391,1977,66,67,93.7,3.1,3.2
20090101_35009_D01_S002,2047,40.9,1003,1044,104.1,2004,43,2.1,304,1394,349,172,126,51,14.9,68.1,17,46.8,25,21.8,114.8,87.1,14.6,36.1,280.6,729.5,15.3,69,64,112,78,50,373,1906,66,75,93.1,3.2,3.7
20090101_35009_D01_S003,1048,40.7,542,506,93.4,1030,18,1.7,166,717,165,86,65,14,15.8,68.4,15.7,46.2,23,23.2,99.4,100.6,8.5,39.4,10.8,9716.7,166.9,27,26,72,51,18,194,1001,16,31,95.5,1.5,3
20090101_35009_D01_S004,1237,41,605,632,104.5,1195,42,3.4,182,849,206,110,75,21,14.7,68.6,16.7,45.7,24.3,21.4,113.2,88.3,10.2,36.4,7.6,16337.6,554.7,36,36,72,43,29,216,1150,24,63,93,1.9,5.1
