GEOCODE_SECCIONES_2008,Población,Población. Edad media,Población. Hombres,Población. Mujeres,Población de mujeres dividida por la población de hombres,Población de nacionalidad española,Población de nacionalidad extranjera,Población de nacionalidad extranjera (%),Población de 0 a 14 años de edad,Población de 15 a 64 años de edad,Población de 65 o más años de edad,Población de 65 a 74 años de edad,Población de 75 a 84 años de edad,Población de 85 o más años de edad,Población de 0 a 14 años de edad (%),Población de 15 a 64 años de edad (%),Población de 65 o más años de edad (%),Suma de la población de 0 a 14 años y de la población de 65 o más años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 15 a 64 años,Población de 0 a 14 años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 0 a 14 años,Población de 0 a 14 años dividida por la población de 65 o más años,Población de 85 o más años dividida por la población de 65 o más años,Población de 75 a 84 años dividida por la población de 65 o más años,Superficie calculada sobre geom no generalizado (ha),Población / km2,Población. Extranjeros / km2,Población de 0 a 2 años,Población de 3 a 5 años,Población de 6 a 11 años,Población de 12 a 15 años,Población de 16 a 17 años,Población de 0 a 17 años,Población. Nacidos en Canarias,Población. Nacidos en el resto de España,Población. Nacidos en el extranjero,Población. Nacidos en Canarias (%),Población. Nacidos en el resto de España (%),Población. Nacidos en el extranjero (%)
20080101_35002_D01_S012,2470,36.2,1290,1180,91.5,2136,334,13.5,394,1889,187,121,54,12,16,76.5,7.6,30.8,9.9,20.9,47.5,210.7,6.4,28.9,31,7962.3,1076.7,109,78,138,92,39,456,1851,237,382,74.9,9.6,15.5
20080101_35002_D01_S013,1995,32.7,1032,963,93.3,1901,94,4.7,430,1427,138,90,38,10,21.6,71.5,6.9,39.8,9.7,30.1,32.1,311.6,7.2,27.5,509.8,391.3,18.4,86,75,183,121,50,515,1830,45,120,91.7,2.3,6
20080101_35002_D01_S014,1075,37.7,554,521,94,1062,13,1.2,162,815,98,59,29,10,15.1,75.8,9.1,31.9,12,19.9,60.5,165.3,10.2,29.6,62,1733.1,21,27,35,64,47,27,200,1035,17,23,96.3,1.6,2.1
20080101_35002_D01_S015,1575,33.7,791,784,99.1,1341,234,14.9,312,1164,99,66,28,5,19.8,73.9,6.3,35.3,8.5,26.8,31.7,315.2,5.1,28.3,27.8,5672.6,842.8,63,70,127,70,35,365,1233,62,280,78.3,3.9,17.8
20080101_35002_D01_S016,1355,34.1,714,641,89.8,1179,176,13,264,1007,84,55,24,5,19.5,74.3,6.2,34.6,8.3,26.2,31.8,314.3,6,28.6,9.1,14869,1931.3,57,62,100,56,33,308,1014,127,214,74.8,9.4,15.8
20080101_35002_D01_S017,2007,30.2,1026,981,95.6,1929,78,3.9,490,1447,70,48,21,1,24.4,72.1,3.5,38.7,4.8,33.9,14.3,700,1.4,30,1706.7,117.6,4.6,133,103,167,104,48,555,1803,102,102,89.8,5.1,5.1
20080101_35003_D01_S001,2167,35.6,1134,1033,91.1,1940,227,10.5,393,1584,190,100,66,24,18.1,73.1,8.8,36.8,12,24.8,48.3,206.8,12.6,34.7,3554.1,61,6.4,72,87,167,96,61,483,1723,198,246,79.5,9.1,11.4
20080101_35003_D01_S002,1261,37.5,657,604,91.9,1079,182,14.4,199,937,125,67,40,18,15.8,74.3,9.9,34.6,13.3,21.2,62.8,159.2,14.4,32,14329,8.8,1.3,41,28,89,55,21,234,976,90,195,77.4,7.1,15.5
20080101_35003_D01_S003,3363,36.7,1803,1560,86.5,1312,2051,61,365,2856,142,115,19,8,10.9,84.9,4.2,17.8,5,12.8,38.9,257,5.6,13.4,1898.8,177.1,108,77,71,151,85,47,431,458,800,2105,13.6,23.8,62.6
20080101_35003_D01_S004,1917,35.7,1175,742,63.1,849,1068,55.7,260,1575,82,65,17,0,13.6,82.2,4.3,21.7,5.2,16.5,31.5,317.1,0,20.7,245.9,779.7,434.4,55,57,113,49,20,294,374,442,1101,19.5,23.1,57.4
20080101_35003_D01_S005,1007,36,533,474,88.9,737,270,26.8,200,732,75,44,25,6,19.9,72.7,7.4,37.6,10.2,27.3,37.5,266.7,8,33.3,4928.3,20.4,5.5,34,28,85,65,31,243,633,88,286,62.9,8.7,28.4
20080101_35004_D01_S001,1927,37.7,1028,899,87.5,1452,475,24.6,308,1411,208,92,72,44,16,73.2,10.8,36.6,14.7,21.8,67.5,148.1,21.2,34.6,65.1,2961.2,729.9,52,78,116,90,32,368,1103,296,528,57.2,15.4,27.4
20080101_35004_D01_S002,1916,36.9,1031,885,85.8,1546,370,19.3,324,1379,213,115,73,25,16.9,72,11.1,38.9,15.4,23.5,65.7,152.1,11.7,34.3,12.9,14824.3,2862.7,70,65,133,74,47,389,1284,216,416,67,11.3,21.7
20080101_35004_D01_S003,2258,38.2,1128,1130,100.2,1602,656,29.1,309,1706,243,108,96,39,13.7,75.6,10.8,32.4,14.2,18.1,78.6,127.2,16,39.5,14.9,15126.5,4394.6,75,58,115,87,60,395,1184,339,735,52.4,15,32.6
20080101_35004_D01_S004,2139,37.1,1054,1085,102.9,1486,653,30.5,283,1660,196,108,65,23,13.2,77.6,9.2,28.9,11.8,17,69.3,144.4,11.7,33.2,15.9,13483.8,4116.4,49,61,119,86,58,373,1056,331,752,49.4,15.5,35.2
20080101_35004_D01_S005,2124,33.1,1131,993,87.8,1609,515,24.2,408,1602,114,71,32,11,19.2,75.4,5.4,32.6,7.1,25.5,27.9,357.9,9.6,28.1,226.1,939.4,227.8,86,82,159,108,54,489,1270,284,570,59.8,13.4,26.8
20080101_35004_D01_S006,2718,35,1362,1356,99.6,1838,880,32.4,472,2015,231,127,84,20,17.4,74.1,8.5,34.9,11.5,23.4,48.9,204.3,8.7,36.4,19.8,13721.9,4442.7,104,88,199,119,60,570,1372,358,988,50.5,13.2,36.4
20080101_35004_D01_S007,1498,35,745,753,101.1,987,511,34.1,246,1141,111,59,41,11,16.4,76.2,7.4,31.3,9.7,21.6,45.1,221.6,9.9,36.9,10.5,14264.9,4866.1,54,59,93,53,33,292,679,247,572,45.3,16.5,38.2
20080101_35004_D01_S008,1136,37.5,572,564,98.6,881,255,22.4,189,816,131,67,52,12,16.6,71.8,11.5,39.2,16.1,23.2,69.3,144.3,9.2,39.7,5.2,21767.5,4886.2,38,31,76,59,26,230,676,181,279,59.5,15.9,24.6
20080101_35004_D01_S009,1856,38,913,943,103.3,1435,421,22.7,250,1431,175,106,46,23,13.5,77.1,9.4,29.7,12.2,17.5,70,142.9,13.1,26.3,7.3,25475.3,5778.6,50,59,91,67,41,308,1044,337,475,56.2,18.2,25.6
20080101_35004_D01_S010,1786,34.2,878,908,103.4,1459,327,18.3,280,1433,73,54,11,8,15.7,80.2,4.1,24.6,5.1,19.5,26.1,383.6,11,15.1,17,10510.5,1924.4,35,49,122,103,57,366,1092,308,386,61.1,17.2,21.6
20080101_35004_D01_S011,1287,33.8,686,601,87.6,918,369,28.7,226,998,63,42,20,1,17.6,77.5,4.9,29,6.3,22.6,27.9,358.7,1.6,31.7,5,25609.9,7342.7,42,39,93,70,34,278,580,292,415,45.1,22.7,32.2
20080101_35004_D01_S012,1363,36.3,691,672,97.3,1012,351,25.8,223,1018,122,60,47,15,16.4,74.7,9,33.9,12,21.9,54.7,182.8,12.3,38.5,8,16992.5,4375.9,53,53,76,57,29,268,792,179,392,58.1,13.1,28.8
20080101_35004_D02_S001,1877,32.1,975,902,92.5,1344,533,28.4,364,1433,80,60,14,6,19.4,76.3,4.3,31,5.6,25.4,22,455,7.5,17.5,17.5,10754.9,3054,78,91,143,76,51,439,1031,266,580,54.9,14.2,30.9
20080101_35004_D02_S002,1740,37,920,820,89.1,1319,421,24.2,257,1284,199,130,55,14,14.8,73.8,11.4,35.5,15.5,20,77.4,129.1,7,27.6,24.3,7149.1,1729.8,56,57,87,81,37,318,1095,184,461,62.9,10.6,26.5
20080101_35004_D02_S003,1872,37.5,990,882,89.1,1497,375,20,311,1325,236,160,63,13,16.6,70.8,12.6,41.3,17.8,23.5,75.9,131.8,5.5,26.7,13.6,13734.6,2751.3,60,73,113,82,39,367,1288,159,425,68.8,8.5,22.7
20080101_35004_D02_S004,2129,33.6,1101,1028,93.4,1840,289,13.6,395,1612,122,79,38,5,18.6,75.7,5.7,32.1,7.6,24.5,30.9,323.8,4.1,31.1,20.7,10289.3,1396.7,99,94,141,95,46,475,1624,189,316,76.3,8.9,14.8
20080101_35004_D02_S005,2452,35.1,1263,1189,94.1,2009,443,18.1,383,1928,141,96,29,16,15.6,78.6,5.8,27.2,7.3,19.9,36.8,271.6,11.3,20.6,154,1591.7,287.6,98,75,137,108,75,493,1490,440,522,60.8,17.9,21.3
20080101_35004_D02_S006,1218,37.3,645,573,88.8,880,338,27.8,175,900,143,89,41,13,14.4,73.9,11.7,35.3,15.9,19.4,81.7,122.4,9.1,28.7,14.8,8229.2,2283.6,39,25,65,60,35,224,747,93,378,61.3,7.6,31
20080101_35004_D02_S007,2275,36.4,1154,1121,97.1,1853,422,18.5,372,1667,236,165,53,18,16.4,73.3,10.4,36.5,14.2,22.3,63.4,157.6,7.6,22.5,15.4,14806.1,2746.4,86,96,128,85,51,446,1612,192,471,70.9,8.4,20.7
20080101_35004_D02_S008,1083,35.7,562,521,92.7,643,440,40.6,167,831,85,54,21,10,15.4,76.7,7.8,30.3,10.2,20.1,50.9,196.5,11.8,24.7,6.8,15845.4,6437.6,35,41,65,34,22,197,439,155,489,40.5,14.3,45.2
20080101_35004_D02_S009,2149,35.3,1134,1015,89.5,1505,644,30,383,1549,217,130,74,13,17.8,72.1,10.1,38.7,14,24.7,56.7,176.5,6,34.1,15.1,14274.3,4277.6,80,88,146,96,59,469,1272,196,681,59.2,9.1,31.7
20080101_35004_D02_S010,1744,35.5,918,826,90,1141,603,34.6,275,1343,126,79,43,4,15.8,77,7.2,29.9,9.4,20.5,45.8,218.3,3.2,34.1,15.7,11091.7,3835,56,70,103,70,37,336,933,138,673,53.5,7.9,38.6
20080101_35004_D02_S011,1556,37.3,801,755,94.3,1130,426,27.4,242,1135,179,116,48,15,15.6,72.9,11.5,37.1,15.8,21.3,74,135.2,8.4,26.8,6.8,22793.2,6240.3,62,39,97,58,36,292,837,241,478,53.8,15.5,30.7
20080101_35004_D02_S012,2176,28.8,1122,1054,93.9,1716,460,21.1,522,1622,32,24,5,3,24,74.5,1.5,34.2,2,32.2,6.1,1631.2,9.4,15.6,19.7,11041.1,2334.1,142,109,195,103,51,600,1193,455,528,54.8,20.9,24.3
20080101_35004_D02_S013,1966,35.5,1020,946,92.7,1388,578,29.4,324,1469,173,111,48,14,16.5,74.7,8.8,33.8,11.8,22.1,53.4,187.3,8.1,27.7,38.1,5164.6,1518.4,68,62,125,101,60,416,1022,305,639,52,15.5,32.5
20080101_35004_D02_S014,2200,34.6,1153,1047,90.8,1599,601,27.3,390,1661,149,82,47,20,17.7,75.5,6.8,32.5,9,23.5,38.2,261.7,13.4,31.5,18.5,11860.8,3240.2,83,91,143,87,48,452,1356,197,647,61.6,9,29.4
20080101_35004_D02_S015,3116,31.6,1680,1436,85.5,2321,795,25.5,654,2362,100,71,25,4,21,75.8,3.2,31.9,4.2,27.7,15.3,654,4,25,1537.3,202.7,51.7,137,140,248,179,84,788,1976,313,827,63.4,10,26.5
20080101_35004_D02_S016,2892,30.7,1504,1388,92.3,2273,619,21.4,595,2227,70,45,23,2,20.6,77,2.4,29.9,3.1,26.7,11.8,850,2.9,32.9,24,12066.8,2582.8,132,117,246,143,56,694,1756,435,701,60.7,15,24.2
20080101_35004_D02_S017,2775,29.6,1454,1321,90.9,2287,488,17.6,626,2097,52,29,18,5,22.6,75.6,1.9,32.3,2.5,29.9,8.3,1203.8,9.6,34.6,21.7,12815.2,2253.6,141,150,204,172,110,777,1726,481,568,62.2,17.3,20.5
20080101_35004_D02_S018,1812,30.4,938,874,93.2,1305,507,28,407,1353,52,40,11,1,22.5,74.7,2.9,33.9,3.8,30.1,12.8,782.7,1.9,21.2,37.7,4805,1344.4,100,87,147,92,41,467,870,363,579,48,20,32
20080101_35005_D01_S001,1301,45.6,698,603,86.4,1292,9,0.7,87,952,262,134,105,23,6.7,73.2,20.1,36.7,27.5,9.1,301.1,33.2,8.8,40.1,6641.7,19.6,0.1,8,15,41,34,23,121,1264,21,16,97.2,1.6,1.2
20080101_35006_D01_S001,1141,43.5,542,599,110.5,1128,13,1.1,149,751,241,116,92,33,13.1,65.8,21.1,51.9,32.1,19.8,161.7,61.8,13.7,38.2,55.5,2055.5,23.4,24,33,64,48,23,192,1048,51,42,91.8,4.5,3.7
20080101_35006_D01_S002,2418,36.9,1164,1254,107.7,2377,41,1.7,416,1745,257,141,93,23,17.2,72.2,10.6,38.6,14.7,23.8,61.8,161.9,8.9,36.2,44.7,5405.5,91.7,90,110,141,99,60,500,2229,108,81,92.2,4.5,3.3
20080101_35006_D01_S003,1488,41.3,755,733,97.1,1481,7,0.5,216,1005,267,146,99,22,14.5,67.5,17.9,48.1,26.6,21.5,123.6,80.9,8.2,37.1,60.4,2462.5,11.6,32,49,90,64,28,263,1423,37,28,95.6,2.5,1.9
20080101_35006_D01_S004,1887,37.1,933,954,102.3,1862,25,1.3,344,1312,231,128,87,16,18.2,69.5,12.2,43.8,17.6,26.2,67.2,148.9,6.9,37.7,67.4,2799.2,37.1,65,85,146,61,50,407,1763,69,55,93.4,3.7,2.9
20080101_35006_D02_S001,1727,41.7,861,866,100.6,1715,12,0.7,229,1162,336,203,121,12,13.3,67.3,19.5,48.6,28.9,19.7,146.7,68.2,3.6,36,160.3,1077.1,7.5,30,46,95,82,37,290,1693,14,20,98,0.8,1.2
20080101_35006_D02_S002,696,41.2,344,352,102.3,692,4,0.6,98,471,127,78,42,7,14.1,67.7,18.2,47.8,27,20.8,129.6,77.2,5.5,33.1,132.7,524.5,3,24,17,41,18,13,113,667,16,13,95.8,2.3,1.9
20080101_35006_D02_S003,733,41.7,361,372,103,726,7,1,95,500,138,81,42,15,13,68.2,18.8,46.6,27.6,19,145.3,68.8,10.9,30.4,39.6,1849.8,17.7,17,15,44,28,14,118,686,31,16,93.6,4.2,2.2
20080101_35006_D03_S001,775,40.6,401,374,93.3,764,11,1.4,121,520,134,67,55,12,15.6,67.1,17.3,49,25.8,23.3,110.7,90.3,9,41,178.6,434,6.2,17,31,52,32,15,147,736,21,18,95,2.7,2.3
20080101_35006_D03_S002,1583,40.1,784,799,101.9,1567,16,1,246,1085,252,148,87,17,15.5,68.5,15.9,45.9,23.2,22.7,102.4,97.6,6.7,34.5,105.9,1495.2,15.1,36,52,102,69,32,291,1519,32,32,96,2,2
20080101_35006_D03_S003,1484,40.2,734,750,102.2,1454,30,2,178,1105,201,106,85,10,12,74.5,13.5,34.3,18.2,16.1,112.9,88.6,5,42.3,103.9,1428.1,28.9,34,35,62,61,37,229,1377,57,50,92.8,3.8,3.4
20080101_35006_D03_S004,834,41.8,440,394,89.5,815,19,2.3,81,624,129,72,43,14,9.7,74.8,15.5,33.7,20.7,13,159.3,62.8,10.9,33.3,58.8,1418.1,32.3,16,10,36,29,19,110,774,33,27,92.8,4,3.2
20080101_35006_D04_S001,2157,39.9,1114,1043,93.6,2121,36,1.7,319,1499,339,175,133,31,14.8,69.5,15.7,43.9,22.6,21.3,106.3,94.1,9.1,39.2,192.1,1122.8,18.7,58,71,130,84,44,387,2030,70,57,94.1,3.2,2.6
20080101_35006_D04_S002,851,36.2,428,423,98.8,846,5,0.6,151,618,82,47,29,6,17.7,72.6,9.6,37.7,13.3,24.4,54.3,184.1,7.3,35.4,262.5,324.2,1.9,34,38,55,31,15,173,821,18,12,96.5,2.1,1.4
20080101_35006_D04_S003,955,37.2,476,479,100.6,922,33,3.5,151,734,70,46,18,6,15.8,76.9,7.3,30.1,9.5,20.6,46.4,215.7,8.6,25.7,141.3,676.1,23.4,15,21,72,62,16,186,819,78,58,85.8,8.2,6.1
20080101_35006_D04_S004,979,37.8,502,477,95,961,18,1.8,156,720,103,62,35,6,15.9,73.5,10.5,36,14.3,21.7,66,151.5,5.8,34,76.2,1285.3,23.6,30,38,56,39,18,181,906,36,37,92.5,3.7,3.8
20080101_35006_D05_S001,1620,38.1,813,807,99.3,1609,11,0.7,238,1194,188,104,65,19,14.7,73.7,11.6,35.7,15.7,19.9,79,126.6,10.1,34.6,70,2314.3,15.7,46,40,95,81,37,299,1530,47,43,94.4,2.9,2.7
20080101_35006_D05_S002,1871,35.4,922,949,102.9,1865,6,0.3,351,1404,116,74,35,7,18.8,75,6.2,33.3,8.3,25,33,302.6,6,30.2,58.6,3195.5,10.2,51,67,153,100,47,418,1788,46,37,95.6,2.5,2
20080101_35006_D05_S003,1465,37.3,730,735,100.7,1443,22,1.5,255,1015,195,113,69,13,17.4,69.3,13.3,44.3,19.2,25.1,76.5,130.8,6.7,35.4,29.9,4899.5,73.6,57,50,100,73,36,316,1382,42,41,94.3,2.9,2.8
20080101_35006_D05_S004,1054,36.3,535,519,97,1054,0,0,202,735,117,73,37,7,19.2,69.7,11.1,43.4,15.9,27.5,57.9,172.6,6,31.6,208.3,506,0,35,47,78,62,20,242,1036,9,9,98.3,0.9,0.9
20080101_35006_D05_S005,1599,38.9,769,830,107.9,1584,15,0.9,234,1130,235,145,77,13,14.6,70.7,14.7,41.5,20.8,20.7,100.4,99.6,5.5,32.8,29.1,5497.7,51.6,33,68,87,69,29,286,1515,42,42,94.7,2.6,2.6
20080101_35006_D05_S006,2148,33.1,1104,1044,94.6,2132,16,0.7,451,1608,89,52,29,8,21,74.9,4.1,33.6,5.5,28,19.7,506.7,9,32.6,95.7,2245.6,16.7,85,101,176,120,53,535,2017,82,49,93.9,3.8,2.3
20080101_35006_D06_S001,2093,36.4,1076,1017,94.5,2060,33,1.6,350,1564,179,105,55,19,16.7,74.7,8.6,33.8,11.4,22.4,51.1,195.5,10.6,30.7,246.8,848.2,13.4,81,70,128,92,38,409,1890,124,79,90.3,5.9,3.8
20080101_35006_D06_S002,1182,38.6,596,586,98.3,1161,21,1.8,201,846,135,77,46,12,17,71.6,11.4,39.7,16,23.8,67.2,148.9,8.9,34.1,195.8,603.7,10.7,37,35,100,42,21,235,1087,45,50,92,3.8,4.2
20080101_35006_D06_S003,746,38.9,389,357,91.8,731,15,2,111,547,88,49,35,4,14.9,73.3,11.8,36.4,16.1,20.3,79.3,126.1,4.5,39.8,287.4,259.6,5.2,24,21,44,31,21,141,665,48,33,89.1,6.4,4.4
20080101_35006_D07_S001,1342,41.2,691,651,94.2,1333,9,0.7,184,941,217,114,84,19,13.7,70.1,16.2,42.6,23.1,19.6,117.9,84.8,8.8,38.7,211.6,634.1,4.3,33,36,77,52,30,228,1301,27,14,96.9,2,1
20080101_35006_D07_S002,714,41.7,365,349,95.6,709,5,0.7,111,452,151,84,57,10,15.5,63.3,21.1,58,33.4,24.6,136,73.5,6.6,37.7,162,440.7,3.1,18,21,41,37,11,128,679,22,13,95.1,3.1,1.8
20080101_35007_D01_S001,715,44.3,361,354,98.1,627,88,12.3,70,507,138,62,47,29,9.8,70.9,19.3,41,27.2,13.8,197.1,50.7,21,34.1,10330.9,6.9,0.9,0,9,31,41,11,92,614,13,88,85.9,1.8,12.3
20080101_35008_D01_S001,1392,40.5,698,694,99.4,1377,15,1.1,200,967,225,119,84,22,14.4,69.5,16.2,44,23.3,20.7,112.5,88.9,9.8,37.3,381.4,364.9,3.9,39,43,76,53,34,245,1325,39,28,95.2,2.8,2
20080101_35008_D01_S002,1343,36.2,674,669,99.3,1323,20,1.5,277,907,159,102,42,15,20.6,67.5,11.8,48.1,17.5,30.5,57.4,174.2,9.4,26.4,71.7,1874,27.9,46,62,118,71,42,339,1278,32,33,95.2,2.4,2.5
20080101_35008_D02_S001,1119,41.1,590,529,89.7,1070,49,4.4,143,811,165,105,45,15,12.8,72.5,14.7,38,20.3,17.6,115.4,86.7,9.1,27.3,476.7,234.7,10.3,32,25,58,39,19,173,1032,26,61,92.2,2.3,5.5
20080101_35008_D03_S001,642,43.7,348,294,84.5,631,11,1.7,65,448,129,73,45,11,10.1,69.8,20.1,43.3,28.8,14.5,198.5,50.4,8.5,34.9,151.3,424.4,7.3,15,14,19,27,10,85,611,16,15,95.2,2.5,2.3
20080101_35008_D03_S002,790,40.5,392,398,101.5,784,6,0.8,115,554,121,60,52,9,14.6,70.1,15.3,42.6,21.8,20.8,105.2,95,7.4,43,120.6,655.1,5,18,27,52,26,16,139,754,21,15,95.4,2.7,1.9
20080101_35008_D04_S001,1061,40.3,550,511,92.9,1031,30,2.8,148,752,161,101,44,16,13.9,70.9,15.2,41.1,21.4,19.7,108.8,91.9,9.9,27.3,269.2,394.1,11.1,29,24,56,48,20,177,979,41,41,92.3,3.9,3.9
20080101_35008_D04_S002,1077,38.1,554,523,94.4,1068,9,0.8,155,800,122,80,33,9,14.4,74.3,11.3,34.6,15.2,19.4,78.7,127,7.4,27,131.9,816.5,6.8,32,32,57,49,20,190,1033,27,17,95.9,2.5,1.6
20080101_35009_D01_S001,2054,39.7,1008,1046,103.8,2011,43,2.1,301,1465,288,141,110,37,14.7,71.3,14,40.2,19.7,20.5,95.7,104.5,12.8,38.2,38.9,5277.2,110.5,59,62,119,90,43,373,1925,61,68,93.7,3,3.3
20080101_35009_D01_S002,2002,40.7,981,1021,104.1,1962,40,2,287,1382,333,172,119,42,14.3,69,16.6,44.9,24.1,20.8,116,86.2,12.6,35.7,280.6,713.5,14.3,63,61,105,82,41,352,1871,62,69,93.5,3.1,3.4
20080101_35009_D01_S003,1077,39.9,546,531,97.3,1056,21,1.9,176,738,163,89,61,13,16.3,68.5,15.1,45.9,22.1,23.8,92.6,108,8,37.4,10.8,9985.5,194.7,32,32,73,46,22,205,1029,17,31,95.5,1.6,2.9
20080101_35009_D01_S004,1234,40.7,599,635,106,1192,42,3.4,165,879,190,101,72,17,13.4,71.2,15.4,40.4,21.6,18.8,115.2,86.8,8.9,37.9,7.6,16298,554.7,32,32,69,48,32,213,1147,20,67,92.9,1.6,5.4
20080101_35009_D01_S005,1561,39.7,775,786,101.4,1549,12,0.8,230,1070,261,156,89,16,14.7,68.5,16.7,45.9,24.4,21.5,113.5,88.1,6.1,34.1,129.1,1209.3,9.3,33,53,101,63,37,287,1532,16,13,98.1,1,0.8
20080101_35009_D01_S006,1798,38,968,830,85.7,1743,55,3.1,277,1313,208,137,54,17,15.4,73,11.6,36.9,15.8,21.1,75.1,133.2,8.2,26,650.2,276.5,8.5,49,46,123,84,52,354,1677,56,65,93.3,3.1,3.6
