GEOCODE_SECCIONES_2019,Población,Población. Edad media,Población. Hombres,Población. Mujeres,Población de mujeres dividida por la población de hombres,Población de nacionalidad española,Población de nacionalidad extranjera,Población de nacionalidad extranjera (%),Población de 0 a 14 años de edad,Población de 15 a 64 años de edad,Población de 65 o más años de edad,Población de 65 a 74 años de edad,Población de 75 a 84 años de edad,Población de 85 o más años de edad,Población de 0 a 14 años de edad (%),Población de 15 a 64 años de edad (%),Población de 65 o más años de edad (%),Suma de la población de 0 a 14 años y de la población de 65 o más años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 15 a 64 años,Población de 0 a 14 años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 0 a 14 años,Población de 0 a 14 años dividida por la población de 65 o más años,Población de 85 o más años dividida por la población de 65 o más años,Población de 75 a 84 años dividida por la población de 65 o más años,Superficie calculada sobre geom no generalizado (ha),Población / km2,Población. Extranjeros / km2,Población de 0 a 2 años,Población de 3 a 5 años,Población de 6 a 11 años,Población de 12 a 15 años,Población de 16 a 17 años,Población de 0 a 17 años,Población. Nacidos en Canarias,Población. Nacidos en el resto de España,Población. Nacidos en el extranjero,Población. Nacidos en Canarias (%),Población. Nacidos en el resto de España (%),Población. Nacidos en el extranjero (%)
20190101_35016_D02_S059,1900,45.2,878,1022,116.4,1508,392,20.6,200,1265,435,232,132,71,10.5,66.6,22.9,50.2,34.4,15.8,217.5,46,16.3,30.3,3.2,60079.1,12395.3,38,45,81,51,30,245,1019,320,561,53.6,16.8,29.5
20190101_35016_D02_S061,1792,46.1,803,989,123.2,1427,365,20.4,201,1154,437,230,138,69,11.2,64.4,24.4,55.3,37.9,17.4,217.4,46,15.8,31.6,2.7,66923.1,13631.1,22,28,104,64,29,247,930,306,556,51.9,17.1,31
20190101_35016_D02_S064,1165,45.4,610,555,91,1032,133,11.4,100,813,252,131,82,39,8.6,69.8,21.6,43.3,31,12.3,252,39.7,15.5,32.5,19.6,5943.3,678.5,10,13,54,33,21,131,572,364,229,49.1,31.2,19.7
20190101_35016_D02_S065,767,41.9,362,405,111.9,758,9,1.2,88,576,103,79,18,6,11.5,75.1,13.4,33.2,17.9,15.3,117,85.4,5.8,17.5,2.8,27075.7,317.7,13,14,31,36,17,111,672,55,40,87.6,7.2,5.2
20190101_35016_D03_S001,2104,48.3,1011,1093,108.1,1722,382,18.2,173,1400,531,290,178,63,8.2,66.5,25.2,50.3,37.9,12.4,306.9,32.6,11.9,33.5,13.7,15358.7,2788.5,32,27,64,63,25,211,1208,357,539,57.4,17,25.6
20190101_35016_D03_S002,1939,45.9,1010,929,92,1297,642,33.1,154,1380,405,256,105,44,7.9,71.2,20.9,40.5,29.3,11.2,263,38,10.9,25.9,18.7,10361.2,3430.6,25,39,60,41,19,184,712,399,828,36.7,20.6,42.7
20190101_35016_D03_S003,2092,45.9,990,1102,111.3,1487,605,28.9,201,1450,441,223,145,73,9.6,69.3,21.1,44.3,30.4,13.9,219.4,45.6,16.6,32.9,5.9,35598.2,10294.9,35,35,96,51,33,250,829,444,819,39.6,21.2,39.1
20190101_35016_D03_S004,2146,46.3,1021,1125,110.2,1727,419,19.5,198,1494,454,261,141,52,9.2,69.6,21.2,43.6,30.4,13.3,229.3,43.6,11.5,31.1,14.1,15208.6,2969.4,34,47,81,45,22,229,1092,432,622,50.9,20.1,29
20190101_35016_D03_S005,2902,45.7,1441,1461,101.4,2125,777,26.8,268,2025,609,340,198,71,9.2,69.8,21,43.3,30.1,13.2,227.2,44,11.7,32.5,5.6,51376.5,13755.9,45,47,113,83,35,323,1420,493,989,48.9,17,34.1
20190101_35016_D03_S006,1837,46.4,826,1011,122.4,1568,269,14.6,183,1228,426,221,135,70,10,66.8,23.2,49.6,34.7,14.9,232.8,43,16.4,31.7,6,30407.4,4452.7,32,39,67,66,34,238,1059,359,419,57.6,19.5,22.8
20190101_35016_D03_S007,1933,46.3,916,1017,111,1586,347,18,175,1318,440,242,138,60,9.1,68.2,22.8,46.7,33.4,13.3,251.4,39.8,13.6,31.4,5.3,36208,6499.8,29,32,70,57,25,213,1198,234,501,62,12.1,25.9
20190101_35016_D03_S008,2183,45.8,1010,1173,116.1,1699,484,22.2,182,1548,453,250,132,71,8.3,70.9,20.8,41,29.3,11.8,248.9,40.2,15.7,29.1,7.9,27678.5,6136.7,18,38,83,57,33,229,1179,324,680,54,14.8,31.1
20190101_35016_D03_S009,2497,45.6,1213,1284,105.9,2023,474,19,270,1683,544,308,163,73,10.8,67.4,21.8,48.4,32.3,16,201.5,49.6,13.4,30,5.8,43368,8232.5,36,48,134,67,34,319,1289,467,741,51.6,18.7,29.7
20190101_35016_D03_S010,2062,47.1,979,1083,110.6,1870,192,9.3,185,1384,493,292,140,61,9,67.1,23.9,49,35.6,13.4,266.5,37.5,12.4,28.4,4.5,45374.5,4225,27,36,78,60,27,228,1337,390,335,64.8,18.9,16.2
20190101_35016_D03_S011,2140,46.8,1092,1048,96,1641,499,23.3,171,1515,454,241,157,56,8,70.8,21.2,41.3,30,11.3,265.5,37.7,12.3,34.6,5.2,40786.8,9510.6,28,42,72,42,22,206,1075,302,763,50.2,14.1,35.7
20190101_35016_D03_S012,1147,48.5,542,605,111.6,1056,91,7.9,102,720,325,187,99,39,8.9,62.8,28.3,59.3,45.1,14.2,318.6,31.4,12,30.5,2.5,46123.5,3659.3,17,18,47,32,11,125,800,182,165,69.7,15.9,14.4
20190101_35016_D03_S013,1640,45.1,757,883,116.6,1324,316,19.3,161,1085,394,211,119,64,9.8,66.2,24,51.2,36.3,14.8,244.7,40.9,16.2,30.2,2.2,76077.4,14658.8,25,33,78,35,21,192,910,293,437,55.5,17.9,26.6
20190101_35016_D03_S014,1770,44.9,847,923,109,1531,239,13.5,168,1228,374,196,130,48,9.5,69.4,21.1,44.1,30.5,13.7,222.6,44.9,12.8,34.8,5.4,32968.3,4451.6,29,26,73,48,25,201,927,468,375,52.4,26.4,21.2
20190101_35016_D03_S015,1343,44.8,625,718,114.9,1157,186,13.8,149,933,261,114,100,47,11.1,69.5,19.4,43.9,28,16,175.2,57.1,18,38.3,2,67019.3,9281.9,18,28,61,57,18,182,852,151,340,63.4,11.2,25.3
20190101_35016_D03_S016,2085,46.8,1001,1084,108.3,1905,180,8.6,197,1380,508,293,150,65,9.4,66.2,24.4,51.1,36.8,14.3,257.9,38.8,12.8,29.5,10.3,20287.4,1751.4,29,44,84,51,24,232,1512,300,273,72.5,14.4,13.1
20190101_35016_D03_S017,1293,43.9,614,679,110.6,1166,127,9.8,150,913,230,133,66,31,11.6,70.6,17.8,41.6,25.2,16.4,153.3,65.2,13.5,28.7,3.5,37159.4,3649.8,27,31,62,42,24,186,900,194,199,69.6,15,15.4
20190101_35016_D03_S018,2434,43.7,1146,1288,112.4,2132,302,12.4,274,1697,463,277,134,52,11.3,69.7,19,43.4,27.3,16.1,169,59.2,11.2,28.9,11.9,20530.6,2547.3,42,56,108,92,42,340,1654,290,490,68,11.9,20.1
20190101_35016_D03_S019,1278,44.6,616,662,107.5,1177,101,7.9,127,901,250,137,80,33,9.9,70.5,19.6,41.8,27.7,14.1,196.9,50.8,13.2,32,6.3,20171.7,1594.2,20,25,43,45,21,154,999,125,154,78.2,9.8,12.1
20190101_35016_D03_S020,1720,43.9,821,899,109.5,1613,107,6.2,222,1169,329,168,110,51,12.9,68,19.1,47.1,28.1,19,148.2,67.5,15.5,33.4,27.2,6330.7,393.8,37,45,99,57,29,267,1357,178,185,78.9,10.3,10.8
20190101_35016_D03_S021,1260,46.9,607,653,107.6,1096,164,13,88,875,297,172,98,27,7,69.4,23.6,44,33.9,10.1,337.5,29.6,9.1,33,4.5,28261.9,3678.5,13,22,35,26,17,113,885,148,227,70.2,11.7,18
20190101_35016_D03_S022,1197,46.5,544,653,120,1126,71,5.9,132,791,274,169,76,29,11,66.1,22.9,51.3,34.6,16.7,207.6,48.2,10.6,27.7,2.3,52594.6,3119.6,21,27,58,34,18,158,843,215,139,70.4,18,11.6
20190101_35016_D03_S023,1777,43.5,813,964,118.6,1637,140,7.9,219,1206,352,247,81,24,12.3,67.9,19.8,47.3,29.2,18.2,160.7,62.2,6.8,23,3.5,50432.8,3973.3,43,50,78,58,34,263,1182,342,253,66.5,19.2,14.2
20190101_35016_D03_S024,1903,49.5,953,950,99.7,1595,308,16.2,157,1205,541,274,205,62,8.3,63.3,28.4,57.9,44.9,13,344.6,29,11.5,37.9,7.9,24169.7,3911.9,21,26,68,50,24,189,1328,197,378,69.8,10.4,19.9
20190101_35016_D03_S025,1235,47.6,601,634,105.5,1155,80,6.5,117,814,304,165,90,49,9.5,65.9,24.6,51.7,37.3,14.4,259.8,38.5,16.1,29.6,4.6,26998.7,1748.9,18,18,36,57,18,147,1051,70,114,85.1,5.7,9.2
20190101_35016_D03_S026,1399,47,660,739,112,1347,52,3.7,139,925,335,191,104,40,9.9,66.1,23.9,51.2,36.2,15,241,41.5,11.9,31,3.4,41022.8,1524.8,16,28,59,49,27,179,1202,106,91,85.9,7.6,6.5
20190101_35016_D03_S027,922,46.2,480,442,92.1,885,37,4,86,651,185,92,58,35,9.3,70.6,20.1,41.6,28.4,13.2,215.1,46.5,18.9,31.4,4.7,19482.7,781.8,13,15,38,30,20,116,804,42,76,87.2,4.6,8.2
20190101_35016_D03_S028,2267,45.3,1142,1125,98.5,1877,390,17.2,273,1521,473,269,154,50,12,67.1,20.9,49,31.1,17.9,173.3,57.7,10.6,32.6,33.7,6718.6,1155.8,42,53,113,85,21,314,1313,315,639,57.9,13.9,28.2
20190101_35016_D03_S029,1216,46.1,574,642,111.8,1001,215,17.7,117,842,257,142,77,38,9.6,69.2,21.1,44.4,30.5,13.9,219.7,45.5,14.8,30,3.7,32757.7,5791.9,17,21,56,30,19,143,842,92,282,69.2,7.6,23.2
20190101_35016_D03_S030,1111,46.8,537,574,106.9,1011,100,9,109,734,268,133,87,48,9.8,66.1,24.1,51.4,36.5,14.9,245.9,40.7,17.9,32.5,4.4,25088.6,2258.2,12,19,45,43,23,142,871,83,157,78.4,7.5,14.1
20190101_35016_D03_S031,1083,48.1,527,556,105.5,1057,26,2.4,94,720,269,127,95,47,8.7,66.5,24.8,50.4,37.4,13.1,286.2,34.9,17.5,35.3,5.2,20987.2,503.8,10,22,37,30,22,121,966,56,61,89.2,5.2,5.6
20190101_35016_D03_S032,1037,44.9,494,543,109.9,1026,11,1.1,107,727,203,85,81,37,10.3,70.1,19.6,42.6,27.9,14.7,189.7,52.7,18.2,39.9,4.5,22927.8,243.2,14,17,47,45,17,140,950,49,38,91.6,4.7,3.7
20190101_35016_D03_S033,1275,46,607,668,110,1172,103,8.1,140,852,283,155,82,46,11,66.8,22.2,49.6,33.2,16.4,202.1,49.5,16.3,29,5,25677.2,2074.3,12,25,69,46,28,180,1034,81,160,81.1,6.4,12.5
20190101_35016_D03_S034,1234,45.7,588,646,109.9,1178,56,4.5,123,847,264,122,86,56,10,68.6,21.4,45.7,31.2,14.5,214.6,46.6,21.2,32.6,6.4,19226,872.5,17,22,53,43,22,157,1081,41,112,87.6,3.3,9.1
20190101_35016_D03_S035,674,44.8,336,338,100.6,646,28,4.2,79,457,138,75,44,19,11.7,67.8,20.5,47.5,30.2,17.3,174.7,57.2,13.8,31.9,2.4,28156.1,1169.7,19,15,27,24,11,96,603,24,47,89.5,3.6,7
20190101_35016_D03_S036,863,46,422,441,104.5,830,33,3.8,81,597,185,91,63,31,9.4,69.2,21.4,44.6,31,13.6,228.4,43.8,16.8,34.1,3.5,24535.2,938.2,8,12,36,34,21,111,760,44,59,88.1,5.1,6.8
20190101_35016_D03_S037,1186,44.3,598,588,98.3,1045,141,11.9,121,839,226,121,69,36,10.2,70.7,19.1,41.4,26.9,14.4,186.8,53.5,15.9,30.5,5.3,22441.3,2668,18,16,51,47,30,162,903,71,212,76.1,6,17.9
20190101_35016_D03_S038,1709,46.4,869,840,96.7,1610,99,5.8,186,1134,389,176,138,75,10.9,66.4,22.8,50.7,34.3,16.4,209.1,47.8,19.3,35.5,8.3,20510.5,1188.1,18,38,82,58,43,239,1500,67,142,87.8,3.9,8.3
20190101_35016_D03_S040,1965,43.8,1045,920,88,1848,117,6,212,1460,293,124,121,48,10.8,74.3,14.9,34.6,20.1,14.5,138.2,72.4,16.4,41.3,723.2,271.7,16.2,23,28,95,88,42,276,1617,125,223,82.3,6.4,11.3
20190101_35016_D03_S041,1070,44.7,525,545,103.8,1044,26,2.4,112,754,204,121,58,25,10.5,70.5,19.1,41.9,27.1,14.9,182.1,54.9,12.3,28.4,275.3,388.7,9.4,13,24,51,39,21,148,998,33,39,93.3,3.1,3.6
20190101_35016_D03_S042,916,48,416,500,120.2,795,121,13.2,104,540,272,137,91,44,11.4,59,29.7,69.6,50.4,19.3,261.5,38.2,16.2,33.5,1.4,66598.8,8797.4,17,25,41,25,11,119,525,210,181,57.3,22.9,19.8
20190101_35016_D03_S043,1183,47.7,541,642,118.7,1004,179,15.1,109,751,323,147,115,61,9.2,63.5,27.3,57.5,43,14.5,296.3,33.7,18.9,35.6,2.4,49489.6,7488.3,12,22,46,38,15,133,602,258,323,50.9,21.8,27.3
20190101_35016_D03_S044,1847,47.7,1055,792,75.1,1307,540,29.2,110,1371,366,220,100,46,6,74.2,19.8,34.7,26.7,8,332.7,30.1,12.6,27.3,4,45885.9,13415.5,20,14,54,30,14,132,748,337,762,40.5,18.2,41.3
20190101_35016_D03_S045,1297,43.4,611,686,112.3,1217,80,6.2,150,927,220,113,70,37,11.6,71.5,17,39.9,23.7,16.2,146.7,68.2,16.8,31.8,6.9,18916.9,1166.8,22,31,62,54,19,188,983,167,147,75.8,12.9,11.3
20190101_35016_D03_S046,707,46.6,338,369,109.2,527,180,25.5,69,472,166,99,49,18,9.8,66.8,23.5,49.8,35.2,14.6,240.6,41.6,10.8,29.5,14,5042.6,1283.8,13,17,22,22,9,83,329,143,235,46.5,20.2,33.2
20190101_35016_D04_S001,1464,45.2,714,750,105,1401,63,4.3,141,1035,288,174,79,35,9.6,70.7,19.7,41.4,27.8,13.6,204.3,49,12.2,27.4,17,8603.4,370.2,16,31,58,53,23,181,1219,108,137,83.3,7.4,9.4
20190101_35016_D04_S002,1174,46.8,557,617,110.8,1091,83,7.1,109,790,275,146,98,31,9.3,67.3,23.4,48.6,34.8,13.8,252.3,39.6,11.3,35.6,3.8,30525.2,2158.1,17,21,51,32,13,134,899,116,159,76.6,9.9,13.5
20190101_35016_D04_S003,892,45.3,446,446,100,839,53,5.9,104,601,187,102,56,29,11.7,67.4,21,48.4,31.1,17.3,179.8,55.6,15.5,29.9,12.4,7212,428.5,19,16,45,34,18,132,652,130,110,73.1,14.6,12.3
20190101_35016_D04_S004,922,44.3,481,441,91.7,863,59,6.4,108,639,175,98,54,23,11.7,69.3,19,44.3,27.4,16.9,162,61.7,13.1,30.9,7.5,12231,782.7,18,16,46,34,15,129,756,74,92,82,8,10
20190101_35016_D04_S005,989,47.7,470,519,110.4,940,49,5,100,656,233,104,66,63,10.1,66.3,23.6,50.8,35.5,15.2,233,42.9,27,28.3,7.6,13016.1,644.9,11,16,45,42,17,131,834,47,108,84.3,4.8,10.9
20190101_35016_D04_S006,1533,46.7,740,793,107.2,1453,80,5.2,181,967,385,177,149,59,11.8,63.1,25.1,58.5,39.8,18.7,212.7,47,15.3,38.7,10.2,15099.1,788,33,27,69,62,27,218,1232,145,156,80.4,9.5,10.2
20190101_35016_D04_S007,725,46,384,341,88.8,719,6,0.8,69,515,141,58,52,31,9.5,71,19.4,40.8,27.4,13.4,204.3,48.9,22,36.9,17.3,4187.2,34.7,13,10,30,19,13,85,697,16,12,96.1,2.2,1.7
20190101_35016_D04_S008,1117,41.2,550,567,103.1,1049,68,6.1,126,856,135,76,39,20,11.3,76.6,12.1,30.5,15.8,14.7,107.1,93.3,14.8,28.9,7.3,15201.6,925.4,17,21,56,50,30,174,923,67,127,82.6,6,11.4
20190101_35016_D04_S009,1217,47.7,566,651,115,1138,79,6.5,124,796,297,138,97,62,10.2,65.4,24.4,52.9,37.3,15.6,239.5,41.8,20.9,32.7,2.1,59282,3848.2,22,22,45,46,13,148,989,71,157,81.3,5.8,12.9
20190101_35016_D04_S011,1089,47.6,549,540,98.4,1031,58,5.3,112,714,263,113,86,64,10.3,65.6,24.2,52.5,36.8,15.7,234.8,42.6,24.3,32.7,2.2,49594.7,2641.4,19,12,55,38,20,144,937,45,107,86,4.1,9.8
20190101_35016_D04_S012,699,50.3,330,369,111.8,688,11,1.6,54,458,187,70,73,44,7.7,65.5,26.8,52.6,40.8,11.8,346.3,28.9,23.5,39,1.5,45953.6,723.2,8,13,21,18,5,65,630,30,39,90.1,4.3,5.6
20190101_35016_D04_S013,1472,43.5,753,719,95.5,1254,218,14.8,162,1044,266,145,79,42,11,70.9,18.1,41,25.5,15.5,164.2,60.9,15.8,29.7,5,29298.2,4339,22,26,75,58,37,218,976,72,424,66.3,4.9,28.8
20190101_35016_D04_S014,716,49.3,325,391,120.3,696,20,2.8,52,478,186,73,66,47,7.3,66.8,26,49.8,38.9,10.9,357.7,28,25.3,35.5,7.5,9584.2,267.7,8,17,15,24,20,84,638,25,53,89.1,3.5,7.4
20190101_35016_D04_S015,1812,43.3,851,961,112.9,1577,235,13,212,1282,318,161,125,32,11.7,70.8,17.5,41.3,24.8,16.5,150,66.7,10.1,39.3,5.6,32582.3,4225.6,36,40,80,75,43,274,1283,86,443,70.8,4.7,24.4
20190101_35016_D04_S016,683,44.4,327,356,108.9,660,23,3.4,86,478,119,65,29,25,12.6,70,17.4,42.9,24.9,18,138.4,72.3,21,24.4,3.1,21714.9,731.2,8,12,41,35,15,111,619,21,43,90.6,3.1,6.3
20190101_35016_D04_S017,1305,44.2,605,700,115.7,1236,69,5.3,155,904,246,105,100,41,11.9,69.3,18.9,44.4,27.2,17.1,158.7,63,16.7,40.7,2.2,59418.1,3141.6,26,23,57,64,29,199,1129,77,99,86.5,5.9,7.6
20190101_35016_D04_S019,772,44,364,408,112.1,702,70,9.1,87,538,147,62,53,32,11.3,69.7,19,43.5,27.3,16.2,169,59.2,21.8,36.1,1.5,50460.8,4575.5,12,16,47,20,14,109,621,34,117,80.4,4.4,15.2
20190101_35016_D04_S020,1172,42.9,577,595,103.1,1083,89,7.6,151,819,202,94,82,26,12.9,69.9,17.2,43.1,24.7,18.4,133.8,74.8,12.9,40.6,2.1,55387.5,4206,19,19,73,55,24,190,933,64,175,79.6,5.5,14.9
20190101_35016_D04_S021,1888,44.3,905,983,108.6,1662,226,12,219,1291,378,179,134,65,11.6,68.4,20,46.2,29.3,17,172.6,57.9,17.2,35.4,6.3,30025.4,3594.1,31,41,95,65,30,262,1389,84,415,73.6,4.4,22
20190101_35016_D04_S022,897,44.5,437,460,105.3,857,40,4.5,104,630,163,86,45,32,11.6,70.2,18.2,42.4,25.9,16.5,156.7,63.8,19.6,27.6,2.6,35093.9,1564.9,18,22,25,50,14,129,824,20,53,91.9,2.2,5.9
20190101_35016_D04_S023,965,45.9,470,495,105.3,924,41,4.2,85,687,193,94,61,38,8.8,71.2,20,40.5,28.1,12.4,227.1,44,19.7,31.6,3,31914.5,1356,13,10,33,40,18,114,847,39,79,87.8,4,8.2
20190101_35016_D04_S024,677,44.4,314,363,115.6,643,34,5,78,466,133,65,41,27,11.5,68.8,19.6,45.3,28.5,16.7,170.5,58.6,20.3,30.8,0.8,79787.9,4007.1,16,7,34,29,15,101,595,25,57,87.9,3.7,8.4
20190101_35016_D04_S025,927,46.1,485,442,91.1,907,20,2.2,94,620,213,98,90,25,10.1,66.9,23,49.5,34.4,15.2,226.6,44.1,11.7,42.3,2.9,31864.4,687.5,11,15,39,36,19,120,861,29,37,92.9,3.1,4
20190101_35016_D04_S026,826,42.9,408,418,102.5,738,88,10.7,99,584,143,70,51,22,12,70.7,17.3,41.4,24.5,17,144.4,69.2,15.4,35.7,2.6,31823.1,3390.4,13,23,37,37,21,131,603,23,200,73,2.8,24.2
20190101_35016_D04_S027,1025,43.8,507,518,102.2,922,103,10,128,698,199,91,83,25,12.5,68.1,19.4,46.8,28.5,18.3,155.5,64.3,12.6,41.7,3.3,30680.4,3083,19,20,62,38,25,164,784,46,195,76.5,4.5,19
20190101_35016_D04_S028,1025,46.1,517,508,98.3,1003,22,2.1,98,696,231,110,97,24,9.6,67.9,22.5,47.3,33.2,14.1,235.7,42.4,10.4,42,3.5,29247.3,627.7,18,15,39,41,27,140,965,22,38,94.1,2.1,3.7
20190101_35016_D04_S029,1459,44.7,689,770,111.8,1402,57,3.9,155,1018,286,146,94,46,10.6,69.8,19.6,43.3,28.1,15.2,184.5,54.2,16.1,32.9,8.1,17998.8,703.2,19,23,77,52,34,205,1291,56,112,88.5,3.8,7.7
20190101_35016_D04_S030,1177,42.6,556,621,111.7,1055,122,10.4,151,822,204,111,67,26,12.8,69.8,17.3,43.2,24.8,18.4,135.1,74,12.7,32.8,3.9,30124.6,3122.5,18,19,71,58,24,190,893,64,220,75.9,5.4,18.7
20190101_35016_D04_S031,1328,43.9,634,694,109.5,1194,134,10.1,154,920,254,120,93,41,11.6,69.3,19.1,44.3,27.6,16.7,164.9,60.6,16.1,36.6,5.1,25907.6,2614.2,27,22,72,47,33,201,1006,65,257,75.8,4.9,19.4
20190101_35016_D04_S032,928,42.8,435,493,113.3,828,100,10.8,118,660,150,70,50,30,12.7,71.1,16.2,40.6,22.7,17.9,127.1,78.7,20,33.3,2,47332.4,5100.5,19,15,51,45,19,149,669,59,200,72.1,6.4,21.6
20190101_35016_D04_S033,967,47.6,467,500,107.1,953,14,1.4,85,643,239,129,81,29,8.8,66.5,24.7,50.4,37.2,13.2,281.2,35.6,12.1,33.9,7.4,13026.9,188.6,7,12,43,36,18,116,894,26,47,92.5,2.7,4.9
20190101_35016_D04_S034,1780,45.9,838,942,112.4,1674,106,6,191,1183,406,195,162,49,10.7,66.5,22.8,50.5,34.3,16.1,212.6,47,12.1,39.9,17.2,10335.8,615.5,37,39,76,56,29,237,1502,85,193,84.4,4.8,10.8
20190101_35016_D04_S035,1817,43.2,895,922,103,1729,88,4.8,202,1365,250,174,60,16,11.1,75.1,13.8,33.1,18.3,14.8,123.8,80.8,6.4,24,7.3,24993.1,1210.5,33,29,86,68,26,242,1538,105,174,84.6,5.8,9.6
20190101_35016_D04_S036,1312,45.3,617,695,112.6,1276,36,2.7,136,877,299,222,63,14,10.4,66.8,22.8,49.6,34.1,15.5,219.9,45.5,4.7,21.1,2.4,54476,1494.8,21,27,54,46,28,176,1099,97,116,83.8,7.4,8.8
20190101_35016_D04_S037,970,42.7,441,529,120,894,76,7.8,124,681,165,78,57,30,12.8,70.2,17,42.4,24.2,18.2,133.1,75.2,18.2,34.5,6,16250.6,1273.2,27,21,50,37,24,159,771,31,168,79.5,3.2,17.3
20190101_35016_D04_S038,1507,48.2,680,827,121.6,1422,85,5.6,165,921,421,208,155,58,10.9,61.1,27.9,63.6,45.7,17.9,255.2,39.2,13.8,36.8,14.6,10289.7,580.4,19,25,84,52,28,208,1173,172,162,77.8,11.4,10.7
20190101_35016_D04_S039,1439,45.1,680,759,111.6,1321,118,8.2,157,976,306,190,86,30,10.9,67.8,21.3,47.4,31.4,16.1,194.9,51.3,9.8,28.1,19.9,7219.1,592,25,27,55,66,24,197,934,297,208,64.9,20.6,14.5
20190101_35016_D04_S040,1238,48.7,583,655,112.3,1158,80,6.5,117,771,350,183,123,44,9.5,62.3,28.3,60.6,45.4,15.2,299.1,33.4,12.6,35.1,5.1,24078.6,1556,11,20,58,36,24,149,868,185,185,70.1,14.9,14.9
20190101_35016_D04_S041,1044,47.3,484,560,115.7,985,59,5.7,88,703,253,160,71,22,8.4,67.3,24.2,48.5,36,12.5,287.5,34.8,8.7,28.1,1.8,58051.6,3280.7,16,12,41,27,13,109,762,146,136,73,14,13
20190101_35016_D04_S042,1454,46.8,674,780,115.7,1366,88,6.1,138,971,345,187,122,36,9.5,66.8,23.7,49.7,35.5,14.2,250,40,10.4,35.4,3.2,44785.3,2710.5,20,25,56,53,27,181,946,236,272,65.1,16.2,18.7
20190101_35016_D04_S043,1374,49.6,732,642,87.7,1300,74,5.4,126,859,389,216,112,61,9.2,62.5,28.3,60,45.3,14.7,308.7,32.4,15.7,28.8,18.9,7270.6,391.6,14,21,59,39,36,169,1121,123,130,81.6,9,9.5
20190101_35016_D04_S045,1587,44.8,749,838,111.9,1452,135,8.5,195,1046,346,191,106,49,12.3,65.9,21.8,51.7,33.1,18.6,177.4,56.4,14.2,30.6,6.9,22896.5,1947.7,27,38,78,66,29,238,1125,181,281,70.9,11.4,17.7
20190101_35016_D04_S046,2066,45,982,1084,110.4,1832,234,11.3,194,1488,384,228,115,41,9.4,72,18.6,38.8,25.8,13,197.9,50.5,10.7,29.9,3.2,63734,7218.7,25,31,81,72,47,256,1240,322,504,60,15.6,24.4
20190101_35016_D04_S047,1378,45.7,638,740,116,1280,98,7.1,144,941,293,128,114,51,10.4,68.3,21.3,46.4,31.1,15.3,203.5,49.1,17.4,38.9,10.7,12904,917.7,19,28,62,57,24,190,954,147,277,69.2,10.7,20.1
20190101_35016_D04_S048,896,48.1,415,481,115.9,865,31,3.5,74,614,208,93,64,51,8.3,68.5,23.2,45.9,33.9,12.1,281.1,35.6,24.5,30.8,5.2,17206.3,595.3,10,18,30,19,20,97,757,33,106,84.5,3.7,11.8
20190101_35016_D04_S049,1161,48.6,547,614,112.2,1126,35,3,115,756,290,107,99,84,9.9,65.1,25,53.6,38.4,15.2,252.2,39.7,29,34.1,4.8,24320.8,733.2,13,19,57,31,23,143,1041,42,78,89.7,3.6,6.7
20190101_35016_D04_S050,1182,44.5,586,596,101.7,1103,79,6.7,141,803,238,123,76,39,11.9,67.9,20.1,47.2,29.6,17.6,168.8,59.2,16.4,31.9,4.1,28961.4,1935.7,25,21,62,41,17,166,940,78,164,79.5,6.6,13.9
20190101_35016_D04_S051,923,48,458,465,101.5,896,27,2.9,79,648,196,94,57,45,8.6,70.2,21.2,42.4,30.2,12.2,248.1,40.3,23,29.1,2.3,40756,1192.2,9,14,32,31,15,101,822,34,67,89.1,3.7,7.3
20190101_35016_D04_S052,1137,48.6,553,584,105.6,1086,51,4.5,96,776,265,123,85,57,8.4,68.2,23.3,46.5,34.1,12.4,276,36.2,21.5,32.1,3.2,35314.9,1584,7,19,44,36,27,133,988,46,103,86.9,4,9.1
20190101_35016_D04_S053,1065,46.5,508,557,109.6,1013,52,4.9,103,725,237,99,89,49,9.7,68.1,22.3,46.9,32.7,14.2,230.1,43.5,20.7,37.6,2.7,39225.1,1915.2,9,17,53,37,21,137,927,32,106,87,3,10
20190101_35016_D04_S055,1178,46.9,548,630,115,1065,113,9.6,126,758,294,145,99,50,10.7,64.3,25,55.4,38.8,16.6,233.3,42.9,17,33.7,35.5,3317.3,318.2,9,23,54,48,22,156,830,105,243,70.5,8.9,20.6
20190101_35016_D04_S056,1181,37.2,576,605,105,1082,99,8.4,256,830,95,69,20,6,21.7,70.3,8,42.3,11.4,30.8,37.1,269.5,6.3,21.1,14.8,7962.8,667.5,30,49,122,74,34,309,791,238,152,67,20.2,12.9
20190101_35016_D04_S057,931,43.9,456,475,104.2,878,53,5.7,113,627,191,126,52,13,12.1,67.3,20.5,48.5,30.5,18,169,59.2,6.8,27.2,1.6,57193.8,3255.9,14,15,60,35,20,144,735,75,121,78.9,8.1,13
20190101_35016_D04_S058,2328,38.6,1120,1208,107.9,2217,111,4.8,438,1671,219,142,49,28,18.8,71.8,9.4,39.3,13.1,26.2,50,200,12.8,22.4,34.7,6711.6,320,53,67,173,186,76,555,1682,363,283,72.3,15.6,12.2
