GEOCODE_SECCIONES_2006,Población,Población. Edad media,Población. Hombres,Población. Mujeres,Población de mujeres dividida por la población de hombres,Población de nacionalidad española,Población de nacionalidad extranjera,Población de nacionalidad extranjera (%),Población de 0 a 14 años de edad,Población de 15 a 64 años de edad,Población de 65 o más años de edad,Población de 65 a 74 años de edad,Población de 75 a 84 años de edad,Población de 85 o más años de edad,Población de 0 a 14 años de edad (%),Población de 15 a 64 años de edad (%),Población de 65 o más años de edad (%),Suma de la población de 0 a 14 años y de la población de 65 o más años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 15 a 64 años,Población de 0 a 14 años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 0 a 14 años,Población de 0 a 14 años dividida por la población de 65 o más años,Población de 85 o más años dividida por la población de 65 o más años,Población de 75 a 84 años dividida por la población de 65 o más años,Superficie calculada sobre geom no generalizado (ha),Población / km2,Población. Extranjeros / km2,Población de 0 a 2 años,Población de 3 a 5 años,Población de 6 a 11 años,Población de 12 a 15 años,Población de 16 a 17 años,Población de 0 a 17 años,Población. Nacidos en Canarias,Población. Nacidos en el resto de España,Población. Nacidos en el extranjero,Población. Nacidos en Canarias (%),Población. Nacidos en el resto de España (%),Población. Nacidos en el extranjero (%)
20060101_35006_D01_S003,1541,41,801,740,92.4,1532,9,0.6,215,1056,270,162,87,21,14,68.5,17.5,45.9,25.6,20.4,125.6,79.6,7.8,32.2,60.4,2550.3,14.9,29,46,92,64,36,267,1466,44,31,95.1,2.9,2
20060101_35006_D01_S004,1768,37.2,890,878,98.7,1740,28,1.6,309,1229,230,142,71,17,17.5,69.5,13,43.9,18.7,25.1,74.4,134.3,7.4,30.9,67.4,2622.6,41.5,65,84,108,79,41,377,1654,59,55,93.6,3.3,3.1
20060101_35006_D02_S001,1800,40.7,893,907,101.6,1787,13,0.7,265,1207,328,219,95,14,14.7,67.1,18.2,49.1,27.2,22,123.8,80.8,4.3,29,160.3,1122.7,8.1,46,39,118,77,38,318,1760,15,25,97.8,0.8,1.4
20060101_35006_D02_S002,682,40.5,336,346,103,678,4,0.6,99,460,123,80,36,7,14.5,67.4,18,48.3,26.7,21.5,124.2,80.5,5.7,29.3,132.7,513.9,3,22,20,44,18,18,122,657,17,8,96.3,2.5,1.2
20060101_35006_D02_S003,775,39.5,386,389,100.8,767,8,1,115,534,126,83,34,9,14.8,68.9,16.3,45.1,23.6,21.5,109.6,91.3,7.1,27,39.6,1955.8,20.2,23,17,50,35,13,138,728,30,17,93.9,3.9,2.2
20060101_35006_D03_S001,781,40.3,406,375,92.4,769,12,1.5,114,532,135,79,47,9,14.6,68.1,17.3,46.8,25.4,21.4,118.4,84.4,6.7,34.8,178.6,437.3,6.7,20,27,43,32,15,137,746,20,15,95.5,2.6,1.9
20060101_35006_D03_S002,1620,38.9,796,824,103.5,1597,23,1.4,263,1118,239,149,72,18,16.2,69,14.8,44.9,21.4,23.5,90.9,110,7.5,30.1,105.9,1530.2,21.7,56,62,96,67,31,312,1551,29,40,95.7,1.8,2.5
20060101_35006_D03_S003,1447,39.1,708,739,104.4,1414,33,2.3,194,1067,186,107,64,15,13.4,73.7,12.9,35.6,17.4,18.2,95.9,104.3,8.1,34.4,103.9,1392.5,31.8,39,30,74,66,42,251,1342,50,55,92.7,3.5,3.8
20060101_35006_D03_S004,841,41,434,407,93.8,827,14,1.7,94,616,131,74,41,16,11.2,73.2,15.6,36.5,21.3,15.3,139.4,71.8,12.2,31.3,58.9,1428,23.8,15,16,43,31,20,125,788,32,21,93.7,3.8,2.5
20060101_35006_D04_S001,2082,39.6,1060,1022,96.4,2057,25,1.2,315,1437,330,168,136,26,15.1,69,15.9,44.9,23,21.9,104.8,95.5,7.9,41.2,192.1,1083.8,13,70,70,115,82,34,371,1978,59,45,95,2.8,2.2
20060101_35006_D04_S002,754,36.4,388,366,94.3,752,2,0.3,133,545,76,43,29,4,17.6,72.3,10.1,38.3,13.9,24.4,57.1,175,5.3,38.2,262.5,287.2,0.8,32,30,48,32,22,164,735,11,8,97.5,1.5,1.1
20060101_35006_D04_S003,991,35.7,499,492,98.6,955,36,3.6,175,749,67,44,17,6,17.7,75.6,6.8,32.3,8.9,23.4,38.3,261.2,9,25.4,141.3,701.5,25.5,21,28,83,48,25,205,855,78,58,86.3,7.9,5.9
20060101_35006_D04_S004,961,37.4,492,469,95.3,940,21,2.2,150,709,102,63,30,9,15.6,73.8,10.6,35.5,14.4,21.2,68,147.1,8.8,29.4,76.2,1261.7,27.6,40,29,55,35,15,174,889,36,36,92.5,3.7,3.7
20060101_35006_D05_S001,1501,38,756,745,98.5,1491,10,0.7,239,1067,195,108,69,18,15.9,71.1,13,40.7,18.3,22.4,81.6,122.6,9.2,35.4,70,2144.3,14.3,41,49,93,74,31,288,1436,33,32,95.7,2.2,2.1
20060101_35006_D05_S002,1780,34.8,884,896,101.4,1767,13,0.7,333,1343,104,62,33,9,18.7,75.4,5.8,32.5,7.7,24.8,31.2,320.2,8.7,31.7,58.6,3040,22.2,64,43,149,99,40,395,1696,43,41,95.3,2.4,2.3
20060101_35006_D05_S003,1389,37.2,688,701,101.9,1374,15,1.1,248,957,184,117,56,11,17.9,68.9,13.2,45.1,19.2,25.9,74.2,134.8,6,30.4,29.9,4645.3,50.2,37,51,98,75,44,305,1323,35,31,95.2,2.5,2.2
20060101_35006_D05_S004,1066,35.6,557,509,91.4,1064,2,0.2,203,755,108,70,32,6,19,70.8,10.1,41.2,14.3,26.9,53.2,188,5.6,29.6,208.3,511.8,1,47,49,68,54,34,252,1044,10,12,97.9,0.9,1.1
20060101_35006_D05_S005,1548,38.3,745,803,107.8,1531,17,1.1,249,1073,226,146,70,10,16.1,69.3,14.6,44.3,21.1,23.2,90.8,110.2,4.4,31,29.1,5322.3,58.4,45,59,88,71,46,309,1480,31,37,95.6,2,2.4
20060101_35006_D05_S006,2037,31.9,1051,986,93.8,2020,17,0.8,456,1502,79,46,27,6,22.4,73.7,3.9,35.6,5.3,30.4,17.3,577.2,7.6,34.2,95.7,2129.5,17.8,107,91,166,121,50,535,1897,94,46,93.1,4.6,2.3
20060101_35006_D06_S001,2005,35.5,1030,975,94.7,1965,40,2,358,1479,168,100,56,12,17.9,73.8,8.4,35.6,11.4,24.2,46.9,213.1,7.1,33.3,246.8,812.6,16.2,99,64,133,77,42,415,1810,111,84,90.3,5.5,4.2
20060101_35006_D06_S002,1170,37.8,589,581,98.6,1152,18,1.5,198,846,126,71,44,11,16.9,72.3,10.8,38.3,14.9,23.4,63.6,157.1,8.7,34.9,195.8,597.6,9.2,42,44,86,38,24,234,1081,45,44,92.4,3.8,3.8
20060101_35006_D06_S003,756,37.2,400,356,89,743,13,1.7,129,550,77,44,30,3,17.1,72.8,10.2,37.5,14,23.5,59.7,167.5,3.9,39,287.4,263,4.5,25,28,44,44,14,155,674,52,30,89.2,6.9,4
20060101_35006_D07_S001,1334,40.2,692,642,92.8,1328,6,0.4,194,942,198,112,72,14,14.5,70.6,14.8,41.6,21,20.6,102.1,98,7.1,36.4,211.6,630.3,2.8,41,40,71,57,33,242,1305,17,12,97.8,1.3,0.9
20060101_35006_D07_S002,722,40.8,378,344,91,717,5,0.7,115,466,141,87,46,8,15.9,64.5,19.5,54.9,30.3,24.7,122.6,81.6,5.7,32.6,162,445.7,3.1,21,19,50,31,21,142,689,19,14,95.4,2.6,1.9
20060101_35007_D01_S001,705,42.6,352,353,100.3,630,75,10.6,92,478,135,60,49,26,13,67.8,19.1,47.5,28.2,19.2,146.7,68.1,19.3,36.3,10330.9,6.8,0.7,8,15,40,38,17,118,617,15,73,87.5,2.1,10.4
20060101_35008_D01_S001,1391,39.7,686,705,102.8,1376,15,1.1,209,958,224,127,71,26,15,68.9,16.1,45.2,23.4,21.8,107.2,93.3,11.6,31.7,381.4,364.7,3.9,37,38,92,63,41,271,1327,37,27,95.4,2.7,1.9
20060101_35008_D01_S002,1265,36.1,653,612,93.7,1242,23,1.8,260,852,153,99,37,17,20.6,67.4,12.1,48.5,18,30.5,58.8,169.9,11.1,24.2,71.7,1765.2,32.1,53,55,106,67,36,317,1199,35,31,94.8,2.8,2.5
20060101_35008_D02_S001,1082,40,552,530,96,1063,19,1.8,145,790,147,96,34,17,13.4,73,13.6,37,18.6,18.4,101.4,98.6,11.6,23.1,476.7,227,4,30,21,58,47,28,184,1025,28,29,94.7,2.6,2.7
20060101_35008_D03_S001,613,43.9,325,288,88.6,603,10,1.6,59,429,125,68,47,10,9.6,70,20.4,42.9,29.1,13.8,211.9,47.2,8,37.6,151.3,405.2,6.6,12,10,22,18,10,72,589,10,14,96.1,1.6,2.3
20060101_35008_D03_S002,789,39.2,392,397,101.3,779,10,1.3,122,557,110,61,42,7,15.5,70.6,13.9,41.7,19.7,21.9,90.2,110.9,6.4,38.2,120.6,654.3,8.3,24,23,48,34,20,149,753,20,16,95.4,2.5,2
20060101_35008_D04_S001,1020,39.8,525,495,94.3,1002,18,1.8,145,727,148,93,39,16,14.2,71.3,14.5,40.3,20.4,19.9,102.1,98,10.8,26.4,269.2,378.9,6.7,18,32,61,43,33,187,957,35,28,93.8,3.4,2.7
20060101_35008_D04_S002,1028,37.4,530,498,94,1021,7,0.7,162,750,116,72,35,9,15.8,73,11.3,37.1,15.5,21.6,71.6,139.7,7.8,30.2,131.9,779.4,5.3,43,25,58,48,33,207,992,20,16,96.5,1.9,1.6
20060101_35009_D01_S001,2038,39,1010,1028,101.8,2005,33,1.6,303,1467,268,130,107,31,14.9,72,13.2,38.9,18.3,20.7,88.4,113.1,11.6,39.9,38.9,5236.1,84.8,66,50,116,95,55,382,1921,71,46,94.3,3.5,2.3
20060101_35009_D01_S002,1881,40.9,917,964,105.1,1843,38,2,258,1311,312,179,95,38,13.7,69.7,16.6,43.5,23.8,19.7,120.9,82.7,12.2,30.4,280.6,670.4,13.5,52,49,93,75,44,313,1772,49,60,94.2,2.6,3.2
20060101_35009_D01_S003,1120,39,577,543,94.1,1095,25,2.2,175,794,151,87,53,11,15.6,70.9,13.5,41.1,19,22,86.3,115.9,7.3,35.1,10.8,10384.2,231.8,38,41,70,39,19,207,1071,17,32,95.6,1.5,2.9
20060101_35009_D01_S004,1241,40.4,615,626,101.8,1202,39,3.1,160,900,181,104,55,22,12.9,72.5,14.6,37.9,20.1,17.8,113.1,88.4,12.2,30.4,7.6,16390.4,515.1,35,29,61,50,29,204,1166,19,56,94,1.5,4.5
20060101_35009_D01_S005,1596,38.9,798,798,100,1586,10,0.6,243,1108,245,151,71,23,15.2,69.4,15.4,44,22.1,21.9,100.8,99.2,9.4,29,129.1,1236.5,7.7,47,43,95,74,41,300,1568,15,13,98.2,0.9,0.8
20060101_35009_D01_S006,1751,36.8,936,815,87.1,1730,21,1.2,301,1260,190,129,47,14,17.2,72,10.9,39,15.1,23.9,63.1,158.4,7.4,24.7,650.2,269.3,3.2,49,33,146,99,47,374,1663,57,31,95,3.3,1.8
20060101_35009_D01_S007,1937,38,979,958,97.9,1920,17,0.9,321,1349,267,148,95,24,16.6,69.6,13.8,43.6,19.8,23.8,83.2,120.2,9,35.6,158.4,1222.9,10.7,84,51,115,90,48,388,1888,23,26,97.5,1.2,1.3
20060101_35009_D01_S008,1413,41.4,690,723,104.8,1408,5,0.4,197,949,267,147,90,30,13.9,67.2,18.9,48.9,28.1,20.8,135.5,73.8,11.2,33.7,63.5,2226.1,7.9,46,26,78,62,31,243,1381,14,18,97.7,1,1.3
20060101_35009_D01_S009,2204,36.6,1107,1097,99.1,2191,13,0.6,386,1558,260,153,89,18,17.5,70.7,11.8,41.5,16.7,24.8,67.4,148.5,6.9,34.2,1075.2,205,1.2,68,69,145,139,66,487,2180,9,15,98.9,0.4,0.7
20060101_35009_D01_S010,1570,38.6,793,777,98,1548,22,1.4,258,1084,228,148,67,13,16.4,69,14.5,44.8,21,23.8,88.4,113.2,5.7,29.4,777.4,201.9,2.8,46,47,102,87,43,325,1516,26,28,96.6,1.7,1.8
