GEOCODE_SECCIONES_2007,Población,Población. Edad media,Población. Hombres,Población. Mujeres,Población de mujeres dividida por la población de hombres,Población de nacionalidad española,Población de nacionalidad extranjera,Población de nacionalidad extranjera (%),Población de 0 a 14 años de edad,Población de 15 a 64 años de edad,Población de 65 o más años de edad,Población de 65 a 74 años de edad,Población de 75 a 84 años de edad,Población de 85 o más años de edad,Población de 0 a 14 años de edad (%),Población de 15 a 64 años de edad (%),Población de 65 o más años de edad (%),Suma de la población de 0 a 14 años y de la población de 65 o más años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 15 a 64 años,Población de 0 a 14 años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 0 a 14 años,Población de 0 a 14 años dividida por la población de 65 o más años,Población de 85 o más años dividida por la población de 65 o más años,Población de 75 a 84 años dividida por la población de 65 o más años,Superficie calculada sobre geom no generalizado (ha),Población / km2,Población. Extranjeros / km2,Población de 0 a 2 años,Población de 3 a 5 años,Población de 6 a 11 años,Población de 12 a 15 años,Población de 16 a 17 años,Población de 0 a 17 años,Población. Nacidos en Canarias,Población. Nacidos en el resto de España,Población. Nacidos en el extranjero,Población. Nacidos en Canarias (%),Población. Nacidos en el resto de España (%),Población. Nacidos en el extranjero (%)
20070101_35004_D02_S008,1050,35.6,549,501,91.3,637,413,39.3,157,809,84,52,22,10,15,77,8,29.8,10.4,19.4,53.5,186.9,11.9,26.2,6.8,15362.6,6042.6,39,41,52,34,19,185,433,174,443,41.2,16.6,42.2
20070101_35004_D02_S009,2152,35.4,1129,1023,90.6,1572,580,27,378,1559,215,126,75,14,17.6,72.4,10,38,13.8,24.2,56.9,175.8,6.5,34.9,15.1,14294.3,3852.5,77,81,145,98,52,453,1311,231,610,60.9,10.7,28.3
20070101_35004_D02_S010,1657,35.8,881,776,88.1,1139,518,31.3,254,1284,119,73,39,7,15.3,77.5,7.2,29,9.3,19.8,46.9,213.4,5.9,32.8,15.7,10538.4,3294.4,64,58,90,60,41,313,961,134,562,58,8.1,33.9
20070101_35004_D02_S011,1522,37.9,787,735,93.4,1132,390,25.6,220,1129,173,111,43,19,14.5,74.2,11.4,34.8,15.3,19.5,78.6,127.2,11,24.9,6.8,22295.1,5712.9,51,33,92,62,31,269,854,236,432,56.1,15.5,28.4
20070101_35004_D02_S012,1813,28.9,956,857,89.6,1475,338,18.6,436,1351,26,17,6,3,24,74.5,1.4,34.2,1.9,32.3,6,1676.9,11.5,23.1,19.7,9199.2,1715,108,86,167,94,37,492,1047,378,388,57.7,20.8,21.4
20070101_35004_D02_S013,1940,35.1,973,967,99.4,1404,536,27.6,332,1444,164,107,42,15,17.1,74.4,8.5,34.3,11.4,23,49.4,202.4,9.1,25.6,38.1,5096.3,1408,65,70,123,100,54,412,1052,303,585,54.2,15.6,30.2
20070101_35004_D02_S014,2047,34.2,1054,993,94.2,1513,534,26.1,355,1558,134,72,51,11,17.3,76.1,6.5,31.4,8.6,22.8,37.7,264.9,8.2,38.1,18.5,11035.9,2878.9,90,84,124,81,54,433,1302,185,560,63.6,9,27.4
20070101_35004_D02_S015,2950,31.5,1600,1350,84.4,2275,675,22.9,630,2220,100,74,19,7,21.4,75.3,3.4,32.9,4.5,28.4,15.9,630,7,19,1537.3,191.9,43.9,125,124,243,174,94,760,1934,324,692,65.6,11,23.5
20070101_35004_D02_S016,2714,30.6,1395,1319,94.6,2192,522,19.2,564,2087,63,38,23,2,20.8,76.9,2.3,30,3,27,11.2,895.2,3.2,36.5,24,11324.1,2178,133,103,228,123,74,661,1695,437,582,62.5,16.1,21.4
20070101_35004_D02_S017,2647,29.3,1422,1225,86.1,2171,476,18,619,1979,49,32,13,4,23.4,74.8,1.9,33.8,2.5,31.3,7.9,1263.3,8.2,26.5,21.7,12224.1,2198.2,160,118,211,173,95,757,1679,444,524,63.4,16.8,19.8
20070101_35004_D02_S018,1690,30,866,824,95.2,1251,439,26,384,1259,47,33,12,2,22.7,74.5,2.8,34.2,3.7,30.5,12.2,817,4.3,25.5,37.7,4481.5,1164.1,94,90,134,88,39,445,831,371,488,49.2,22,28.9
20070101_35005_D01_S001,1300,45,696,604,86.8,1291,9,0.7,99,934,267,137,108,22,7.6,71.8,20.5,39.2,28.6,10.6,269.7,37.1,8.2,40.4,6641.7,19.6,0.1,13,14,43,38,25,133,1260,21,19,96.9,1.6,1.5
20070101_35006_D01_S001,1146,43.3,547,599,109.5,1132,14,1.2,156,750,240,115,88,37,13.6,65.4,20.9,52.8,32,20.8,153.8,65,15.4,36.7,55.5,2064.5,25.2,18,32,65,52,21,188,1055,49,42,92.1,4.3,3.7
20070101_35006_D01_S002,2417,36.6,1142,1275,111.6,2373,44,1.8,409,1762,246,137,84,25,16.9,72.9,10.2,37.2,14,23.2,60.1,166.3,10.2,34.1,44.7,5403.2,98.4,88,97,140,121,53,499,2232,105,80,92.3,4.3,3.3
20070101_35006_D01_S003,1534,41,785,749,95.4,1527,7,0.5,222,1046,266,149,94,23,14.5,68.2,17.3,46.7,25.4,21.2,119.8,83.5,8.6,35.3,60.4,2538.7,11.6,35,49,95,57,31,267,1463,44,27,95.4,2.9,1.8
20070101_35006_D01_S004,1851,36.9,921,930,101,1824,27,1.5,329,1297,225,137,73,15,17.8,70.1,12.2,42.7,17.3,25.4,68.4,146.2,6.7,32.4,67.4,2745.8,40.1,72,85,128,70,48,403,1729,62,60,93.4,3.3,3.2
20070101_35006_D02_S001,1757,41.3,881,876,99.4,1749,8,0.5,246,1176,335,207,112,16,14,66.9,19.1,49.4,28.5,20.9,136.2,73.4,4.8,33.4,160.3,1095.8,5,45,37,106,79,36,303,1723,17,17,98.1,1,1
20070101_35006_D02_S002,693,40.8,340,353,103.8,686,7,1,95,476,122,79,36,7,13.7,68.7,17.6,45.6,25.6,20,128.4,77.9,5.7,29.5,132.7,522.2,5.3,25,20,38,18,15,116,662,16,15,95.5,2.3,2.2
20070101_35006_D02_S003,747,40.7,369,378,102.4,737,10,1.3,105,512,130,77,40,13,14.1,68.5,17.4,45.9,25.4,20.5,123.8,80.8,10,30.8,39.6,1885.1,25.2,19,16,47,30,16,128,696,32,19,93.2,4.3,2.5
20070101_35006_D03_S001,774,40.6,399,375,94,762,12,1.6,115,525,134,78,47,9,14.9,67.8,17.3,47.4,25.5,21.9,116.5,85.8,6.7,35.1,178.6,433.4,6.7,15,29,46,32,16,138,733,22,19,94.7,2.8,2.5
20070101_35006_D03_S002,1613,39.2,802,811,101.1,1592,21,1.3,263,1111,239,140,80,19,16.3,68.9,14.8,45.2,21.5,23.7,90.9,110,7.9,33.5,105.9,1523.6,19.8,53,59,98,67,31,308,1545,30,38,95.8,1.9,2.4
20070101_35006_D03_S003,1475,39.3,724,751,103.7,1449,26,1.8,192,1095,188,101,74,13,13,74.2,12.7,34.7,17.2,17.5,97.9,102.1,6.9,39.4,103.9,1419.4,25,39,41,73,60,32,245,1368,60,47,92.7,4.1,3.2
20070101_35006_D03_S004,828,41.3,434,394,90.8,812,16,1.9,88,608,132,76,42,14,10.6,73.4,15.9,36.2,21.7,14.5,150,66.7,10.6,31.8,58.8,1407.9,27.2,15,16,32,34,19,116,775,30,23,93.6,3.6,2.8
20070101_35006_D04_S001,2139,39.8,1100,1039,94.5,2113,26,1.2,326,1478,335,166,140,29,15.2,69.1,15.7,44.7,22.7,22.1,102.8,97.3,8.7,41.8,192.1,1113.5,13.5,72,60,130,86,39,387,2019,73,47,94.4,3.4,2.2
20070101_35006_D04_S002,807,36.3,408,399,97.8,801,6,0.7,142,588,77,42,29,6,17.6,72.9,9.5,37.2,13.1,24.1,54.2,184.4,7.8,37.7,262.5,307.4,2.3,32,27,58,32,21,170,778,16,13,96.4,2,1.6
20070101_35006_D04_S003,978,36.6,487,491,100.8,942,36,3.7,162,751,65,40,18,7,16.6,76.8,6.6,30.2,8.7,21.6,40.1,249.2,10.8,27.7,141.3,692.3,25.5,17,21,82,56,15,191,837,80,61,85.6,8.2,6.2
20070101_35006_D04_S004,953,38.1,489,464,94.9,940,13,1.4,143,705,105,63,31,11,15,74,11,35.2,14.9,20.3,73.4,136.2,10.5,29.5,76.2,1251.2,17.1,31,31,56,34,16,168,892,32,29,93.6,3.4,3
20070101_35006_D05_S001,1555,37.9,789,766,97.1,1545,10,0.6,245,1118,192,107,65,20,15.8,71.9,12.3,39.1,17.2,21.9,78.4,127.6,10.4,33.9,70,2221.4,14.3,43,42,97,81,36,299,1482,37,36,95.3,2.4,2.3
20070101_35006_D05_S002,1853,34.9,921,932,101.2,1847,6,0.3,351,1393,109,67,35,7,18.9,75.2,5.9,33,7.8,25.2,31.1,322,6.4,32.1,58.6,3164.7,10.2,61,56,153,104,45,419,1775,42,36,95.8,2.3,1.9
20070101_35006_D05_S003,1410,37.6,702,708,100.9,1394,16,1.1,239,981,190,116,63,11,17,69.6,13.5,43.7,19.4,24.4,79.5,125.8,5.8,33.2,29.9,4715.5,53.5,42,47,102,73,31,295,1343,34,33,95.2,2.4,2.3
20070101_35006_D05_S004,1069,35.7,543,526,96.9,1069,0,0,213,749,107,68,33,6,19.9,70.1,10,42.7,14.3,28.4,50.2,199.1,5.6,30.8,208.3,513.2,0,42,49,76,52,34,253,1048,11,10,98,1,0.9
20070101_35006_D05_S005,1569,38.5,754,815,108.1,1554,15,1,251,1093,225,142,72,11,16,69.7,14.3,43.5,20.6,23,89.6,111.6,4.9,32,29.1,5394.5,51.6,38,71,88,69,36,302,1500,34,35,95.6,2.2,2.2
20070101_35006_D05_S006,2090,32.5,1080,1010,93.5,2072,18,0.9,454,1555,81,46,29,6,21.7,74.4,3.9,34.4,5.2,29.2,17.8,560.5,7.4,35.8,95.7,2185,18.8,96,79,181,122,60,538,1955,87,48,93.5,4.2,2.3
20070101_35006_D06_S001,2060,35.9,1061,999,94.2,2026,34,1.7,366,1515,179,106,56,17,17.8,73.5,8.7,36,11.8,24.2,48.9,204.5,9.5,31.3,246.8,834.8,13.8,101,72,122,90,36,421,1863,118,79,90.4,5.7,3.8
20070101_35006_D06_S002,1182,38,594,588,99,1160,22,1.9,207,844,131,70,49,12,17.5,71.4,11.1,40,15.5,24.5,63.3,158,9.2,37.4,195.8,603.7,11.2,41,47,88,41,31,248,1086,47,49,91.9,4,4.1
20070101_35006_D06_S003,740,37.6,389,351,90.2,728,12,1.6,122,540,78,43,32,3,16.5,73,10.5,37,14.4,22.6,63.9,156.4,3.8,41,287.4,257.5,4.2,25,24,46,37,22,154,664,48,28,89.7,6.5,3.8
20070101_35006_D07_S001,1337,40.4,687,650,94.6,1329,8,0.6,195,935,207,115,77,15,14.6,69.9,15.5,43,22.1,20.9,106.2,94.2,7.2,37.2,211.6,631.8,3.8,43,38,73,56,34,244,1300,24,13,97.2,1.8,1
20070101_35006_D07_S002,703,41.7,367,336,91.6,696,7,1,107,449,147,86,56,5,15.2,63.9,20.9,56.6,32.7,23.8,137.4,72.8,3.4,38.1,162,433.9,4.3,19,21,37,35,14,126,670,18,15,95.3,2.6,2.1
20070101_35007_D01_S001,742,43.1,379,363,95.8,649,93,12.5,83,523,136,67,44,25,11.2,70.5,18.3,41.9,26,15.9,163.9,61,18.4,32.4,10330.9,7.2,0.9,5,14,34,34,12,99,628,21,93,84.6,2.8,12.5
20070101_35008_D01_S001,1412,39.9,695,717,103.2,1398,14,1,211,973,228,128,76,24,14.9,68.9,16.1,45.1,23.4,21.7,108.1,92.5,10.5,33.3,381.4,370.2,3.7,46,40,84,57,36,263,1345,40,27,95.3,2.8,1.9
20070101_35008_D01_S002,1321,36.4,668,653,97.8,1303,18,1.4,267,894,160,102,41,17,20.2,67.7,12.1,47.8,17.9,29.9,59.9,166.9,10.6,25.6,71.7,1843.3,25.1,45,53,120,67,44,329,1258,33,30,95.2,2.5,2.3
20070101_35008_D02_S001,1109,40.4,579,530,91.5,1062,47,4.2,149,805,155,99,41,15,13.4,72.6,14,37.8,19.3,18.5,104,96.1,9.7,26.5,476.7,232.6,9.9,28,26,58,43,21,176,1027,24,58,92.6,2.2,5.2
20070101_35008_D03_S001,628,44.1,336,292,86.9,617,11,1.8,58,442,128,71,45,12,9.2,70.4,20.4,42.1,29,13.1,220.7,45.3,9.4,35.2,151.3,415.1,7.3,13,10,16,27,7,73,598,15,15,95.2,2.4,2.4
20070101_35008_D03_S002,780,39.9,387,393,101.6,775,5,0.6,117,548,115,65,43,7,15,70.3,14.7,42.3,21,21.4,98.3,101.7,6.1,37.4,120.6,646.8,4.1,26,22,51,29,17,145,744,23,13,95.4,2.9,1.7
20070101_35008_D04_S001,1038,40.2,534,504,94.4,1017,21,2,147,731,160,103,42,15,14.2,70.4,15.4,42,21.9,20.1,108.8,91.9,9.4,26.2,269.2,385.5,7.8,25,27,61,44,33,190,966,40,32,93.1,3.9,3.1
20070101_35008_D04_S002,1081,37.4,559,522,93.4,1072,9,0.8,176,779,126,81,36,9,16.3,72.1,11.7,38.8,16.2,22.6,71.6,139.7,7.1,28.6,131.9,819.5,6.8,50,27,61,49,30,217,1040,23,18,96.2,2.1,1.7
20070101_35009_D01_S001,2064,39.2,1021,1043,102.2,2019,45,2.2,316,1466,282,140,111,31,15.3,71,13.7,40.8,19.2,21.6,89.2,112.1,11,39.4,38.9,5302.9,115.6,67,56,122,92,49,386,1939,63,62,93.9,3.1,3
20070101_35009_D01_S002,1957,40.6,956,1001,104.7,1918,39,2,279,1358,320,171,108,41,14.3,69.4,16.4,44.1,23.6,20.5,114.7,87.2,12.8,33.8,280.6,697.4,13.9,65,50,97,91,35,338,1836,56,65,93.8,2.9,3.3
20070101_35009_D01_S003,1082,39.6,553,529,95.7,1062,20,1.8,174,747,161,89,59,13,16.1,69,14.9,44.8,21.6,23.3,92.5,108.1,8.1,36.6,10.8,10031.9,185.4,30,40,66,48,24,208,1032,18,32,95.4,1.7,3
20070101_35009_D01_S004,1246,40.2,607,639,105.3,1214,32,2.6,176,885,185,101,63,21,14.1,71,14.8,40.8,20.9,19.9,105.1,95.1,11.4,34.1,7.6,16456.4,422.6,36,32,75,47,34,224,1176,19,51,94.4,1.5,4.1
20070101_35009_D01_S005,1596,39,801,795,99.3,1590,6,0.4,252,1100,244,145,81,18,15.8,68.9,15.3,45.1,22.2,22.9,96.8,103.3,7.4,33.2,129.1,1236.5,4.6,46,48,109,69,34,306,1570,16,10,98.4,1,0.6
20070101_35009_D01_S006,1760,37.1,943,817,86.6,1737,23,1.3,296,1268,196,135,48,13,16.8,72,11.1,38.8,15.5,23.3,66.2,151,6.6,24.5,650.2,270.7,3.5,53,44,135,91,47,370,1668,59,33,94.8,3.4,1.9
20070101_35009_D01_S007,1977,38.2,1006,971,96.5,1962,15,0.8,333,1369,275,141,106,28,16.8,69.2,13.9,44.4,20.1,24.3,82.6,121.1,10.2,38.5,158.4,1248.1,9.5,72,59,138,87,46,402,1931,22,24,97.7,1.1,1.2
