GEOCODE_SECCIONES_2014,Población,Población. Edad media,Población. Hombres,Población. Mujeres,Población de mujeres dividida por la población de hombres,Población de nacionalidad española,Población de nacionalidad extranjera,Población de nacionalidad extranjera (%),Población de 0 a 14 años de edad,Población de 15 a 64 años de edad,Población de 65 o más años de edad,Población de 65 a 74 años de edad,Población de 75 a 84 años de edad,Población de 85 o más años de edad,Población de 0 a 14 años de edad (%),Población de 15 a 64 años de edad (%),Población de 65 o más años de edad (%),Suma de la población de 0 a 14 años y de la población de 65 o más años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 15 a 64 años,Población de 0 a 14 años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 0 a 14 años,Población de 0 a 14 años dividida por la población de 65 o más años,Población de 85 o más años dividida por la población de 65 o más años,Población de 75 a 84 años dividida por la población de 65 o más años,Superficie calculada sobre geom no generalizado (ha),Población / km2,Población. Extranjeros / km2,Población de 0 a 2 años,Población de 3 a 5 años,Población de 6 a 11 años,Población de 12 a 15 años,Población de 16 a 17 años,Población de 0 a 17 años,Población. Nacidos en Canarias,Población. Nacidos en el resto de España,Población. Nacidos en el extranjero,Población. Nacidos en Canarias (%),Población. Nacidos en el resto de España (%),Población. Nacidos en el extranjero (%)
20140101_35003_D01_S003,4928,40.3,2635,2293,87,1654,3274,66.4,610,3792,526,416,91,19,12.4,76.9,10.7,30,13.9,16.1,86.2,116,3.6,17.3,1898.8,259.5,172.4,121,139,245,137,60,702,794,845,3289,16.1,17.1,66.7
20140101_35003_D01_S004,2135,40.7,1227,908,74,792,1343,62.9,266,1639,230,187,35,8,12.5,76.8,10.8,30.3,14,16.2,86.5,115.7,3.5,15.2,245.9,868.4,546.3,50,58,113,60,27,308,405,368,1362,19,17.2,63.8
20140101_35003_D01_S005,1203,39.4,627,576,91.9,818,385,32,199,863,141,90,41,10,16.5,71.7,11.7,39.4,16.3,23.1,70.9,141.1,7.1,29.1,4928.3,24.4,7.8,29,33,84,74,26,246,717,103,383,59.6,8.6,31.8
20140101_35004_D01_S001,1648,40.6,849,799,94.1,1393,255,15.5,241,1194,213,117,57,39,14.6,72.5,12.9,38,17.8,20.2,88.4,113.1,18.3,26.8,65.1,2532.6,391.9,33,43,113,71,33,293,1036,263,349,62.9,16,21.2
20140101_35004_D01_S002,1612,40.1,807,805,99.8,1464,148,9.2,249,1142,221,114,75,32,15.4,70.8,13.7,41.2,19.4,21.8,88.8,112.7,14.5,33.9,12.9,12472.2,1145.1,37,47,115,71,45,315,1162,196,254,72.1,12.2,15.8
20140101_35004_D01_S003,1920,41,953,967,101.5,1522,398,20.7,251,1409,260,132,79,49,13.1,73.4,13.5,36.3,18.5,17.8,103.6,96.5,18.8,30.4,14.9,12865.7,2667,44,59,101,65,30,299,1073,300,547,55.9,15.6,28.5
20140101_35004_D01_S004,1952,39.9,926,1026,110.8,1460,492,25.2,246,1467,239,130,84,25,12.6,75.2,12.2,33.1,16.3,16.8,97.2,102.9,10.5,35.1,15.9,12304.6,3101.4,46,46,104,66,42,304,967,293,692,49.5,15,35.5
20140101_35004_D01_S005,2128,35.9,1115,1013,90.9,1740,388,18.2,385,1589,154,93,47,14,18.1,74.7,7.2,33.9,9.7,24.2,40,250,9.1,30.5,226.1,941.2,171.6,77,70,161,106,56,470,1284,307,537,60.3,14.4,25.2
20140101_35004_D01_S006,2776,36.9,1371,1405,102.5,2086,690,24.9,482,2018,276,151,88,37,17.4,72.7,9.9,37.6,13.7,23.9,57.3,174.6,13.4,31.9,19.8,14014.7,3483.5,94,102,189,126,75,586,1425,301,1050,51.3,10.8,37.8
20140101_35004_D01_S007,1653,36.7,850,803,94.5,1218,435,26.3,288,1213,152,90,48,14,17.4,73.4,9.2,36.3,12.5,23.7,52.8,189.5,9.2,31.6,10.5,15740.9,4142.3,59,83,111,46,32,331,799,245,609,48.3,14.8,36.8
20140101_35004_D01_S008,1119,38.7,548,571,104.2,898,221,19.7,191,781,147,80,54,13,17.1,69.8,13.1,43.3,18.8,24.5,77,129.9,8.8,36.7,5.2,21441.7,4234.7,45,41,73,43,20,222,687,153,279,61.4,13.7,24.9
20140101_35004_D01_S009,1570,41.5,759,811,106.9,1298,272,17.3,208,1112,250,166,56,28,13.2,70.8,15.9,41.2,22.5,18.7,120.2,83.2,11.2,22.4,7.3,21549.7,3733.4,36,42,85,58,27,248,908,262,400,57.8,16.7,25.5
20140101_35004_D01_S010,1559,39.1,769,790,102.7,1340,219,14,173,1255,131,102,21,8,11.1,80.5,8.4,24.2,10.4,13.8,75.7,132.1,6.1,16,17,9174.6,1288.8,24,36,69,69,42,240,929,276,354,59.6,17.7,22.7
20140101_35004_D01_S011,1323,35.9,642,681,106.1,1017,306,23.1,228,1005,90,59,22,9,17.2,76,6.8,31.6,9,22.7,39.5,253.3,10,24.4,5,26326.3,6089.1,44,41,98,62,35,280,621,293,409,46.9,22.1,30.9
20140101_35004_D01_S012,1375,38.7,687,688,100.1,1110,265,19.3,223,999,153,86,48,19,16.2,72.7,11.1,37.6,15.3,22.3,68.6,145.8,12.4,31.4,8,17142.1,3303.7,35,52,96,46,27,256,800,163,412,58.2,11.9,30
20140101_35004_D02_S001,1824,35.5,919,905,98.5,1455,369,20.2,346,1364,114,71,32,11,19,74.8,6.2,33.7,8.4,25.4,32.9,303.5,9.6,28.1,17.5,10451.2,2114.3,39,87,144,97,51,418,1055,233,536,57.8,12.8,29.4
20140101_35004_D02_S002,1711,39,880,831,94.4,1388,323,18.9,255,1237,219,126,83,10,14.9,72.3,12.8,38.3,17.7,20.6,85.9,116.4,4.6,37.9,24.3,7030,1327.1,41,50,117,62,40,310,1031,168,512,60.3,9.8,29.9
20140101_35004_D02_S003,1572,41.1,810,762,94.1,1329,243,15.5,229,1084,259,137,97,25,14.6,69,16.5,45,23.9,21.1,113.1,88.4,9.7,37.5,13.6,11533.6,1782.9,36,45,103,59,31,274,1081,131,360,68.8,8.3,22.9
20140101_35004_D02_S004,1861,38.1,927,934,100.8,1698,163,8.8,318,1351,192,135,47,10,17.1,72.6,10.3,37.7,14.2,23.5,60.4,165.6,5.2,24.5,20.7,8994.1,787.8,48,63,141,83,38,373,1454,166,241,78.1,8.9,13
20140101_35004_D02_S005,2576,37.4,1269,1307,103,2272,304,11.8,431,1905,240,178,47,15,16.7,74,9.3,35.2,12.6,22.6,55.7,179.6,6.2,19.6,164.2,1568.9,185.1,95,85,170,102,50,502,1647,476,453,63.9,18.5,17.6
20140101_35004_D02_S006,1207,39,604,603,99.8,964,243,20.1,178,882,147,64,66,17,14.7,73.1,12.2,36.8,16.7,20.2,82.6,121.1,11.6,44.9,14.8,8154.9,1641.8,37,36,72,43,25,213,733,84,390,60.7,7,32.3
20140101_35004_D02_S007,1987,39.3,1002,985,98.3,1723,264,13.3,335,1366,286,174,89,23,16.9,68.7,14.4,45.5,20.9,24.5,85.4,117.1,8,31.1,15.4,12931.7,1718.2,55,67,147,86,43,398,1454,146,387,73.2,7.3,19.5
20140101_35004_D02_S008,1137,38.3,561,576,102.7,814,323,28.4,176,835,126,69,44,13,15.5,73.4,11.1,36.2,15.1,21.1,71.6,139.7,10.3,34.9,6.8,16635.5,4725.8,27,37,78,46,20,208,538,107,492,47.3,9.4,43.3
20140101_35004_D02_S009,2135,38,1102,1033,93.7,1667,468,21.9,369,1493,273,149,90,34,17.3,69.9,12.8,43,18.3,24.7,74,135.2,12.5,33,15.1,14181.3,3108.6,79,69,155,87,54,444,1273,177,685,59.6,8.3,32.1
20140101_35004_D02_S010,1708,37.6,867,841,97,1288,420,24.6,290,1236,182,121,42,19,17,72.4,10.7,38.2,14.7,23.5,62.8,159.3,10.4,23.1,15.7,10862.7,2671.2,62,63,113,66,40,344,935,142,631,54.7,8.3,36.9
20140101_35004_D02_S011,1400,40.6,705,695,98.6,1078,322,23,209,986,205,115,68,22,14.9,70.4,14.6,42,20.8,21.2,98.1,102,10.7,33.2,6.8,20508,4716.8,37,46,92,47,26,248,758,169,473,54.1,12.1,33.8
20140101_35004_D02_S012,2411,31.7,1190,1221,102.6,2087,324,13.4,578,1750,83,56,20,7,24,72.6,3.4,37.8,4.7,33,14.4,696.4,8.4,24.1,19.7,12233.5,1644,99,113,257,149,65,683,1449,446,516,60.1,18.5,21.4
20140101_35004_D02_S013,1719,37.6,838,881,105.1,1376,343,20,282,1256,181,101,62,18,16.4,73.1,10.5,36.9,14.4,22.5,64.2,155.8,9.9,34.3,38.1,4515.7,901,40,62,115,86,53,356,922,240,557,53.6,14,32.4
20140101_35004_D02_S014,2125,36.7,1095,1030,94.1,1682,443,20.8,386,1548,191,117,49,25,18.2,72.8,9,37.3,12.3,24.9,49.5,202.1,13.1,25.7,18.5,11456.5,2388.3,61,82,169,96,44,452,1378,179,568,64.8,8.4,26.7
20140101_35004_D02_S015,2223,34.3,1169,1054,90.2,1928,295,13.3,407,1710,106,71,28,7,18.3,76.9,4.8,30,6.2,23.8,26,384,6.6,26.4,89.1,2495,331.1,73,86,178,89,44,470,1531,253,439,68.9,11.4,19.7
20140101_35004_D02_S016,2367,33.3,1181,1186,100.4,2063,304,12.8,470,1798,99,70,25,4,19.9,76,4.2,31.6,5.5,26.1,21.1,474.7,4,25.3,17.1,13850.8,1778.9,78,119,190,122,62,571,1553,351,463,65.6,14.8,19.6
20140101_35004_D02_S017,2747,33.1,1401,1346,96.1,2451,296,10.8,583,2073,91,55,25,11,21.2,75.5,3.3,32.5,4.4,28.1,15.6,640.7,12.1,27.5,61.8,4445.5,479,96,105,265,145,69,680,1830,437,480,66.6,15.9,17.5
20140101_35004_D02_S018,1777,33.6,910,867,95.3,1487,290,16.3,382,1318,77,51,20,6,21.5,74.2,4.3,34.8,5.8,29,20.2,496.1,7.8,26,37.7,4712.2,769,67,60,174,105,36,442,944,364,469,53.1,20.5,26.4
20140101_35004_D02_S019,894,35.2,480,414,86.2,765,129,14.4,174,663,57,40,17,0,19.5,74.2,6.4,34.8,8.6,26.2,32.8,305.3,0,29.8,1397.9,64,9.2,26,23,79,57,33,218,620,104,170,69.4,11.6,19
20140101_35004_D02_S020,864,33.1,425,439,103.3,749,115,13.3,177,659,28,19,5,4,20.5,76.3,3.2,31.1,4.2,26.9,15.8,632.1,14.3,17.9,6.9,12563.1,1672.2,41,38,70,37,18,204,584,107,173,67.6,12.4,20
20140101_35005_D01_S001,1180,48.9,647,533,82.4,1173,7,0.6,68,837,275,112,118,45,5.8,70.9,23.3,41,32.9,8.1,404.4,24.7,16.4,42.9,6641.7,17.8,0.1,12,6,30,31,7,86,1152,8,20,97.6,0.7,1.7
20140101_35006_D01_S001,999,45.8,481,518,107.7,979,20,2,115,654,230,104,95,31,11.5,65.5,23,52.8,35.2,17.6,200,50,13.5,41.3,55.5,1799.7,36,15,15,55,37,25,147,911,37,51,91.2,3.7,5.1
20140101_35006_D01_S002,1353,40.2,631,722,114.4,1306,47,3.5,233,912,208,94,81,33,17.2,67.4,15.4,48.4,22.8,25.5,89.3,112,15.9,38.9,34.8,3886.6,135,36,63,99,50,26,274,1198,86,69,88.5,6.4,5.1
20140101_35006_D01_S003,1466,44,732,734,100.3,1442,24,1.6,181,995,290,141,116,33,12.3,67.9,19.8,47.3,29.1,18.2,160.2,62.4,11.4,40,60.4,2426.1,39.7,27,37,76,55,29,224,1389,37,40,94.7,2.5,2.7
20140101_35006_D01_S004,2159,38.6,1042,1117,107.2,2121,38,1.8,401,1493,265,137,94,34,18.6,69.2,12.3,44.6,17.7,26.9,66.1,151.3,12.8,35.5,67.4,3202.7,56.4,52,87,173,113,39,464,2008,81,70,93,3.8,3.2
20140101_35006_D01_S005,1408,39.7,679,729,107.4,1371,37,2.6,199,1035,174,98,61,15,14.1,73.5,12.4,36,16.8,19.2,87.4,114.4,8.6,35.1,9.9,14192.4,373,26,47,90,48,31,242,1270,64,74,90.2,4.5,5.3
20140101_35006_D02_S001,1604,44.8,811,793,97.8,1586,18,1.1,177,1076,351,165,159,27,11,67.1,21.9,49.1,32.6,16.4,198.3,50.4,7.7,45.3,160.3,1000.4,11.2,27,36,79,52,34,228,1555,19,30,96.9,1.2,1.9
20140101_35006_D02_S002,703,42.9,345,358,103.8,693,10,1.4,110,446,147,71,65,11,15.6,63.4,20.9,57.6,33,24.7,133.6,74.8,7.5,44.2,132.7,529.8,7.5,11,28,51,25,15,130,658,23,22,93.6,3.3,3.1
20140101_35006_D02_S003,717,43.8,343,374,109,702,15,2.1,87,493,137,71,53,13,12.1,68.8,19.1,45.4,27.8,17.6,157.5,63.5,9.5,38.7,39.6,1809.4,37.9,12,21,38,22,17,110,658,36,23,91.8,5,3.2
20140101_35006_D03_S001,785,41,393,392,99.7,772,13,1.7,117,556,112,47,60,5,14.9,70.8,14.3,41.2,20.1,21,95.7,104.5,4.5,53.6,178.3,440.4,7.3,22,27,47,27,12,135,734,32,19,93.5,4.1,2.4
20140101_35006_D03_S002,1616,42.4,771,845,109.6,1601,15,0.9,230,1086,300,157,117,26,14.2,67.2,18.6,48.8,27.6,21.2,130.4,76.7,8.7,39,106.2,1521.6,14.1,30,37,98,75,38,278,1530,37,49,94.7,2.3,3
20140101_35006_D03_S003,1629,42,811,818,100.9,1598,31,1.9,197,1176,256,142,90,24,12.1,72.2,15.7,38.5,21.8,16.8,129.9,77,9.4,35.2,103.9,1567.6,29.8,29,33,87,57,28,234,1500,67,62,92.1,4.1,3.8
20140101_35006_D03_S004,781,43.8,401,380,94.8,766,15,1.9,91,548,142,68,58,16,11.7,70.2,18.2,42.5,25.9,16.6,156,64.1,11.3,40.8,58.9,1326.2,25.5,9,31,28,26,8,102,728,27,26,93.2,3.5,3.3
20140101_35006_D04_S001,2462,40.2,1265,1197,94.6,2414,48,1.9,399,1693,370,190,133,47,16.2,68.8,15,45.4,21.9,23.6,92.7,107.8,12.7,35.9,192.1,1281.6,25,65,92,165,93,48,463,2269,92,101,92.2,3.7,4.1
20140101_35006_D04_S002,936,37.9,486,450,92.6,924,12,1.3,178,646,112,63,38,11,19,69,12,44.9,17.3,27.6,62.9,158.9,9.8,33.9,262.5,356.6,4.6,27,38,78,41,14,198,883,27,26,94.3,2.9,2.8
20140101_35006_D04_S003,916,40.8,463,453,97.8,903,13,1.4,111,713,92,55,28,9,12.1,77.8,10,28.5,12.9,15.6,82.9,120.7,9.8,30.4,141.3,648.5,9.2,14,19,46,46,23,148,807,61,48,88.1,6.7,5.2
20140101_35006_D04_S004,1007,39.9,507,500,98.6,990,17,1.7,168,720,119,55,44,20,16.7,71.5,11.8,39.9,16.5,23.3,70.8,141.2,16.8,37,76.2,1322.1,22.3,27,36,70,44,20,197,924,34,49,91.8,3.4,4.9
20140101_35006_D05_S001,1767,39.9,883,884,100.1,1734,33,1.9,252,1301,214,98,99,17,14.3,73.6,12.1,35.8,16.4,19.4,84.9,117.8,7.9,46.3,70,2524.3,47.1,47,58,95,67,29,296,1624,71,72,91.9,4,4.1
20140101_35006_D05_S002,1727,39.3,834,893,107.1,1713,14,0.8,242,1319,166,112,46,8,14,76.4,9.6,30.9,12.6,18.3,68.6,145.8,4.8,27.7,58.6,2949.5,23.9,29,40,113,83,54,319,1610,68,49,93.2,3.9,2.8
20140101_35006_D05_S003,1599,38.8,803,796,99.1,1593,6,0.4,267,1126,206,105,77,24,16.7,70.4,12.9,42,18.3,23.7,77.2,129.6,11.7,37.4,29.9,5347.6,20.1,39,57,111,79,33,319,1514,54,31,94.7,3.4,1.9
20140101_35006_D05_S004,980,40,495,485,98,975,5,0.5,152,687,141,91,40,10,15.5,70.1,14.4,42.6,20.5,22.1,92.8,107.8,7.1,28.4,208.3,470.5,2.4,14,29,74,47,20,184,950,17,13,96.9,1.7,1.3
20140101_35006_D05_S005,1749,40.6,853,896,105,1715,34,1.9,261,1210,278,149,104,25,14.9,69.2,15.9,44.5,23,21.6,106.5,93.9,9,37.4,29.1,6013.4,116.9,48,54,107,64,25,298,1621,54,74,92.7,3.1,4.2
20140101_35006_D05_S006,2338,36.1,1194,1144,95.8,2312,26,1.1,421,1791,126,79,40,7,18,76.6,5.4,30.5,7,23.5,29.9,334.1,5.6,31.7,95.7,2444.2,27.2,56,62,203,128,58,507,2181,93,64,93.3,4,2.7
20140101_35006_D06_S001,2267,38.5,1168,1099,94.1,2223,44,1.9,359,1672,236,155,66,15,15.8,73.8,10.4,35.6,14.1,21.5,65.7,152.1,6.4,28,246.8,918.7,17.8,55,66,172,82,55,430,2036,136,95,89.8,6,4.2
20140101_35006_D06_S002,1305,40.8,657,648,98.6,1278,27,2.1,190,928,187,113,57,17,14.6,71.1,14.3,40.6,20.2,20.5,98.4,101.6,9.1,30.5,195.8,666.6,13.8,24,30,84,63,36,237,1188,58,59,91,4.4,4.5
20140101_35006_D06_S003,747,41.3,397,350,88.2,725,22,2.9,107,545,95,49,39,7,14.3,73,12.7,37.1,17.4,19.6,88.8,112.6,7.4,41.1,287.4,259.9,7.7,17,16,51,32,10,126,668,41,38,89.4,5.5,5.1
20140101_35006_D07_S001,1303,43.6,673,630,93.6,1283,20,1.5,158,917,228,124,82,22,12.1,70.4,17.5,42.1,24.9,17.2,144.3,69.3,9.6,36,211.6,615.7,9.5,19,28,70,50,31,198,1240,30,33,95.2,2.3,2.5
20140101_35006_D07_S002,733,42.9,371,362,97.6,716,17,2.3,99,499,135,54,66,15,13.5,68.1,18.4,46.9,27.1,19.8,136.4,73.3,11.1,48.9,162,452.4,10.5,11,18,45,31,19,124,679,18,36,92.6,2.5,4.9
20140101_35007_D01_S001,733,44.5,375,358,95.5,618,115,15.7,89,493,151,83,44,24,12.1,67.3,20.6,48.7,30.6,18.1,169.7,58.9,15.9,29.1,10330.9,7.1,1.1,14,16,35,29,13,107,598,17,118,81.6,2.3,16.1
20140101_35008_D01_S001,1328,42.4,670,658,98.2,1303,25,1.9,175,919,234,116,95,23,13.2,69.2,17.6,44.5,25.5,19,133.7,74.8,9.8,40.6,381.4,348.2,6.6,22,36,78,51,37,224,1244,44,40,93.7,3.3,3
20140101_35008_D01_S002,1330,39.6,666,664,99.7,1314,16,1.2,237,918,175,92,67,16,17.8,69,13.2,44.9,19.1,25.8,73.8,135.4,9.1,38.3,71.7,1855.9,22.3,23,32,116,83,29,283,1261,36,33,94.8,2.7,2.5
20140101_35008_D02_S001,1185,42.8,598,587,98.2,1150,35,3,169,809,207,118,66,23,14.3,68.3,17.5,46.5,25.6,20.9,122.5,81.6,11.1,31.9,476.2,248.9,7.4,20,30,74,57,20,201,1092,37,56,92.2,3.1,4.7
20140101_35008_D03_S001,732,43.3,378,354,93.7,706,26,3.6,100,490,142,71,60,11,13.7,66.9,19.4,49.4,29,20.4,142,70.4,7.7,42.3,151.3,483.9,17.2,18,24,39,21,4,106,675,25,32,92.2,3.4,4.4
20140101_35008_D03_S002,787,42.4,388,399,102.8,777,10,1.3,112,539,136,68,54,14,14.2,68.5,17.3,46,25.2,20.8,121.4,82.4,10.3,39.7,120.6,652.6,8.3,20,17,46,42,19,144,752,14,21,95.6,1.8,2.7
20140101_35008_D04_S001,1026,42.7,524,502,95.8,1007,19,1.9,128,713,185,118,57,10,12.5,69.5,18,43.9,25.9,18,144.5,69.2,5.4,30.8,269.2,381.1,7.1,11,26,61,41,16,155,951,40,35,92.7,3.9,3.4
20140101_35008_D04_S002,1230,39.1,636,594,93.4,1215,15,1.2,198,889,143,83,44,16,16.1,72.3,11.6,38.4,16.1,22.3,72.2,138.5,11.2,30.8,132.4,928.7,11.3,28,43,93,46,15,225,1166,34,30,94.8,2.8,2.4
20140101_35009_D01_S001,2057,42.2,1021,1036,101.5,2006,51,2.5,294,1412,351,191,119,41,14.3,68.6,17.1,45.7,24.9,20.8,119.4,83.8,11.7,33.9,38.9,5284.9,131,47,62,127,78,39,353,1920,62,75,93.3,3,3.6
20140101_35009_D01_S002,2035,42.9,994,1041,104.7,1999,36,1.8,300,1353,382,176,162,44,14.7,66.5,18.8,50.4,28.2,22.2,127.3,78.5,11.5,42.4,280.6,725.2,12.8,42,48,143,79,36,348,1894,70,71,93.1,3.4,3.5
