GEOCODE_SECCIONES_2005,Población,Población. Edad media,Población. Hombres,Población. Mujeres,Población de mujeres dividida por la población de hombres,Población de nacionalidad española,Población de nacionalidad extranjera,Población de nacionalidad extranjera (%),Población de 0 a 14 años de edad,Población de 15 a 64 años de edad,Población de 65 o más años de edad,Población de 65 a 74 años de edad,Población de 75 a 84 años de edad,Población de 85 o más años de edad,Población de 0 a 14 años de edad (%),Población de 15 a 64 años de edad (%),Población de 65 o más años de edad (%),Suma de la población de 0 a 14 años y de la población de 65 o más años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 15 a 64 años,Población de 0 a 14 años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 0 a 14 años,Población de 0 a 14 años dividida por la población de 65 o más años,Población de 85 o más años dividida por la población de 65 o más años,Población de 75 a 84 años dividida por la población de 65 o más años,Superficie calculada sobre geom no generalizado (ha),Población / km2,Población. Extranjeros / km2,Población de 0 a 2 años,Población de 3 a 5 años,Población de 6 a 11 años,Población de 12 a 15 años,Población de 16 a 17 años,Población de 0 a 17 años,Población. Nacidos en Canarias,Población. Nacidos en el resto de España,Población. Nacidos en el extranjero,Población. Nacidos en Canarias (%),Población. Nacidos en el resto de España (%),Población. Nacidos en el extranjero (%)
20050101_35004_D02_S007,2147,36,1092,1055,96.6,1831,316,14.7,313,1630,204,140,53,11,14.6,75.9,9.5,31.7,12.5,19.2,65.2,153.4,5.4,26,15.4,13973,2056.6,78,63,105,92,61,399,1619,196,332,75.4,9.1,15.5
20050101_35004_D02_S008,998,35.4,490,508,103.7,628,370,37.1,137,783,78,47,19,12,13.7,78.5,7.8,27.5,10,17.5,56.9,175.6,15.4,24.4,6.8,14601.7,5413.5,39,33,44,30,13,159,421,184,393,42.2,18.4,39.4
20050101_35004_D02_S009,1885,35.7,1003,882,87.9,1501,384,20.4,320,1371,194,116,64,14,17,72.7,10.3,37.5,14.2,23.3,60.6,164.9,7.2,33,15.1,12520.8,2550.6,80,66,112,84,40,382,1275,208,402,67.6,11,21.3
20050101_35004_D02_S010,1507,35.4,800,707,88.4,1095,412,27.3,232,1167,108,69,34,5,15.4,77.4,7.2,29.1,9.3,19.9,46.6,214.8,4.6,31.5,15.7,9584.4,2620.3,57,55,74,68,25,279,935,149,423,62,9.9,28.1
20050101_35004_D02_S011,1597,36.8,824,773,93.8,1204,393,24.6,242,1192,163,100,50,13,15.2,74.6,10.2,34,13.7,20.3,67.4,148.5,8,30.7,6.8,23393.8,5756.9,54,45,95,61,36,291,917,263,417,57.4,16.5,26.1
20050101_35004_D02_S012,1384,28.1,705,679,96.3,1162,222,16,335,1031,18,11,6,1,24.2,74.5,1.3,34.2,1.7,32.5,5.4,1861.1,5.6,33.3,19.7,7022.5,1126.4,83,72,124,72,30,381,811,325,248,58.6,23.5,17.9
20050101_35004_D02_S013,1955,34.2,1004,951,94.7,1460,495,25.3,357,1455,143,87,42,14,18.3,74.4,7.3,34.4,9.8,24.5,40.1,249.7,9.8,29.4,38.1,5135.7,1300.3,60,79,133,114,51,437,1060,358,537,54.2,18.3,27.5
20050101_35004_D02_S014,1966,33.8,1033,933,90.3,1540,426,21.7,340,1496,130,70,45,15,17.3,76.1,6.6,31.4,8.7,22.7,38.2,261.5,11.5,34.6,18.5,10599.2,2296.7,74,61,146,80,61,422,1329,197,440,67.6,10,22.4
20050101_35004_D02_S015,2612,31,1435,1177,82,2124,488,18.7,555,1969,88,62,19,7,21.2,75.4,3.4,32.7,4.5,28.2,15.9,630.7,8,21.6,1537.3,169.9,31.7,116,110,213,165,71,675,1810,299,503,69.3,11.4,19.3
20050101_35004_D02_S016,2356,29.8,1213,1143,94.2,1964,392,16.6,507,1791,58,35,19,4,21.5,76,2.5,31.5,3.2,28.3,11.4,874.1,6.9,32.8,24,9830.3,1635.6,115,108,190,129,62,604,1610,331,415,68.3,14,17.6
20050101_35004_D02_S017,2215,28.3,1164,1051,90.3,1988,227,10.2,558,1618,39,23,14,2,25.2,73,1.8,36.9,2.4,34.5,7,1430.8,5.1,35.9,21.7,10229.1,1048.3,134,99,200,165,65,663,1575,378,262,71.1,17.1,11.8
20050101_35005_D01_S001,1386,43.6,728,658,90.4,1378,8,0.6,115,991,280,162,97,21,8.3,71.5,20.2,39.9,28.3,11.6,243.5,41.1,7.5,34.6,6641.7,20.9,0.1,15,19,50,44,31,159,1335,27,24,96.3,1.9,1.7
20050101_35006_D01_S001,1201,42.6,573,628,109.6,1184,17,1.4,166,793,242,125,83,34,13.8,66,20.1,51.5,30.5,20.9,145.8,68.6,14,34.3,55.5,2163.6,30.6,26,30,67,51,30,204,1106,54,41,92.1,4.5,3.4
20050101_35006_D01_S002,2334,36,1114,1220,109.5,2290,44,1.9,391,1726,217,125,69,23,16.8,74,9.3,35.2,12.6,22.7,55.5,180.2,10.6,31.8,44.7,5217.7,98.4,83,69,154,118,57,481,2153,110,71,92.2,4.7,3
20050101_35006_D01_S003,1544,40.6,802,742,92.5,1532,12,0.8,216,1065,263,161,84,18,14,69,17,45,24.7,20.3,121.8,82.1,6.8,31.9,60.4,2555.2,19.9,39,42,85,66,33,265,1460,48,36,94.6,3.1,2.3
20050101_35006_D01_S004,1639,37.6,820,819,99.9,1613,26,1.6,296,1113,230,140,72,18,18.1,67.9,14,47.3,20.7,26.6,77.7,128.7,7.8,31.3,67.4,2431.3,38.6,59,73,96,90,46,364,1544,48,47,94.2,2.9,2.9
20050101_35006_D02_S001,1807,40.4,902,905,100.3,1795,12,0.7,258,1229,320,217,91,12,14.3,68,17.7,47,26,21,124,80.6,3.8,28.4,160.3,1127,7.5,37,45,112,85,41,320,1768,17,22,97.8,0.9,1.2
20050101_35006_D02_S002,681,40.7,336,345,102.7,673,8,1.2,91,469,121,84,28,9,13.4,68.9,17.8,45.2,25.8,19.4,133,75.2,7.4,23.1,132.7,513.2,6,18,22,38,22,17,117,652,17,12,95.7,2.5,1.8
20050101_35006_D02_S003,739,39.6,366,373,101.9,735,4,0.5,112,507,120,78,31,11,15.2,68.6,16.2,45.8,23.7,22.1,107.1,93.3,9.2,25.8,39.6,1864.9,10.1,18,19,45,37,11,130,709,21,9,95.9,2.8,1.2
20050101_35006_D03_S001,793,39.7,409,384,93.9,782,11,1.4,116,538,139,86,46,7,14.6,67.8,17.5,47.4,25.8,21.6,119.8,83.5,5,33.1,178.6,444,6.2,20,26,44,36,18,144,760,19,14,95.8,2.4,1.8
20050101_35006_D03_S002,1585,38.9,777,808,104,1563,22,1.4,263,1082,240,157,63,20,16.6,68.3,15.1,46.5,22.2,24.3,91.3,109.6,8.3,26.2,105.9,1497.1,20.8,57,65,95,58,37,312,1519,30,36,95.8,1.9,2.3
20050101_35006_D03_S003,1438,38.8,711,727,102.3,1404,34,2.4,188,1065,185,114,60,11,13.1,74.1,12.9,35,17.4,17.7,98.4,101.6,5.9,32.4,103.9,1383.8,32.7,35,30,69,71,42,247,1342,40,56,93.3,2.8,3.9
20050101_35006_D03_S004,837,40.6,436,401,92,827,10,1.2,97,614,126,75,38,13,11.6,73.4,15.1,36.3,20.5,15.8,129.9,77,10.3,30.2,58.9,1421.2,17,10,19,39,38,18,124,793,28,16,94.7,3.3,1.9
20050101_35006_D04_S001,2012,39.5,1020,992,97.3,1986,26,1.3,312,1379,321,177,117,27,15.5,68.5,16,45.9,23.3,22.6,102.9,97.2,8.4,36.4,192.1,1047.3,13.5,69,68,116,75,38,366,1919,53,40,95.4,2.6,2
20050101_35006_D04_S002,767,35.8,396,371,93.7,767,0,0,136,558,73,41,30,2,17.7,72.8,9.5,37.5,13.1,24.4,53.7,186.3,2.7,41.1,262.5,292.2,0,35,34,45,34,21,169,749,10,8,97.7,1.3,1
20050101_35006_D04_S003,998,35.2,511,487,95.3,956,42,4.2,176,759,63,42,15,6,17.6,76.1,6.3,31.5,8.3,23.2,35.8,279.4,9.5,23.8,141.3,706.5,29.7,23,31,85,45,32,216,855,81,62,85.7,8.1,6.2
20050101_35006_D04_S004,911,37.2,464,447,96.3,892,19,2.1,139,673,99,58,32,9,15.3,73.9,10.9,35.4,14.7,20.7,71.2,140.4,9.1,32.3,76.2,1196,24.9,36,30,49,31,17,163,852,33,26,93.5,3.6,2.9
20050101_35006_D05_S001,1493,37.9,746,747,100.1,1481,12,0.8,245,1051,197,118,64,15,16.4,70.4,13.2,42.1,18.7,23.3,80.4,124.4,7.6,32.5,70,2132.8,17.1,37,54,99,71,39,300,1433,26,34,96,1.7,2.3
20050101_35006_D05_S002,1720,34.6,855,865,101.2,1704,16,0.9,322,1305,93,56,25,12,18.7,75.9,5.4,31.8,7.1,24.7,28.9,346.2,12.9,26.9,58.6,2937.6,27.3,58,55,147,84,35,379,1639,39,42,95.3,2.3,2.4
20050101_35006_D05_S003,1331,37.1,662,669,101.1,1321,10,0.8,238,917,176,120,49,7,17.9,68.9,13.2,45.1,19.2,26,73.9,135.2,4,27.8,29.9,4451.3,33.4,37,48,94,80,40,299,1273,30,28,95.6,2.3,2.1
20050101_35006_D05_S004,1076,35.2,557,519,93.2,1073,3,0.3,204,768,104,63,32,9,19,71.4,9.7,40.1,13.5,26.6,51,196.2,8.7,30.8,208.3,516.6,1.4,37,52,74,60,29,252,1056,8,12,98.1,0.7,1.1
20050101_35006_D05_S005,1555,38,755,800,106,1541,14,0.9,249,1091,215,136,68,11,16,70.2,13.8,42.5,19.7,22.8,86.3,115.8,5.1,31.6,29.1,5346.4,48.1,63,48,86,72,42,311,1491,30,34,95.9,1.9,2.2
20050101_35006_D05_S006,1894,31.5,972,922,94.9,1873,21,1.1,432,1394,68,40,22,6,22.8,73.6,3.6,35.9,4.9,31,15.7,635.3,8.8,32.4,95.7,1980,22,93,92,161,116,42,504,1762,84,48,93,4.4,2.5
20050101_35006_D06_S001,1892,35.7,981,911,92.9,1851,41,2.2,325,1401,166,101,55,10,17.2,74,8.8,35,11.8,23.2,51.1,195.8,6,33.1,246.8,766.8,16.6,84,64,123,73,42,386,1715,101,76,90.6,5.3,4
20050101_35006_D06_S002,1181,37.6,597,584,97.8,1164,17,1.4,192,868,121,69,42,10,16.3,73.5,10.2,36.1,13.9,22.1,63,158.7,8.3,34.7,195.8,603.2,8.7,44,54,66,45,21,230,1102,45,34,93.3,3.8,2.9
20050101_35006_D06_S003,747,37.2,388,359,92.5,729,18,2.4,132,532,83,50,29,4,17.7,71.2,11.1,40.4,15.6,24.8,62.9,159,4.8,34.9,287.4,259.9,6.3,23,31,46,41,13,154,666,52,29,89.2,7,3.9
20050101_35006_D07_S001,1347,39.7,701,646,92.2,1337,10,0.7,198,953,196,116,67,13,14.7,70.7,14.6,41.3,20.6,20.8,99,101,6.6,34.2,211.6,636.5,4.7,38,41,75,62,28,244,1314,15,18,97.6,1.1,1.3
20050101_35006_D07_S002,723,40.3,375,348,92.8,717,6,0.8,112,477,134,90,36,8,15.5,66,18.5,51.6,28.1,23.5,119.6,83.6,6,26.9,162,446.3,3.7,18,14,62,27,18,139,691,16,16,95.6,2.2,2.2
20050101_35007_D01_S001,738,41.8,372,366,98.4,645,93,12.6,98,508,132,60,46,26,13.3,68.8,17.9,45.3,26,19.3,134.7,74.2,19.7,34.8,10330.9,7.1,0.9,12,16,46,28,17,119,626,21,91,84.8,2.8,12.3
20050101_35008_D01_S001,1433,39.3,718,715,99.6,1417,16,1.1,223,982,228,132,67,29,15.6,68.5,15.9,45.9,23.2,22.7,102.2,97.8,12.7,29.4,381.4,375.7,4.2,44,40,91,66,47,288,1368,37,28,95.5,2.6,2
20050101_35008_D01_S002,1223,35.8,632,591,93.5,1199,24,2,255,824,144,96,33,15,20.9,67.4,11.8,48.4,17.5,30.9,56.5,177.1,10.4,22.9,71.7,1706.6,33.5,54,54,89,79,25,301,1153,37,33,94.3,3,2.7
20050101_35008_D02_S001,1085,39.4,542,543,100.2,1065,20,1.8,155,786,144,94,31,19,14.3,72.4,13.3,38,18.3,19.7,92.9,107.6,13.2,21.5,476.7,227.6,4.2,26,33,65,41,30,195,1031,27,27,95,2.5,2.5
20050101_35008_D03_S001,600,43.8,327,273,83.5,592,8,1.3,60,413,127,77,40,10,10,68.8,21.2,45.3,30.8,14.5,211.7,47.2,7.9,31.5,151.3,396.6,5.3,10,17,16,22,10,75,583,6,11,97.2,1,1.8
20050101_35008_D03_S002,805,38.9,401,404,100.7,797,8,1,120,573,112,61,44,7,14.9,71.2,13.9,40.5,19.5,20.9,93.3,107.1,6.2,39.3,120.6,667.6,6.6,28,21,43,39,22,153,769,19,17,95.5,2.4,2.1
20050101_35008_D04_S001,1013,39,522,491,94.1,995,18,1.8,148,734,131,81,37,13,14.6,72.5,12.9,38,17.8,20.2,88.5,113,9.9,28.2,269.2,376.3,6.7,28,27,66,50,26,197,950,37,26,93.8,3.7,2.6
20050101_35008_D04_S002,1020,36.9,534,486,91,1012,8,0.8,172,734,114,68,36,10,16.9,72,11.2,39,15.5,23.4,66.3,150.9,8.8,31.6,131.9,773.3,6.1,41,29,64,54,26,214,986,17,17,96.7,1.7,1.7
20050101_35009_D01_S001,2031,38.6,1005,1026,102.1,1992,39,1.9,299,1476,256,138,87,31,14.7,72.7,12.6,37.6,17.3,20.3,85.6,116.8,12.1,34,38.9,5218.1,100.2,49,49,121,104,58,381,1909,70,52,94,3.4,2.6
20050101_35009_D01_S002,1849,40.7,903,946,104.8,1812,37,2,236,1308,305,176,91,38,12.8,70.7,16.5,41.4,23.3,18,129.2,77.4,12.5,29.8,280.6,658.9,13.2,43,36,102,80,36,297,1737,53,59,93.9,2.9,3.2
20050101_35009_D01_S003,1094,39.1,560,534,95.4,1073,21,1.9,165,779,150,92,47,11,15.1,71.2,13.7,40.4,19.3,21.2,90.9,110,7.3,31.3,10.8,10143.2,194.7,30,37,66,43,17,193,1050,16,28,96,1.5,2.6
20050101_35009_D01_S004,1225,40.3,604,621,102.8,1199,26,2.1,154,897,174,102,52,20,12.6,73.2,14.2,36.6,19.4,17.2,113,88.5,11.5,29.9,7.6,16179.1,343.4,27,24,62,58,28,199,1167,19,39,95.3,1.6,3.2
20050101_35009_D01_S005,1629,38.4,822,807,98.2,1620,9,0.6,247,1149,233,149,62,22,15.2,70.5,14.3,41.8,20.3,21.5,94.3,106,9.4,26.6,129.1,1262,7,48,42,101,75,43,309,1602,15,12,98.3,0.9,0.7
20050101_35009_D01_S006,1701,36.3,911,790,86.7,1687,14,0.8,303,1216,182,122,46,14,17.8,71.5,10.7,39.9,15,24.9,60.1,166.5,7.7,25.3,650.2,261.6,2.2,42,51,129,105,45,372,1625,53,23,95.5,3.1,1.4
20050101_35009_D01_S007,1914,37.9,971,943,97.1,1900,14,0.7,312,1333,269,151,93,25,16.3,69.6,14.1,43.6,20.2,23.4,86.2,116,9.3,34.6,158.4,1208.3,8.8,64,48,127,100,45,384,1867,23,24,97.5,1.2,1.3
20050101_35009_D01_S008,1377,41.4,670,707,105.5,1374,3,0.2,188,926,263,158,76,29,13.7,67.2,19.1,48.7,28.4,20.3,139.9,71.5,11,28.9,63.5,2169.4,4.7,34,23,83,62,26,228,1349,15,13,98,1.1,0.9
20050101_35009_D01_S009,2158,36.3,1089,1069,98.2,2147,11,0.5,382,1531,245,148,77,20,17.7,70.9,11.4,41,16,25,64.1,155.9,8.2,31.4,1075.2,200.7,1,52,72,156,133,69,482,2138,8,12,99.1,0.4,0.6
20050101_35009_D01_S010,1575,38.3,798,777,97.4,1557,18,1.1,265,1082,228,145,66,17,16.8,68.7,14.5,45.6,21.1,24.5,86,116.2,7.5,28.9,777.4,202.6,2.3,39,44,111,93,36,323,1520,30,25,96.5,1.9,1.6
