GEOCODE_SECCIONES_2010,Población,Población. Edad media,Población. Hombres,Población. Mujeres,Población de mujeres dividida por la población de hombres,Población de nacionalidad española,Población de nacionalidad extranjera,Población de nacionalidad extranjera (%),Población de 0 a 14 años de edad,Población de 15 a 64 años de edad,Población de 65 o más años de edad,Población de 65 a 74 años de edad,Población de 75 a 84 años de edad,Población de 85 o más años de edad,Población de 0 a 14 años de edad (%),Población de 15 a 64 años de edad (%),Población de 65 o más años de edad (%),Suma de la población de 0 a 14 años y de la población de 65 o más años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 15 a 64 años,Población de 0 a 14 años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 0 a 14 años,Población de 0 a 14 años dividida por la población de 65 o más años,Población de 85 o más años dividida por la población de 65 o más años,Población de 75 a 84 años dividida por la población de 65 o más años,Superficie calculada sobre geom no generalizado (ha),Población / km2,Población. Extranjeros / km2,Población de 0 a 2 años,Población de 3 a 5 años,Población de 6 a 11 años,Población de 12 a 15 años,Población de 16 a 17 años,Población de 0 a 17 años,Población. Nacidos en Canarias,Población. Nacidos en el resto de España,Población. Nacidos en el extranjero,Población. Nacidos en Canarias (%),Población. Nacidos en el resto de España (%),Población. Nacidos en el extranjero (%)
20100101_35004_D02_S006,1185,38.2,618,567,91.7,888,297,25.1,166,875,144,72,59,13,14,73.8,12.2,35.4,16.5,19,86.7,115.3,9,41,14.8,8006.3,2006.6,43,25,62,48,32,210,729,85,371,61.5,7.2,31.3
20100101_35004_D02_S007,2082,37.6,1067,1015,95.1,1723,359,17.2,337,1508,237,150,72,15,16.2,72.4,11.4,38.1,15.7,22.3,70.3,142.2,6.3,30.4,15.4,13550,2336.4,73,75,135,66,47,396,1509,159,414,72.5,7.6,19.9
20100101_35004_D02_S008,1037,35.7,527,510,96.8,621,416,40.1,176,776,85,54,22,9,17,74.8,8.2,33.6,11,22.7,48.3,207.1,10.6,25.9,6.8,15172.4,6086.5,47,36,68,34,26,211,447,111,479,43.1,10.7,46.2
20100101_35004_D02_S009,2119,36.4,1127,992,88,1532,587,27.7,370,1510,239,141,84,14,17.5,71.3,11.3,40.3,15.8,24.5,64.6,154.8,5.9,35.1,15.1,14075.1,3899,80,79,126,108,51,444,1243,191,685,58.7,9,32.3
20100101_35004_D02_S010,1894,35.7,1001,893,89.2,1263,631,33.3,314,1427,153,99,46,8,16.6,75.3,8.1,32.7,10.7,22,48.7,205.2,5.2,30.1,15.7,12045.7,4013.1,78,70,112,67,49,376,995,163,736,52.5,8.6,38.9
20100101_35004_D02_S011,1462,38.7,743,719,96.8,1066,396,27.1,218,1069,175,104,58,13,14.9,73.1,12,36.8,16.4,20.4,80.3,124.6,7.4,33.1,6.8,21416.2,5800.8,48,51,71,53,35,258,798,185,479,54.6,12.7,32.8
20100101_35004_D02_S012,2347,29.5,1188,1159,97.6,1860,487,20.7,575,1721,51,42,5,4,24.5,73.3,2.2,36.4,3,33.4,8.9,1127.5,7.8,9.8,19.7,11908.7,2471.1,143,130,217,107,58,655,1322,456,569,56.3,19.4,24.2
20100101_35004_D02_S013,1899,37,954,945,99.1,1326,573,30.2,309,1398,192,118,57,17,16.3,73.6,10.1,35.8,13.7,22.1,62.1,160.9,8.9,29.7,38.1,4988.6,1505.2,64,55,121,98,47,385,990,254,655,52.1,13.4,34.5
20100101_35004_D02_S014,2274,34.7,1186,1088,91.7,1695,579,25.5,419,1689,166,93,49,24,18.4,74.3,7.3,34.6,9.8,24.8,39.6,252.4,14.5,29.5,18.5,12259.8,3121.5,96,86,169,93,43,487,1411,186,677,62,8.2,29.8
20100101_35004_D02_S015,3086,32.9,1643,1443,87.8,2421,665,21.5,606,2359,121,83,35,3,19.6,76.4,3.9,30.8,5.1,25.7,20,500.8,2.5,28.9,1537.3,200.7,43.3,124,114,248,158,101,745,2051,305,730,66.5,9.9,23.7
20100101_35004_D02_S016,3002,31.5,1553,1449,93.3,2378,624,20.8,621,2300,81,49,29,3,20.7,76.6,2.7,30.5,3.5,27,13,766.7,3.7,35.8,24,12525.8,2603.6,145,128,233,147,87,740,1854,423,725,61.8,14.1,24.2
20100101_35004_D02_S017,2807,30.7,1448,1359,93.9,2352,455,16.2,618,2125,64,35,20,9,22,75.7,2.3,32.1,3,29.1,10.4,965.6,14.1,31.2,21.7,12963,2101.2,134,152,218,151,93,748,1779,440,588,63.4,15.7,20.9
20100101_35004_D02_S018,1794,31.3,926,868,93.7,1309,485,27,395,1340,59,45,11,3,22,74.7,3.3,33.9,4.4,29.5,14.9,669.5,5.1,18.6,37.7,4757.3,1286.1,76,85,173,89,47,470,859,330,605,47.9,18.4,33.7
20100101_35005_D01_S001,1230,46.9,666,564,84.7,1223,7,0.6,79,889,262,121,117,24,6.4,72.3,21.3,38.4,29.5,8.9,331.6,30.2,9.2,44.7,6641.7,18.5,0.1,7,15,38,28,15,103,1197,15,18,97.3,1.2,1.5
20100101_35006_D01_S001,1091,44,526,565,107.4,1072,19,1.7,149,696,246,115,98,33,13.7,63.8,22.5,56.8,35.3,21.4,165.1,60.6,13.4,39.8,55.5,1965.5,34.2,21,29,66,43,29,188,1003,41,47,91.9,3.8,4.3
20100101_35006_D01_S002,1210,38.9,567,643,113.4,1154,56,4.6,224,811,175,81,66,28,18.5,67,14.5,49.2,21.6,27.6,78.1,128,16,37.7,34.8,3475.9,160.9,38,66,87,43,30,264,1066,71,73,88.1,5.9,6
20100101_35006_D01_S003,1494,42,747,747,100,1480,14,0.9,215,1009,270,142,106,22,14.4,67.5,18.1,48.1,26.8,21.3,125.6,79.6,8.1,39.3,60.4,2472.5,23.2,32,36,95,64,33,260,1429,36,29,95.6,2.4,1.9
20100101_35006_D01_S004,1978,37.4,978,1000,102.2,1947,31,1.6,380,1345,253,135,89,29,19.2,68,12.8,47.1,18.8,28.3,66.6,150.2,11.5,35.2,67.4,2934.2,46,65,107,158,70,30,430,1840,79,59,93,4,3
20100101_35006_D01_S005,1425,37.2,689,736,106.8,1399,26,1.8,226,1056,143,80,53,10,15.9,74.1,10,34.9,13.5,21.4,63.3,158,7,37.1,9.9,14363.8,262.1,53,49,85,52,33,272,1305,61,59,91.6,4.3,4.1
20100101_35006_D02_S001,1652,43,826,826,100,1630,22,1.3,209,1100,343,181,145,17,12.7,66.6,20.8,50.2,31.2,19,164.1,60.9,5,42.3,160.3,1030.4,13.7,32,45,72,80,29,258,1611,12,29,97.5,0.7,1.8
20100101_35006_D02_S002,685,41.8,339,346,102.1,675,10,1.5,105,451,129,70,49,10,15.3,65.8,18.8,51.9,28.6,23.3,122.9,81.4,7.8,38,132.7,516.2,7.5,27,20,40,23,5,115,654,14,17,95.5,2,2.5
20100101_35006_D02_S003,737,42.3,362,375,103.6,731,6,0.8,95,505,137,75,45,17,12.9,68.5,18.6,45.9,27.1,18.8,144.2,69.3,12.4,32.8,39.6,1859.9,15.1,19,17,38,28,16,118,693,30,14,94,4.1,1.9
20100101_35006_D03_S001,748,40.7,385,363,94.3,737,11,1.5,119,507,122,59,48,15,15.9,67.8,16.3,47.5,24.1,23.5,102.5,97.5,12.3,39.3,178.6,418.8,6.2,21,21,58,26,17,143,711,21,16,95.1,2.8,2.1
20100101_35006_D03_S002,1602,40.6,779,823,105.6,1574,28,1.7,239,1100,263,157,86,20,14.9,68.7,16.4,45.6,23.9,21.7,110,90.9,7.6,32.7,105.9,1513.2,26.4,29,48,108,70,35,290,1520,37,45,94.9,2.3,2.8
20100101_35006_D03_S003,1597,40.3,791,806,101.9,1563,34,2.1,204,1175,218,116,88,14,12.8,73.6,13.7,35.9,18.6,17.4,106.9,93.6,6.4,40.4,103.9,1536.8,32.7,35,43,79,60,33,250,1468,69,60,91.9,4.3,3.8
20100101_35006_D03_S004,821,42.3,423,398,94.1,804,17,2.1,75,615,131,65,52,14,9.1,74.9,16,33.5,21.3,12.2,174.7,57.3,10.7,39.7,58.8,1396,28.9,24,13,24,29,15,105,766,30,25,93.3,3.7,3
20100101_35006_D04_S001,2379,39,1233,1146,92.9,2328,51,2.1,366,1677,336,168,134,34,15.4,70.5,14.1,41.9,20,21.8,91.8,108.9,10.1,39.9,192.1,1238.4,26.5,89,74,135,89,46,433,2206,93,80,92.7,3.9,3.4
20100101_35006_D04_S002,930,36.9,470,460,97.9,917,13,1.4,166,666,98,57,31,10,17.8,71.6,10.5,39.6,14.7,24.9,59,169.4,10.2,31.6,262.5,354.3,5,32,32,79,28,18,189,879,30,21,94.5,3.2,2.3
20100101_35006_D04_S003,988,37.7,501,487,97.2,952,36,3.6,158,745,85,57,22,6,16,75.4,8.6,32.6,11.4,21.2,53.8,185.9,7.1,25.9,141.3,699.4,25.5,30,20,64,59,27,200,842,81,65,85.2,8.2,6.6
20100101_35006_D04_S004,969,38.5,494,475,96.2,947,22,2.3,154,707,108,58,41,9,15.9,73,11.1,37.1,15.3,21.8,70.1,142.6,8.3,38,76.2,1272.2,28.9,32,30,67,35,18,182,895,29,45,92.4,3,4.6
20100101_35006_D05_S001,1727,38.4,862,865,100.3,1693,34,2,239,1294,194,100,80,14,13.8,74.9,11.2,33.5,15,18.5,81.2,123.2,7.2,41.2,70,2467.1,48.6,57,45,96,64,39,301,1592,62,73,92.2,3.6,4.2
20100101_35006_D05_S002,1947,36.5,963,984,102.2,1930,17,0.9,338,1457,152,102,38,12,17.4,74.8,7.8,33.6,10.4,23.2,45,222.4,7.9,25,58.6,3325.3,29,48,66,140,105,52,411,1844,57,46,94.7,2.9,2.4
20100101_35006_D05_S003,1560,37.7,784,776,99,1547,13,0.8,275,1079,206,114,77,15,17.6,69.2,13.2,44.6,19.1,25.5,74.9,133.5,7.3,37.4,29.9,5217.2,43.5,59,50,111,71,36,327,1472,52,36,94.4,3.3,2.3
20100101_35006_D05_S004,1035,37.5,535,500,93.5,1034,1,0.1,186,718,131,87,38,6,18,69.4,12.7,44.2,18.2,25.9,70.4,142,4.6,29,208.3,496.9,0.5,26,51,77,44,30,228,1012,15,8,97.8,1.4,0.8
20100101_35006_D05_S005,1705,39.1,818,887,108.4,1677,28,1.6,252,1201,252,144,96,12,14.8,70.4,14.8,42,21,21,100,100,4.8,38.1,29.1,5862.1,96.3,50,52,107,56,46,311,1602,48,55,94,2.8,3.2
20100101_35006_D05_S006,2266,33.9,1154,1112,96.4,2239,27,1.2,448,1718,100,59,34,7,19.8,75.8,4.4,31.9,5.8,26.1,22.3,448,7,34,95.7,2368.9,28.2,81,94,189,112,69,545,2116,91,59,93.4,4,2.6
20100101_35006_D06_S001,2169,37.1,1109,1060,95.6,2125,44,2,348,1622,199,123,58,18,16,74.8,9.2,33.7,12.3,21.5,57.2,174.9,9,29.1,246.8,879,17.8,83,64,128,99,40,414,1946,130,93,89.7,6,4.3
20100101_35006_D06_S002,1202,39.6,593,609,102.7,1178,24,2,196,858,148,90,45,13,16.3,71.4,12.3,40.1,17.2,22.8,75.5,132.4,8.8,30.4,195.8,614,12.3,25,33,92,60,21,231,1104,45,53,91.8,3.7,4.4
20100101_35006_D06_S003,736,40.1,373,363,97.3,714,22,3,101,536,99,59,32,8,13.7,72.8,13.5,37.3,18.5,18.8,98,102,8.1,32.3,287.4,256.1,7.7,15,26,43,25,19,128,655,43,38,89,5.8,5.2
20100101_35006_D07_S001,1343,41.6,680,663,97.5,1325,18,1.3,187,940,216,112,80,24,13.9,70,16.1,42.9,23,19.9,115.5,86.6,11.1,37,211.6,634.6,8.5,21,44,77,59,29,230,1289,30,24,96,2.2,1.8
20100101_35006_D07_S002,749,41.6,380,369,97.1,728,21,2.8,109,490,150,71,73,6,14.6,65.4,20,52.9,30.6,22.2,137.6,72.7,4,48.7,162,462.3,13,14,23,41,44,25,147,694,22,33,92.7,2.9,4.4
20100101_35007_D01_S001,823,43.4,426,397,93.2,675,148,18,98,571,154,80,50,24,11.9,69.4,18.7,44.1,27,17.2,157.1,63.6,15.6,32.5,10330.9,8,1.4,21,13,43,27,25,129,656,22,145,79.7,2.7,17.6
20100101_35008_D01_S001,1370,41.1,689,681,98.8,1344,26,1.9,194,951,225,112,93,20,14.2,69.4,16.4,44.1,23.7,20.4,116,86.2,8.9,41.3,381.4,359.2,6.8,32,39,76,61,24,232,1287,41,42,93.9,3,3.1
20100101_35008_D01_S002,1355,36.9,687,668,97.2,1337,18,1.3,279,914,162,90,58,14,20.6,67.5,12,48.2,17.7,30.5,58.1,172.2,8.6,35.8,71.7,1890.8,25.1,44,51,128,77,27,327,1282,36,37,94.6,2.7,2.7
20100101_35008_D02_S001,1159,40.9,609,550,90.3,1106,53,4.6,162,829,168,100,54,14,14,71.5,14.5,39.8,20.3,19.5,103.7,96.4,8.3,32.1,476.7,243.1,11.1,32,39,64,34,28,197,1064,27,68,91.8,2.3,5.9
20100101_35008_D03_S001,683,42.7,351,332,94.6,670,13,1.9,84,467,132,64,59,9,12.3,68.4,19.3,46.3,28.3,18,157.1,63.6,6.8,44.7,151.3,451.5,8.6,27,12,37,19,9,104,646,18,19,94.6,2.6,2.8
20100101_35008_D03_S002,782,42,387,395,102.1,775,7,0.9,106,547,129,66,51,12,13.6,69.9,16.5,43,23.6,19.4,121.7,82.2,9.3,39.5,120.6,648.5,5.8,11,23,49,27,14,124,744,23,15,95.1,2.9,1.9
20100101_35008_D04_S001,1061,40.7,555,506,91.2,1030,31,2.9,137,762,162,95,54,13,12.9,71.8,15.3,39.2,21.3,18,118.2,84.6,8,33.3,269.2,394.1,11.5,25,22,62,39,27,175,974,41,46,91.8,3.9,4.3
20100101_35008_D04_S002,1154,38.1,594,560,94.3,1143,11,1,176,843,135,80,45,10,15.3,73.1,11.7,36.9,16,20.9,76.7,130.4,7.4,33.3,131.9,874.9,8.3,39,48,57,45,23,212,1103,28,23,95.6,2.4,2
20100101_35009_D01_S001,2123,40.4,1050,1073,102.2,2078,45,2.1,315,1487,321,164,108,49,14.8,70,15.1,42.8,21.6,21.2,101.9,98.1,15.3,33.6,38.9,5454.5,115.6,53,77,128,79,49,386,1988,67,68,93.6,3.2,3.2
20100101_35009_D01_S002,2056,41.3,1017,1039,102.2,2008,48,2.3,294,1402,360,176,138,46,14.3,68.2,17.5,46.6,25.7,21,122.4,81.7,12.8,38.3,280.6,732.7,17.1,55,72,119,74,47,367,1911,63,82,92.9,3.1,4
20100101_35009_D01_S003,1030,41.8,535,495,92.5,1003,27,2.6,142,707,181,95,71,15,13.8,68.6,17.6,45.7,25.6,20.1,127.5,78.5,8.3,39.2,10.8,9549.8,250.3,19,26,68,46,13,172,975,14,41,94.7,1.4,4
20100101_35009_D01_S004,1208,41.6,588,620,105.4,1172,36,3,179,819,210,113,68,29,14.8,67.8,17.4,47.5,25.6,21.9,117.3,85.2,13.8,32.4,7.6,15954.6,475.5,31,33,70,56,22,212,1127,18,63,93.3,1.5,5.2
